dataset,target_key,validation_design,repeat,outer_fold,meta_row_id,global_mean_prediction,source_mean_prediction,source_seen_in_training,used_global_fallback,prediction_difference
cell_viability,cell_viability,leave_one_publication_out,1,10,CV-0119-fdb5237c2794,79.32148739495798,79.32148739495798,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,10,CV-0120-5aad8b206a92,79.32148739495798,79.32148739495798,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,10,CV-0121-433901dc2463,79.32148739495798,79.32148739495798,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,10,CV-0122-3fa65ad2f5d6,79.32148739495798,79.32148739495798,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,10,CV-0125-dbe20ebbad6b,79.32148739495798,79.32148739495798,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,10,CV-0126-8e53fec7a987,79.32148739495798,79.32148739495798,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,10,CV-0127-00dbd2c9f7a8,79.32148739495798,79.32148739495798,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,10,CV-0128-ff35f3e17fca,79.32148739495798,79.32148739495798,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,11,CV-0035-bd9be95716f3,79.93168624161073,79.93168624161073,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,11,CV-0036-4b11bd17a491,79.93168624161073,79.93168624161073,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,11,CV-0037-d0d269de72a0,79.93168624161073,79.93168624161073,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,11,CV-0038-67bc0cfc91eb,79.93168624161073,79.93168624161073,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,11,CV-0039-254e77a6b483,79.93168624161073,79.93168624161073,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,11,CV-0040-b41226612751,79.93168624161073,79.93168624161073,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,11,CV-0041-f86a8983c253,79.93168624161073,79.93168624161073,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,11,CV-0042-4d0465be16e7,79.93168624161073,79.93168624161073,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,11,CV-0043-8ed78c92ad3f,79.93168624161073,79.93168624161073,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,11,CV-0044-064375202deb,79.93168624161073,79.93168624161073,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,11,CV-0045-9fabe48586c5,79.93168624161073,79.93168624161073,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,11,CV-0046-5edb643413cc,79.93168624161073,79.93168624161073,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,12,CV-0168-b1e379689515,79.68363861386139,79.68363861386139,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,12,CV-0169-6531ed7376da,79.68363861386139,79.68363861386139,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,13,CV-0410-15c0f0f70a03,79.79898178807946,79.79898178807946,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,13,CV-0411-69a708790a67,79.79898178807946,79.79898178807946,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,13,CV-0412-8216f3001703,79.79898178807946,79.79898178807946,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,13,CV-0413-945d95c6e3c0,79.79898178807946,79.79898178807946,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0544-c2e55958ee7e,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0545-f7f08e38da25,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0546-5cebd82fb35b,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0547-715338a3efff,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0548-5c2a2f25437c,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0549-5fb804bba41b,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0550-0cb33657494d,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0551-b02477ec35e0,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0552-5aa4e4ce2d38,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0553-7aebf5646a6d,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0554-faed3e6fc0fb,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0555-b3170a89a09c,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0556-1d291e1c68d2,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0557-22d66fc9d977,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0558-13dbad416a55,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0559-33ffe3ac31ad,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0560-2171fe2b8aa1,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0561-ead4063bcb59,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0562-bc0333411511,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0563-0b105af374e4,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0564-c9b6563551cd,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0565-f5decaaea83b,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0566-94101e80c79c,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0567-5e75d8017f34,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0568-41b4732c5b4a,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0569-aabe1569cc8d,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0570-93193caf23de,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0571-67b7c0d2dd85,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0572-f8ca1dd68b72,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0573-5e0e0655e9f2,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0574-8dd90283bb23,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0575-8b82059d72f1,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0576-fdd27a62eea1,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0577-2989c7de8719,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0578-5e7970eee093,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0579-a0bfb53289fe,78.77218197879859,78.77218197879859,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,14,CV-0580-721d73e4555a,78.77218197879859,78.77218197879859,False,True,0.0
