dataset,outer_validation_design,outer_repeat,outer_fold,outer_split_id,inner_validation_design,inner_fold,inner_seed,inner_train_rows,inner_validation_rows,inner_train_sources,inner_validation_sources,overlapping_source_count,validation_source_seen_fraction
cell_viability,leave_one_publication_out,1,51,CV_leave_one_publication_out_r01_f051,publication_grouped,4,2884057644,445,149,56,18,0,0.0
cell_viability,leave_one_publication_out,1,52,CV_leave_one_publication_out_r01_f052,publication_grouped,1,987907301,453,151,57,17,0,0.0
cell_viability,leave_one_publication_out,1,52,CV_leave_one_publication_out_r01_f052,publication_grouped,2,987907301,453,151,55,19,0,0.0
cell_viability,leave_one_publication_out,1,52,CV_leave_one_publication_out_r01_f052,publication_grouped,3,987907301,453,151,55,19,0,0.0
cell_viability,leave_one_publication_out,1,52,CV_leave_one_publication_out_r01_f052,publication_grouped,4,987907301,453,151,55,19,0,0.0
cell_viability,leave_one_publication_out,1,53,CV_leave_one_publication_out_r01_f053,publication_grouped,1,459405234,453,151,55,19,0,0.0
cell_viability,leave_one_publication_out,1,53,CV_leave_one_publication_out_r01_f053,publication_grouped,2,459405234,453,151,55,19,0,0.0
cell_viability,leave_one_publication_out,1,53,CV_leave_one_publication_out_r01_f053,publication_grouped,3,459405234,453,151,57,17,0,0.0
cell_viability,leave_one_publication_out,1,53,CV_leave_one_publication_out_r01_f053,publication_grouped,4,459405234,453,151,55,19,0,0.0
cell_viability,leave_one_publication_out,1,54,CV_leave_one_publication_out_r01_f054,publication_grouped,1,2052692195,455,152,56,18,0,0.0
cell_viability,leave_one_publication_out,1,54,CV_leave_one_publication_out_r01_f054,publication_grouped,2,2052692195,455,152,55,19,0,0.0
cell_viability,leave_one_publication_out,1,54,CV_leave_one_publication_out_r01_f054,publication_grouped,3,2052692195,456,151,56,18,0,0.0
cell_viability,leave_one_publication_out,1,54,CV_leave_one_publication_out_r01_f054,publication_grouped,4,2052692195,455,152,55,19,0,0.0
cell_viability,leave_one_publication_out,1,55,CV_leave_one_publication_out_r01_f055,publication_grouped,1,3083971386,450,150,55,19,0,0.0
cell_viability,leave_one_publication_out,1,55,CV_leave_one_publication_out_r01_f055,publication_grouped,2,3083971386,450,150,55,19,0,0.0
cell_viability,leave_one_publication_out,1,55,CV_leave_one_publication_out_r01_f055,publication_grouped,3,3083971386,450,150,55,19,0,0.0
cell_viability,leave_one_publication_out,1,55,CV_leave_one_publication_out_r01_f055,publication_grouped,4,3083971386,450,150,57,17,0,0.0
cell_viability,leave_one_publication_out,1,56,CV_leave_one_publication_out_r01_f056,publication_grouped,1,1158622394,452,150,55,19,0,0.0
cell_viability,leave_one_publication_out,1,56,CV_leave_one_publication_out_r01_f056,publication_grouped,2,1158622394,452,150,56,18,0,0.0
cell_viability,leave_one_publication_out,1,56,CV_leave_one_publication_out_r01_f056,publication_grouped,3,1158622394,451,151,55,19,0,0.0
cell_viability,leave_one_publication_out,1,56,CV_leave_one_publication_out_r01_f056,publication_grouped,4,1158622394,451,151,56,18,0,0.0
cell_viability,leave_one_publication_out,1,57,CV_leave_one_publication_out_r01_f057,publication_grouped,1,390938797,453,151,57,17,0,0.0
cell_viability,leave_one_publication_out,1,57,CV_leave_one_publication_out_r01_f057,publication_grouped,2,390938797,453,151,55,19,0,0.0
cell_viability,leave_one_publication_out,1,57,CV_leave_one_publication_out_r01_f057,publication_grouped,3,390938797,453,151,55,19,0,0.0
cell_viability,leave_one_publication_out,1,57,CV_leave_one_publication_out_r01_f057,publication_grouped,4,390938797,453,151,55,19,0,0.0
cell_viability,leave_one_publication_out,1,58,CV_leave_one_publication_out_r01_f058,publication_grouped,1,1450204466,451,151,55,19,0,0.0
cell_viability,leave_one_publication_out,1,58,CV_leave_one_publication_out_r01_f058,publication_grouped,2,1450204466,452,150,55,19,0,0.0
cell_viability,leave_one_publication_out,1,58,CV_leave_one_publication_out_r01_f058,publication_grouped,3,1450204466,452,150,56,18,0,0.0
cell_viability,leave_one_publication_out,1,58,CV_leave_one_publication_out_r01_f058,publication_grouped,4,1450204466,451,151,56,18,0,0.0
cell_viability,leave_one_publication_out,1,59,CV_leave_one_publication_out_r01_f059,publication_grouped,1,1067128658,450,150,55,19,0,0.0
cell_viability,leave_one_publication_out,1,59,CV_leave_one_publication_out_r01_f059,publication_grouped,2,1067128658,450,150,57,17,0,0.0
cell_viability,leave_one_publication_out,1,59,CV_leave_one_publication_out_r01_f059,publication_grouped,3,1067128658,450,150,55,19,0,0.0
cell_viability,leave_one_publication_out,1,59,CV_leave_one_publication_out_r01_f059,publication_grouped,4,1067128658,450,150,55,19,0,0.0
cell_viability,leave_one_publication_out,1,60,CV_leave_one_publication_out_r01_f060,publication_grouped,1,1500742179,449,150,55,19,0,0.0
cell_viability,leave_one_publication_out,1,60,CV_leave_one_publication_out_r01_f060,publication_grouped,2,1500742179,449,150,55,19,0,0.0
cell_viability,leave_one_publication_out,1,60,CV_leave_one_publication_out_r01_f060,publication_grouped,3,1500742179,450,149,56,18,0,0.0
cell_viability,leave_one_publication_out,1,60,CV_leave_one_publication_out_r01_f060,publication_grouped,4,1500742179,449,150,56,18,0,0.0
cell_viability,leave_one_publication_out,1,61,CV_leave_one_publication_out_r01_f061,publication_grouped,1,2854788730,455,152,55,19,0,0.0
cell_viability,leave_one_publication_out,1,61,CV_leave_one_publication_out_r01_f061,publication_grouped,2,2854788730,455,152,56,18,0,0.0
cell_viability,leave_one_publication_out,1,61,CV_leave_one_publication_out_r01_f061,publication_grouped,3,2854788730,455,152,55,19,0,0.0
cell_viability,leave_one_publication_out,1,61,CV_leave_one_publication_out_r01_f061,publication_grouped,4,2854788730,456,151,56,18,0,0.0
cell_viability,leave_one_publication_out,1,62,CV_leave_one_publication_out_r01_f062,publication_grouped,1,1908276659,453,151,55,19,0,0.0
cell_viability,leave_one_publication_out,1,62,CV_leave_one_publication_out_r01_f062,publication_grouped,2,1908276659,453,151,55,19,0,0.0
cell_viability,leave_one_publication_out,1,62,CV_leave_one_publication_out_r01_f062,publication_grouped,3,1908276659,453,151,57,17,0,0.0
cell_viability,leave_one_publication_out,1,62,CV_leave_one_publication_out_r01_f062,publication_grouped,4,1908276659,453,151,55,19,0,0.0
cell_viability,leave_one_publication_out,1,63,CV_leave_one_publication_out_r01_f063,publication_grouped,1,1462699902,446,148,55,19,0,0.0
cell_viability,leave_one_publication_out,1,63,CV_leave_one_publication_out_r01_f063,publication_grouped,2,1462699902,445,149,56,18,0,0.0
cell_viability,leave_one_publication_out,1,63,CV_leave_one_publication_out_r01_f063,publication_grouped,3,1462699902,445,149,55,19,0,0.0
cell_viability,leave_one_publication_out,1,63,CV_leave_one_publication_out_r01_f063,publication_grouped,4,1462699902,446,148,56,18,0,0.0
cell_viability,leave_one_publication_out,1,64,CV_leave_one_publication_out_r01_f064,publication_grouped,1,1478292922,453,151,57,17,0,0.0
cell_viability,leave_one_publication_out,1,64,CV_leave_one_publication_out_r01_f064,publication_grouped,2,1478292922,453,151,55,19,0,0.0
cell_viability,leave_one_publication_out,1,64,CV_leave_one_publication_out_r01_f064,publication_grouped,3,1478292922,453,151,55,19,0,0.0
cell_viability,leave_one_publication_out,1,64,CV_leave_one_publication_out_r01_f064,publication_grouped,4,1478292922,453,151,55,19,0,0.0
cell_viability,leave_one_publication_out,1,65,CV_leave_one_publication_out_r01_f065,publication_grouped,1,926417859,440,147,55,19,0,0.0
cell_viability,leave_one_publication_out,1,65,CV_leave_one_publication_out_r01_f065,publication_grouped,2,926417859,440,147,56,18,0,0.0
cell_viability,leave_one_publication_out,1,65,CV_leave_one_publication_out_r01_f065,publication_grouped,3,926417859,440,147,56,18,0,0.0
cell_viability,leave_one_publication_out,1,65,CV_leave_one_publication_out_r01_f065,publication_grouped,4,926417859,441,146,55,19,0,0.0
cell_viability,leave_one_publication_out,1,66,CV_leave_one_publication_out_r01_f066,publication_grouped,1,916395417,449,150,55,19,0,0.0
cell_viability,leave_one_publication_out,1,66,CV_leave_one_publication_out_r01_f066,publication_grouped,2,916395417,449,150,55,19,0,0.0
cell_viability,leave_one_publication_out,1,66,CV_leave_one_publication_out_r01_f066,publication_grouped,3,916395417,449,150,56,18,0,0.0
cell_viability,leave_one_publication_out,1,66,CV_leave_one_publication_out_r01_f066,publication_grouped,4,916395417,450,149,56,18,0,0.0
cell_viability,leave_one_publication_out,1,67,CV_leave_one_publication_out_r01_f067,publication_grouped,1,1025965715,451,151,56,18,0,0.0
cell_viability,leave_one_publication_out,1,67,CV_leave_one_publication_out_r01_f067,publication_grouped,2,1025965715,451,151,55,19,0,0.0
cell_viability,leave_one_publication_out,1,67,CV_leave_one_publication_out_r01_f067,publication_grouped,3,1025965715,452,150,55,19,0,0.0
cell_viability,leave_one_publication_out,1,67,CV_leave_one_publication_out_r01_f067,publication_grouped,4,1025965715,452,150,56,18,0,0.0
cell_viability,leave_one_publication_out,1,68,CV_leave_one_publication_out_r01_f068,publication_grouped,1,785207235,448,150,55,19,0,0.0
cell_viability,leave_one_publication_out,1,68,CV_leave_one_publication_out_r01_f068,publication_grouped,2,785207235,448,150,56,18,0,0.0
cell_viability,leave_one_publication_out,1,68,CV_leave_one_publication_out_r01_f068,publication_grouped,3,785207235,449,149,56,18,0,0.0
cell_viability,leave_one_publication_out,1,68,CV_leave_one_publication_out_r01_f068,publication_grouped,4,785207235,449,149,55,19,0,0.0
cell_viability,leave_one_publication_out,1,69,CV_leave_one_publication_out_r01_f069,publication_grouped,1,852836785,453,151,55,19,0,0.0
cell_viability,leave_one_publication_out,1,69,CV_leave_one_publication_out_r01_f069,publication_grouped,2,852836785,453,151,57,17,0,0.0
cell_viability,leave_one_publication_out,1,69,CV_leave_one_publication_out_r01_f069,publication_grouped,3,852836785,453,151,55,19,0,0.0
cell_viability,leave_one_publication_out,1,69,CV_leave_one_publication_out_r01_f069,publication_grouped,4,852836785,453,151,55,19,0,0.0
cell_viability,leave_one_publication_out,1,70,CV_leave_one_publication_out_r01_f070,publication_grouped,1,2891600479,434,144,55,19,0,0.0
cell_viability,leave_one_publication_out,1,70,CV_leave_one_publication_out_r01_f070,publication_grouped,2,2891600479,433,145,56,18,0,0.0
cell_viability,leave_one_publication_out,1,70,CV_leave_one_publication_out_r01_f070,publication_grouped,3,2891600479,433,145,56,18,0,0.0
cell_viability,leave_one_publication_out,1,70,CV_leave_one_publication_out_r01_f070,publication_grouped,4,2891600479,434,144,55,19,0,0.0
cell_viability,leave_one_publication_out,1,71,CV_leave_one_publication_out_r01_f071,publication_grouped,1,3390210035,454,152,55,19,0,0.0
cell_viability,leave_one_publication_out,1,71,CV_leave_one_publication_out_r01_f071,publication_grouped,2,3390210035,455,151,56,18,0,0.0
cell_viability,leave_one_publication_out,1,71,CV_leave_one_publication_out_r01_f071,publication_grouped,3,3390210035,455,151,55,19,0,0.0
cell_viability,leave_one_publication_out,1,71,CV_leave_one_publication_out_r01_f071,publication_grouped,4,3390210035,454,152,56,18,0,0.0
cell_viability,leave_one_publication_out,1,72,CV_leave_one_publication_out_r01_f072,publication_grouped,1,2742679580,442,147,56,18,0,0.0
cell_viability,leave_one_publication_out,1,72,CV_leave_one_publication_out_r01_f072,publication_grouped,2,2742679580,441,148,55,19,0,0.0
cell_viability,leave_one_publication_out,1,72,CV_leave_one_publication_out_r01_f072,publication_grouped,3,2742679580,442,147,56,18,0,0.0
cell_viability,leave_one_publication_out,1,72,CV_leave_one_publication_out_r01_f072,publication_grouped,4,2742679580,442,147,55,19,0,0.0
cell_viability,leave_one_publication_out,1,73,CV_leave_one_publication_out_r01_f073,publication_grouped,1,4183713165,454,152,55,19,0,0.0
cell_viability,leave_one_publication_out,1,73,CV_leave_one_publication_out_r01_f073,publication_grouped,2,4183713165,455,151,55,19,0,0.0
cell_viability,leave_one_publication_out,1,73,CV_leave_one_publication_out_r01_f073,publication_grouped,3,4183713165,454,152,56,18,0,0.0
cell_viability,leave_one_publication_out,1,73,CV_leave_one_publication_out_r01_f073,publication_grouped,4,4183713165,455,151,56,18,0,0.0
cell_viability,leave_one_publication_out,1,74,CV_leave_one_publication_out_r01_f074,publication_grouped,1,3957816715,454,151,55,19,0,0.0
cell_viability,leave_one_publication_out,1,74,CV_leave_one_publication_out_r01_f074,publication_grouped,2,3957816715,453,152,56,18,0,0.0
cell_viability,leave_one_publication_out,1,74,CV_leave_one_publication_out_r01_f074,publication_grouped,3,3957816715,454,151,55,19,0,0.0
cell_viability,leave_one_publication_out,1,74,CV_leave_one_publication_out_r01_f074,publication_grouped,4,3957816715,454,151,56,18,0,0.0
cell_viability,leave_one_publication_out,1,75,CV_leave_one_publication_out_r01_f075,publication_grouped,1,61066052,454,152,56,18,0,0.0
cell_viability,leave_one_publication_out,1,75,CV_leave_one_publication_out_r01_f075,publication_grouped,2,61066052,454,152,55,19,0,0.0
cell_viability,leave_one_publication_out,1,75,CV_leave_one_publication_out_r01_f075,publication_grouped,3,61066052,455,151,55,19,0,0.0
cell_viability,leave_one_publication_out,1,75,CV_leave_one_publication_out_r01_f075,publication_grouped,4,61066052,455,151,56,18,0,0.0
cell_viability,publication_grouped,1,1,CV_publication_grouped_r01_f001,publication_grouped,1,1812275740,365,122,44,16,0,0.0
cell_viability,publication_grouped,1,1,CV_publication_grouped_r01_f001,publication_grouped,2,1812275740,366,121,45,15,0,0.0
cell_viability,publication_grouped,1,1,CV_publication_grouped_r01_f001,publication_grouped,3,1812275740,365,122,46,14,0,0.0
cell_viability,publication_grouped,1,1,CV_publication_grouped_r01_f001,publication_grouped,4,1812275740,365,122,45,15,0,0.0
cell_viability,publication_grouped,1,2,CV_publication_grouped_r01_f002,publication_grouped,1,4180622419,364,122,46,14,0,0.0
cell_viability,publication_grouped,1,2,CV_publication_grouped_r01_f002,publication_grouped,2,4180622419,365,121,45,15,0,0.0
cell_viability,publication_grouped,1,2,CV_publication_grouped_r01_f002,publication_grouped,3,4180622419,365,121,45,15,0,0.0
cell_viability,publication_grouped,1,2,CV_publication_grouped_r01_f002,publication_grouped,4,4180622419,364,122,44,16,0,0.0
cell_viability,publication_grouped,1,3,CV_publication_grouped_r01_f003,publication_grouped,1,2944904857,365,122,45,15,0,0.0
cell_viability,publication_grouped,1,3,CV_publication_grouped_r01_f003,publication_grouped,2,2944904857,366,121,45,15,0,0.0
cell_viability,publication_grouped,1,3,CV_publication_grouped_r01_f003,publication_grouped,3,2944904857,365,122,44,16,0,0.0
cell_viability,publication_grouped,1,3,CV_publication_grouped_r01_f003,publication_grouped,4,2944904857,365,122,46,14,0,0.0
cell_viability,publication_grouped,1,4,CV_publication_grouped_r01_f004,publication_grouped,1,7591381,365,121,44,15,0,0.0
cell_viability,publication_grouped,1,4,CV_publication_grouped_r01_f004,publication_grouped,2,7591381,365,121,44,15,0,0.0
cell_viability,publication_grouped,1,4,CV_publication_grouped_r01_f004,publication_grouped,3,7591381,364,122,44,15,0,0.0
cell_viability,publication_grouped,1,4,CV_publication_grouped_r01_f004,publication_grouped,4,7591381,364,122,45,14,0,0.0
cell_viability,publication_grouped,1,5,CV_publication_grouped_r01_f005,publication_grouped,1,2298477303,365,121,46,15,0,0.0
cell_viability,publication_grouped,1,5,CV_publication_grouped_r01_f005,publication_grouped,2,2298477303,365,121,46,15,0,0.0
cell_viability,publication_grouped,1,5,CV_publication_grouped_r01_f005,publication_grouped,3,2298477303,364,122,46,15,0,0.0
cell_viability,publication_grouped,1,5,CV_publication_grouped_r01_f005,publication_grouped,4,2298477303,364,122,45,16,0,0.0
cell_viability,publication_grouped,2,1,CV_publication_grouped_r02_f001,publication_grouped,1,733968473,365,121,44,15,0,0.0
cell_viability,publication_grouped,2,1,CV_publication_grouped_r02_f001,publication_grouped,2,733968473,364,122,45,14,0,0.0
cell_viability,publication_grouped,2,1,CV_publication_grouped_r02_f001,publication_grouped,3,733968473,364,122,44,15,0,0.0
cell_viability,publication_grouped,2,1,CV_publication_grouped_r02_f001,publication_grouped,4,733968473,365,121,44,15,0,0.0
cell_viability,publication_grouped,2,2,CV_publication_grouped_r02_f002,publication_grouped,1,4261312172,365,122,45,15,0,0.0
cell_viability,publication_grouped,2,2,CV_publication_grouped_r02_f002,publication_grouped,2,4261312172,366,121,45,15,0,0.0
cell_viability,publication_grouped,2,2,CV_publication_grouped_r02_f002,publication_grouped,3,4261312172,365,122,46,14,0,0.0
cell_viability,publication_grouped,2,2,CV_publication_grouped_r02_f002,publication_grouped,4,4261312172,365,122,44,16,0,0.0
cell_viability,publication_grouped,2,3,CV_publication_grouped_r02_f003,publication_grouped,1,167515767,364,122,45,16,0,0.0
cell_viability,publication_grouped,2,3,CV_publication_grouped_r02_f003,publication_grouped,2,167515767,365,121,46,15,0,0.0
cell_viability,publication_grouped,2,3,CV_publication_grouped_r02_f003,publication_grouped,3,167515767,364,122,46,15,0,0.0
cell_viability,publication_grouped,2,3,CV_publication_grouped_r02_f003,publication_grouped,4,167515767,365,121,46,15,0,0.0
cell_viability,publication_grouped,2,4,CV_publication_grouped_r02_f004,publication_grouped,1,2078368710,365,121,45,15,0,0.0
cell_viability,publication_grouped,2,4,CV_publication_grouped_r02_f004,publication_grouped,2,2078368710,364,122,46,14,0,0.0
cell_viability,publication_grouped,2,4,CV_publication_grouped_r02_f004,publication_grouped,3,2078368710,364,122,44,16,0,0.0
cell_viability,publication_grouped,2,4,CV_publication_grouped_r02_f004,publication_grouped,4,2078368710,365,121,45,15,0,0.0
cell_viability,publication_grouped,2,5,CV_publication_grouped_r02_f005,publication_grouped,1,4111842406,365,122,45,15,0,0.0
cell_viability,publication_grouped,2,5,CV_publication_grouped_r02_f005,publication_grouped,2,4111842406,365,122,46,14,0,0.0
cell_viability,publication_grouped,2,5,CV_publication_grouped_r02_f005,publication_grouped,3,4111842406,366,121,45,15,0,0.0
cell_viability,publication_grouped,2,5,CV_publication_grouped_r02_f005,publication_grouped,4,4111842406,365,122,44,16,0,0.0
cell_viability,publication_grouped,3,1,CV_publication_grouped_r03_f001,publication_grouped,1,87125820,365,121,44,15,0,0.0
cell_viability,publication_grouped,3,1,CV_publication_grouped_r03_f001,publication_grouped,2,87125820,365,121,44,15,0,0.0
cell_viability,publication_grouped,3,1,CV_publication_grouped_r03_f001,publication_grouped,3,87125820,364,122,45,14,0,0.0
cell_viability,publication_grouped,3,1,CV_publication_grouped_r03_f001,publication_grouped,4,87125820,364,122,44,15,0,0.0
cell_viability,publication_grouped,3,2,CV_publication_grouped_r03_f002,publication_grouped,1,2064060888,365,121,45,15,0,0.0
cell_viability,publication_grouped,3,2,CV_publication_grouped_r03_f002,publication_grouped,2,2064060888,365,121,45,15,0,0.0
cell_viability,publication_grouped,3,2,CV_publication_grouped_r03_f002,publication_grouped,3,2064060888,364,122,44,16,0,0.0
cell_viability,publication_grouped,3,2,CV_publication_grouped_r03_f002,publication_grouped,4,2064060888,364,122,46,14,0,0.0
cell_viability,publication_grouped,3,3,CV_publication_grouped_r03_f003,publication_grouped,1,334023307,365,122,45,15,0,0.0
cell_viability,publication_grouped,3,3,CV_publication_grouped_r03_f003,publication_grouped,2,334023307,366,121,45,15,0,0.0
cell_viability,publication_grouped,3,3,CV_publication_grouped_r03_f003,publication_grouped,3,334023307,365,122,44,16,0,0.0
cell_viability,publication_grouped,3,3,CV_publication_grouped_r03_f003,publication_grouped,4,334023307,365,122,46,14,0,0.0
cell_viability,publication_grouped,3,4,CV_publication_grouped_r03_f004,publication_grouped,1,3946516365,366,121,45,15,0,0.0
cell_viability,publication_grouped,3,4,CV_publication_grouped_r03_f004,publication_grouped,2,3946516365,365,122,46,14,0,0.0
cell_viability,publication_grouped,3,4,CV_publication_grouped_r03_f004,publication_grouped,3,3946516365,365,122,45,15,0,0.0
cell_viability,publication_grouped,3,4,CV_publication_grouped_r03_f004,publication_grouped,4,3946516365,365,122,44,16,0,0.0
cell_viability,publication_grouped,3,5,CV_publication_grouped_r03_f005,publication_grouped,1,856267011,365,121,46,15,0,0.0
cell_viability,publication_grouped,3,5,CV_publication_grouped_r03_f005,publication_grouped,2,856267011,365,121,46,15,0,0.0
cell_viability,publication_grouped,3,5,CV_publication_grouped_r03_f005,publication_grouped,3,856267011,364,122,45,16,0,0.0
cell_viability,publication_grouped,3,5,CV_publication_grouped_r03_f005,publication_grouped,4,856267011,364,122,46,15,0,0.0
cell_viability,publication_grouped,4,1,CV_publication_grouped_r04_f001,publication_grouped,1,2025102323,365,122,45,15,0,0.0
cell_viability,publication_grouped,4,1,CV_publication_grouped_r04_f001,publication_grouped,2,2025102323,366,121,45,15,0,0.0
cell_viability,publication_grouped,4,1,CV_publication_grouped_r04_f001,publication_grouped,3,2025102323,365,122,46,14,0,0.0
cell_viability,publication_grouped,4,1,CV_publication_grouped_r04_f001,publication_grouped,4,2025102323,365,122,44,16,0,0.0
cell_viability,publication_grouped,4,2,CV_publication_grouped_r04_f002,publication_grouped,1,3084094791,365,122,45,15,0,0.0
cell_viability,publication_grouped,4,2,CV_publication_grouped_r04_f002,publication_grouped,2,3084094791,365,122,44,16,0,0.0
cell_viability,publication_grouped,4,2,CV_publication_grouped_r04_f002,publication_grouped,3,3084094791,366,121,45,15,0,0.0
cell_viability,publication_grouped,4,2,CV_publication_grouped_r04_f002,publication_grouped,4,3084094791,365,122,46,14,0,0.0
cell_viability,publication_grouped,4,3,CV_publication_grouped_r04_f003,publication_grouped,1,4052574414,365,121,45,15,0,0.0
cell_viability,publication_grouped,4,3,CV_publication_grouped_r04_f003,publication_grouped,2,4052574414,364,122,46,14,0,0.0
cell_viability,publication_grouped,4,3,CV_publication_grouped_r04_f003,publication_grouped,3,4052574414,364,122,44,16,0,0.0
cell_viability,publication_grouped,4,3,CV_publication_grouped_r04_f003,publication_grouped,4,4052574414,365,121,45,15,0,0.0
cell_viability,publication_grouped,4,4,CV_publication_grouped_r04_f004,publication_grouped,1,2080452572,365,121,46,15,0,0.0
cell_viability,publication_grouped,4,4,CV_publication_grouped_r04_f004,publication_grouped,2,2080452572,364,122,45,16,0,0.0
cell_viability,publication_grouped,4,4,CV_publication_grouped_r04_f004,publication_grouped,3,2080452572,365,121,46,15,0,0.0
cell_viability,publication_grouped,4,4,CV_publication_grouped_r04_f004,publication_grouped,4,2080452572,364,122,46,15,0,0.0
cell_viability,publication_grouped,4,5,CV_publication_grouped_r04_f005,publication_grouped,1,1307897750,365,121,44,15,0,0.0
cell_viability,publication_grouped,4,5,CV_publication_grouped_r04_f005,publication_grouped,2,1307897750,364,122,44,15,0,0.0
cell_viability,publication_grouped,4,5,CV_publication_grouped_r04_f005,publication_grouped,3,1307897750,365,121,44,15,0,0.0
cell_viability,publication_grouped,4,5,CV_publication_grouped_r04_f005,publication_grouped,4,1307897750,364,122,45,14,0,0.0
cell_viability,publication_grouped,5,1,CV_publication_grouped_r05_f001,publication_grouped,1,1769011238,364,122,45,16,0,0.0
cell_viability,publication_grouped,5,1,CV_publication_grouped_r05_f001,publication_grouped,2,1769011238,365,121,46,15,0,0.0
cell_viability,publication_grouped,5,1,CV_publication_grouped_r05_f001,publication_grouped,3,1769011238,364,122,46,15,0,0.0
cell_viability,publication_grouped,5,1,CV_publication_grouped_r05_f001,publication_grouped,4,1769011238,365,121,46,15,0,0.0
cell_viability,publication_grouped,5,2,CV_publication_grouped_r05_f002,publication_grouped,1,612078749,365,122,44,16,0,0.0
cell_viability,publication_grouped,5,2,CV_publication_grouped_r05_f002,publication_grouped,2,612078749,365,122,45,15,0,0.0
cell_viability,publication_grouped,5,2,CV_publication_grouped_r05_f002,publication_grouped,3,612078749,365,122,46,14,0,0.0
cell_viability,publication_grouped,5,2,CV_publication_grouped_r05_f002,publication_grouped,4,612078749,366,121,45,15,0,0.0
cell_viability,publication_grouped,5,3,CV_publication_grouped_r05_f003,publication_grouped,1,3643280017,364,122,44,15,0,0.0
cell_viability,publication_grouped,5,3,CV_publication_grouped_r05_f003,publication_grouped,2,3643280017,364,122,45,14,0,0.0
cell_viability,publication_grouped,5,3,CV_publication_grouped_r05_f003,publication_grouped,3,3643280017,365,121,44,15,0,0.0
cell_viability,publication_grouped,5,3,CV_publication_grouped_r05_f003,publication_grouped,4,3643280017,365,121,44,15,0,0.0
cell_viability,publication_grouped,5,4,CV_publication_grouped_r05_f004,publication_grouped,1,186755601,365,122,45,15,0,0.0
cell_viability,publication_grouped,5,4,CV_publication_grouped_r05_f004,publication_grouped,2,186755601,365,122,44,16,0,0.0
cell_viability,publication_grouped,5,4,CV_publication_grouped_r05_f004,publication_grouped,3,186755601,365,122,46,14,0,0.0
cell_viability,publication_grouped,5,4,CV_publication_grouped_r05_f004,publication_grouped,4,186755601,366,121,45,15,0,0.0
cell_viability,publication_grouped,5,5,CV_publication_grouped_r05_f005,publication_grouped,1,3393358540,364,122,44,16,0,0.0
cell_viability,publication_grouped,5,5,CV_publication_grouped_r05_f005,publication_grouped,2,3393358540,365,121,45,15,0,0.0
cell_viability,publication_grouped,5,5,CV_publication_grouped_r05_f005,publication_grouped,3,3393358540,364,122,46,14,0,0.0
cell_viability,publication_grouped,5,5,CV_publication_grouped_r05_f005,publication_grouped,4,3393358540,365,121,45,15,0,0.0
cell_viability,random_rowwise,1,1,CV_random_rowwise_r01_f001,random_rowwise,1,419232853,364,122,75,49,49,1.0
cell_viability,random_rowwise,1,1,CV_random_rowwise_r01_f001,random_rowwise,2,419232853,364,122,73,53,51,0.9672131147540983
cell_viability,random_rowwise,1,1,CV_random_rowwise_r01_f001,random_rowwise,3,419232853,365,121,73,52,50,0.9834710743801653
cell_viability,random_rowwise,1,1,CV_random_rowwise_r01_f001,random_rowwise,4,419232853,365,121,71,52,48,0.9586776859504132
cell_viability,random_rowwise,1,2,CV_random_rowwise_r01_f002,random_rowwise,1,1768390677,364,122,70,51,47,0.9508196721311475
cell_viability,random_rowwise,1,2,CV_random_rowwise_r01_f002,random_rowwise,2,1768390677,364,122,74,54,54,1.0
cell_viability,random_rowwise,1,2,CV_random_rowwise_r01_f002,random_rowwise,3,1768390677,365,121,71,54,51,0.9752066115702479
cell_viability,random_rowwise,1,2,CV_random_rowwise_r01_f002,random_rowwise,4,1768390677,365,121,72,52,50,0.9752066115702479
cell_viability,random_rowwise,1,3,CV_random_rowwise_r01_f003,random_rowwise,1,605091274,364,122,71,53,49,0.9508196721311475
cell_viability,random_rowwise,1,3,CV_random_rowwise_r01_f003,random_rowwise,2,605091274,364,122,71,49,45,0.9508196721311475
cell_viability,random_rowwise,1,3,CV_random_rowwise_r01_f003,random_rowwise,3,605091274,365,121,73,53,51,0.9669421487603306
cell_viability,random_rowwise,1,3,CV_random_rowwise_r01_f003,random_rowwise,4,605091274,365,121,73,51,49,0.9752066115702479
cell_viability,random_rowwise,1,4,CV_random_rowwise_r01_f004,random_rowwise,1,631345404,365,122,70,48,46,0.9672131147540983
cell_viability,random_rowwise,1,4,CV_random_rowwise_r01_f004,random_rowwise,2,631345404,365,122,70,59,57,0.9754098360655737
cell_viability,random_rowwise,1,4,CV_random_rowwise_r01_f004,random_rowwise,3,631345404,365,122,71,48,47,0.9836065573770492
cell_viability,random_rowwise,1,4,CV_random_rowwise_r01_f004,random_rowwise,4,631345404,366,121,70,56,54,0.9834710743801653
cell_viability,random_rowwise,1,5,CV_random_rowwise_r01_f005,random_rowwise,1,2036760472,365,122,70,53,49,0.9508196721311475
cell_viability,random_rowwise,1,5,CV_random_rowwise_r01_f005,random_rowwise,2,2036760472,365,122,72,55,53,0.9836065573770492
cell_viability,random_rowwise,1,5,CV_random_rowwise_r01_f005,random_rowwise,3,2036760472,365,122,73,50,49,0.9918032786885246
cell_viability,random_rowwise,1,5,CV_random_rowwise_r01_f005,random_rowwise,4,2036760472,366,121,73,54,53,0.9917355371900827
