outcome_key,outcome_label,unit,meta_primary_source_id,row_count,outcome_mean,outcome_median,outcome_minimum,outcome_maximum,outcome_standard_deviation,ordered_publication_rank,ordered_rank_fraction
filament_to_nozzle_ratio,Filament/nozzle ratio,dimensionless,ref:shim cho jmicromechmicroeng 2012,4,1.9005100000000001,2.41552,0.27308,2.49792,1.0859667571953266,39,0.7222222222222222
filament_to_nozzle_ratio,Filament/nozzle ratio,dimensionless,ref:zhao 2014,4,2.0,2.0,2.0,2.0,0.0,40,0.7407407407407407
filament_to_nozzle_ratio,Filament/nozzle ratio,dimensionless,ref:ouyang 2016,11,2.0,2.0,2.0,2.0,0.0,41,0.7592592592592593
filament_to_nozzle_ratio,Filament/nozzle ratio,dimensionless,ref:li zhou addman 2021,4,2.0531953,2.1573686,1.22988,2.6681640000000004,0.6011618781249857,42,0.7777777777777778
filament_to_nozzle_ratio,Filament/nozzle ratio,dimensionless,ref:fedorovich dhe22 tissueeng 2008,5,2.057767369242779,2.0476190476190474,2.0476190476190474,2.098360655737705,0.022692337008194664,43,0.7962962962962963
filament_to_nozzle_ratio,Filament/nozzle ratio,dimensionless,ref:yin suo appmatint 2018,9,2.277760683760684,2.388269230769231,1.772076923076923,2.7423076923076923,0.3403107638146539,44,0.8148148148148148
filament_to_nozzle_ratio,Filament/nozzle ratio,dimensionless,ref:akkineni gelinsky biofab 2016,2,2.41105,2.41105,1.7794,3.0427,0.8932879966729654,45,0.8333333333333334
filament_to_nozzle_ratio,Filament/nozzle ratio,dimensionless,ref:kang jin small 2020,12,2.5405463333333334,2.42622,2.0,3.948822,0.5342930747839247,46,0.8518518518518519
filament_to_nozzle_ratio,Filament/nozzle ratio,dimensionless,ref:fisch zenobi wong biofab 2021,4,2.5946463414634144,2.5946463414634144,2.474463414634146,2.7148292682926827,0.13877529031375022,47,0.8703703703703703
filament_to_nozzle_ratio,Filament/nozzle ratio,dimensionless,ref:yao 2019,1,2.861764705882353,2.861764705882353,2.861764705882353,2.861764705882353,,48,0.8888888888888888
filament_to_nozzle_ratio,Filament/nozzle ratio,dimensionless,ref:liu zhang advhealthmat 2017,3,3.0053968253968257,3.031,2.8992857142857145,3.0859047619047617,0.09590781587483135,49,0.9074074074074074
filament_to_nozzle_ratio,Filament/nozzle ratio,dimensionless,ref:kolan leu bioprintamer 2019,6,3.064138617886179,3.029865853658537,2.477512195121951,3.808712195121951,0.49506596521728075,50,0.9259259259259259
filament_to_nozzle_ratio,Filament/nozzle ratio,dimensionless,ref:yang zhao matsciengc 2018,6,3.57050717948718,3.094946153846154,2.8734984615384613,4.743076923076924,0.9136518473876969,51,0.9444444444444444
filament_to_nozzle_ratio,Filament/nozzle ratio,dimensionless,ref:bociaga rosinska mat 2020,3,3.636333333333333,3.636333333333333,3.636333333333333,3.636333333333333,0.0,52,0.9629629629629629
filament_to_nozzle_ratio,Filament/nozzle ratio,dimensionless,ref:soltan chen acsbiomat 2019,9,4.9642169312169315,4.834952380952381,3.9712380952380952,7.4316666666666675,1.0541560162165626,53,0.9814814814814815
filament_to_nozzle_ratio,Filament/nozzle ratio,dimensionless,ref:gantumar sakai,2,7.076809523809524,7.076809523809524,6.277761904761904,7.875857142857143,1.1300239798390734,54,1.0
