dataset,target_key,feature_set,model_variant,model_display_name,task_id,original_feature,task_macro_publication_mean_absolute_shap,task_feature_count,task_rank
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r02__f03,final_nano_or_methylcellulose_concentration_pct_wv,0.6952901169482478,44,8.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r02__f03,physical_crosslinking_duration_s,0.6348119325656837,44,9.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r02__f03,syringe_temperature_degc,0.4184999409566838,44,16.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r02__f04,cell_density_cells_or_ml,0.4449976641566815,44,9.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r02__f04,conical_or_straight_nozzle,0.4605620326244113,44,8.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r02__f04,days_observed,0.9718862535667436,44,3.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r02__f04,extrusion_pressure_kpa,1.0507453402871627,44,2.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r02__f04,extrusion_rate_lengthwise_mm_or_s,1.3025367758106023,44,1.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r02__f04,extrusion_rate_volume_wise_ml_or_s,0.9213229286728724,44,4.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r02__f04,final_alginate_conc_pctw_or_v,0.6933638746703024,44,5.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r02__f04,final_nano_or_methylcellulose_concentration_pct_wv,0.1344909693027479,44,23.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r02__f04,physical_crosslinking_duration_s,0.6634689016417217,44,6.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r02__f04,syringe_temperature_degc,0.6122398136588159,44,7.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r02__f05,cell_density_cells_or_ml,0.5270075229668788,44,9.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r02__f05,conical_or_straight_nozzle,1.3384006515471083,44,2.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r02__f05,days_observed,1.056891682770414,44,4.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r02__f05,extrusion_pressure_kpa,1.5479088866824946,44,1.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r02__f05,extrusion_rate_lengthwise_mm_or_s,0.4598786416918408,44,12.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r02__f05,extrusion_rate_volume_wise_ml_or_s,0.1537842026461882,44,25.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r02__f05,final_alginate_conc_pctw_or_v,0.7817732200061012,44,5.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r02__f05,final_nano_or_methylcellulose_concentration_pct_wv,1.1621495344035189,44,3.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r02__f05,physical_crosslinking_duration_s,0.4961942359483217,44,10.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r02__f05,syringe_temperature_degc,0.4040344316035587,44,13.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f01,cell_density_cells_or_ml,1.182796982252941,44,2.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f01,conical_or_straight_nozzle,0.953840257465669,44,3.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f01,days_observed,0.8445607259054129,44,5.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f01,extrusion_pressure_kpa,1.7523625588681484,44,1.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f01,extrusion_rate_lengthwise_mm_or_s,0.6893168907072152,44,7.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f01,extrusion_rate_volume_wise_ml_or_s,0.9536976231117432,44,4.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f01,final_alginate_conc_pctw_or_v,0.7067033667290366,44,6.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f01,final_nano_or_methylcellulose_concentration_pct_wv,0.5539431812159241,44,9.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f01,physical_crosslinking_duration_s,0.5778986257724572,44,8.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f01,syringe_temperature_degc,0.429428610679904,44,13.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f02,cell_density_cells_or_ml,0.4329891765287597,44,14.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f02,conical_or_straight_nozzle,1.0300510135704095,44,2.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f02,days_observed,0.7055433474550955,44,7.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f02,extrusion_pressure_kpa,0.8943666567467647,44,4.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f02,extrusion_rate_lengthwise_mm_or_s,1.0229687786264814,44,3.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f02,extrusion_rate_volume_wise_ml_or_s,1.3271978855220792,44,1.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f02,final_alginate_conc_pctw_or_v,0.6326753623241593,44,10.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f02,final_nano_or_methylcellulose_concentration_pct_wv,0.685502247504768,44,9.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f02,physical_crosslinking_duration_s,0.7045626056988066,44,8.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f02,syringe_temperature_degc,0.8504911321775273,44,5.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f03,cell_density_cells_or_ml,0.3960658847986648,44,12.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f03,conical_or_straight_nozzle,1.070708974986553,44,2.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f03,days_observed,0.8294082265476262,44,4.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f03,extrusion_pressure_kpa,2.022498442645118,44,1.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f03,extrusion_rate_lengthwise_mm_or_s,0.3906493130536808,44,13.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f03,extrusion_rate_volume_wise_ml_or_s,0.154953266208598,44,23.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f03,final_alginate_conc_pctw_or_v,0.5053912169206095,44,5.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f03,final_nano_or_methylcellulose_concentration_pct_wv,0.9097692879684798,44,3.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f03,physical_crosslinking_duration_s,0.3875692500780917,44,14.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f03,syringe_temperature_degc,0.3804010524994839,44,15.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f04,cell_density_cells_or_ml,0.4485985287910841,44,11.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f04,conical_or_straight_nozzle,0.3153440355890778,44,14.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f04,days_observed,0.6371047811151415,44,5.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f04,extrusion_pressure_kpa,0.6823504363502928,44,4.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f04,extrusion_rate_lengthwise_mm_or_s,0.3919571435359034,44,12.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f04,extrusion_rate_volume_wise_ml_or_s,0.911305209664412,44,2.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f04,final_alginate_conc_pctw_or_v,0.6159967328901814,44,6.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f04,final_nano_or_methylcellulose_concentration_pct_wv,1.2862359928277918,44,1.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f04,physical_crosslinking_duration_s,0.9072156409682136,44,3.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f04,syringe_temperature_degc,0.5147692969450269,44,9.0
