dataset,target_key,feature_set,model_variant,model_display_name,task_id,original_feature,task_macro_publication_mean_absolute_shap,task_rank
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f05,final_nano_or_methylcellulose_concentration_pct_wv,1.01478106315005,59.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f05,physical_crosslinking_duration_s,0.3975214607151431,320.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r03__f05,syringe_temperature_degc,0.3670200243086619,338.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f01,cell_density_cells_or_ml,0.5723870260322387,212.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f01,conical_or_straight_nozzle,0.2606776757097415,452.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f01,days_observed,0.759163624293747,132.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f01,extrusion_pressure_kpa,1.0938985746403014,47.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f01,extrusion_rate_lengthwise_mm_or_s,0.395384546563628,322.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f01,extrusion_rate_volume_wise_ml_or_s,0.9137179640404105,81.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f01,final_alginate_conc_pctw_or_v,0.5910676429494053,205.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f01,final_nano_or_methylcellulose_concentration_pct_wv,0.9008039145099468,89.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f01,physical_crosslinking_duration_s,0.5451790746221431,223.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f01,syringe_temperature_degc,0.37251064891088714,336.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f02,cell_density_cells_or_ml,0.45358437205702967,279.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f02,conical_or_straight_nozzle,1.1970844524892028,34.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f02,days_observed,0.7371873918026403,139.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f02,extrusion_pressure_kpa,1.1718647593905809,38.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f02,extrusion_rate_lengthwise_mm_or_s,0.8185329616845812,112.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f02,extrusion_rate_volume_wise_ml_or_s,0.8981461825727866,91.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f02,final_alginate_conc_pctw_or_v,0.9102942837853641,84.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f02,final_nano_or_methylcellulose_concentration_pct_wv,1.3140835468698902,26.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f02,physical_crosslinking_duration_s,0.6740013630866397,172.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f02,syringe_temperature_degc,0.5422396013500971,226.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f03,cell_density_cells_or_ml,0.7608296511160167,130.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f03,conical_or_straight_nozzle,0.8525358753703287,101.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f03,days_observed,0.853621521050131,100.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f03,extrusion_pressure_kpa,1.650257800335782,13.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f03,extrusion_rate_lengthwise_mm_or_s,0.8416033381052626,105.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f03,extrusion_rate_volume_wise_ml_or_s,1.3051198953949783,28.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f03,final_alginate_conc_pctw_or_v,0.6856360870553454,167.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f03,final_nano_or_methylcellulose_concentration_pct_wv,0.4344757570365337,289.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f03,physical_crosslinking_duration_s,0.5784233048363994,210.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f03,syringe_temperature_degc,0.6730384985548636,174.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f04,cell_density_cells_or_ml,0.23188654688715354,482.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f04,conical_or_straight_nozzle,0.299765744583199,403.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f04,days_observed,0.7058174898217872,158.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f04,extrusion_pressure_kpa,1.666394728329544,11.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f04,extrusion_rate_lengthwise_mm_or_s,0.6183332734547197,196.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f04,extrusion_rate_volume_wise_ml_or_s,0.2303835191531641,487.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f04,final_alginate_conc_pctw_or_v,0.9227030633325836,78.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f04,final_nano_or_methylcellulose_concentration_pct_wv,0.9960231958691289,61.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f04,physical_crosslinking_duration_s,0.5112968118909784,246.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f04,syringe_temperature_degc,0.4773443839462647,265.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f05,cell_density_cells_or_ml,0.9113321010805244,82.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f05,conical_or_straight_nozzle,0.9901531913965609,62.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f05,days_observed,0.5585207300413052,218.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f05,extrusion_pressure_kpa,1.187204012459404,36.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f05,extrusion_rate_lengthwise_mm_or_s,0.9997400798035536,60.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f05,extrusion_rate_volume_wise_ml_or_s,0.6397532724233767,186.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f05,final_alginate_conc_pctw_or_v,0.41858538836108905,303.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f05,final_nano_or_methylcellulose_concentration_pct_wv,0.7056878195135671,159.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f05,physical_crosslinking_duration_s,0.34953297822475754,351.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r04__f05,syringe_temperature_degc,1.1558928193812008,41.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f01,cell_density_cells_or_ml,0.27119454482196836,441.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f01,conical_or_straight_nozzle,0.6493272772190419,181.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f01,days_observed,0.7060837859820378,157.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f01,extrusion_pressure_kpa,1.7933547047640348,7.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f01,extrusion_rate_lengthwise_mm_or_s,0.7207159928835286,148.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f01,extrusion_rate_volume_wise_ml_or_s,0.422632514513872,298.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f01,final_alginate_conc_pctw_or_v,0.7395923785286983,137.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f01,final_nano_or_methylcellulose_concentration_pct_wv,0.7344791559094034,141.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f01,physical_crosslinking_duration_s,0.8154298000014774,114.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f01,syringe_temperature_degc,0.2623916111510644,449.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f02,cell_density_cells_or_ml,0.31402824720173944,392.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f02,conical_or_straight_nozzle,0.49459777825356305,256.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f02,days_observed,0.6223937035946572,195.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f02,extrusion_pressure_kpa,1.2550281817813753,32.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f02,extrusion_rate_lengthwise_mm_or_s,0.3451686934165392,354.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f02,extrusion_rate_volume_wise_ml_or_s,1.3825020105089076,20.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f02,final_alginate_conc_pctw_or_v,0.711189667919246,151.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f02,final_nano_or_methylcellulose_concentration_pct_wv,3.1059464575518727,1.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f02,physical_crosslinking_duration_s,0.7232838961907243,146.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f02,syringe_temperature_degc,0.883388875600476,93.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f03,cell_density_cells_or_ml,0.8524233195198436,102.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f03,conical_or_straight_nozzle,0.8075273526242032,119.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f03,days_observed,0.7928061067500716,124.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f03,extrusion_pressure_kpa,1.1576382541348027,40.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f03,extrusion_rate_lengthwise_mm_or_s,0.6455649431640922,183.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f03,extrusion_rate_volume_wise_ml_or_s,0.7556769733574449,133.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f03,final_alginate_conc_pctw_or_v,0.680272765830614,170.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f03,final_nano_or_methylcellulose_concentration_pct_wv,0.5095072301750565,249.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f03,physical_crosslinking_duration_s,0.5839161419577834,209.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f03,syringe_temperature_degc,0.6738899932391719,173.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f04,cell_density_cells_or_ml,0.35785505148913416,343.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f04,conical_or_straight_nozzle,0.8770688461855288,94.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f04,days_observed,0.9650973459407094,67.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f04,extrusion_pressure_kpa,1.8367121910639672,6.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f04,extrusion_rate_lengthwise_mm_or_s,0.73526804878982,140.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f04,extrusion_rate_volume_wise_ml_or_s,0.7852663782600476,125.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f04,final_alginate_conc_pctw_or_v,0.7396051365879244,136.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f04,final_nano_or_methylcellulose_concentration_pct_wv,0.8744590998700137,95.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f04,physical_crosslinking_duration_s,0.47298345588039437,268.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f04,syringe_temperature_degc,0.5351711372838764,232.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f05,cell_density_cells_or_ml,0.2804131542992058,428.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f05,conical_or_straight_nozzle,0.6665977265712942,177.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f05,days_observed,0.6069014777349964,202.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f05,extrusion_pressure_kpa,0.9708401842981063,66.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f05,extrusion_rate_lengthwise_mm_or_s,0.6275199815990739,192.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f05,extrusion_rate_volume_wise_ml_or_s,0.6694545648277999,176.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f05,final_alginate_conc_pctw_or_v,0.25707378067050574,458.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f05,final_nano_or_methylcellulose_concentration_pct_wv,1.112478970882207,46.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f05,physical_crosslinking_duration_s,0.21846653913663314,506.0
cell_viability,cell_viability,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__cell_viability__prospective_design__publication_grouped__r05__f05,syringe_temperature_degc,0.35374419124141326,347.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f01,cacl2_conc_mm,9.084643155083741,279.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f01,conical_or_straight_nozzle,69.09980369316874,30.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f01,days_observed,19.062492344119832,135.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f01,di_water_used,22.454793936688702,118.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f01,extrusion_pressure_kpa,11.752776843380172,227.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f01,final_alginate_conc_pctw_or_v,6.097402376887843,381.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f01,final_gelma_conc_pctw_or_v,17.087663769380956,156.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f01,nozzle_movement_speed_mm_or_s,23.77612990021458,111.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f01,outer_nozzle_inner_diameter_um,65.24206104399086,33.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f01,physical_crosslinking_duration_s,18.02497037428011,143.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f02,cacl2_conc_mm,3.71944631956225,497.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f02,conical_or_straight_nozzle,0.9198328752360752,680.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f02,days_observed,15.109304128911397,177.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f02,di_water_used,70.15807938302761,29.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f02,extrusion_pressure_kpa,28.41350818660773,95.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f02,final_alginate_conc_pctw_or_v,5.66852350836026,401.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f02,final_gelma_conc_pctw_or_v,14.443983583993333,187.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f02,nozzle_movement_speed_mm_or_s,16.94557676004149,158.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f02,outer_nozzle_inner_diameter_um,132.3694559899782,18.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f02,physical_crosslinking_duration_s,6.798673682093916,350.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f03,cacl2_conc_mm,15.365059288216093,171.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f03,conical_or_straight_nozzle,53.16039524297014,40.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f03,days_observed,22.19603065911594,120.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f03,di_water_used,7.5468787593568765,325.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f03,extrusion_pressure_kpa,12.901184928928288,204.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f03,final_alginate_conc_pctw_or_v,15.256477095415775,172.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f03,final_gelma_conc_pctw_or_v,4.059760067293248,480.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f03,nozzle_movement_speed_mm_or_s,76.64369906845334,27.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f03,outer_nozzle_inner_diameter_um,152.83192874360304,14.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f03,physical_crosslinking_duration_s,17.39761541823921,151.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f04,cacl2_conc_mm,8.864220011318617,290.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f04,conical_or_straight_nozzle,79.86250217573793,25.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f04,days_observed,19.72194666911271,131.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f04,di_water_used,11.739621773880204,229.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f04,extrusion_pressure_kpa,15.034781830672722,178.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f04,final_alginate_conc_pctw_or_v,20.081726244788644,127.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f04,final_gelma_conc_pctw_or_v,18.839478737357734,136.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f04,nozzle_movement_speed_mm_or_s,14.844273816213017,179.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f04,outer_nozzle_inner_diameter_um,173.99432263614293,7.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f04,physical_crosslinking_duration_s,23.598673015864534,112.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f05,cacl2_conc_mm,5.515331126423403,408.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f05,conical_or_straight_nozzle,41.37975001094163,57.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f05,days_observed,38.69899891722102,62.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f05,di_water_used,40.50321369075774,59.0
filament_diameter,filament_diameter,prospective_design,tuned_rf_reference,Tuned Random Forest,step16__filament_diameter__prospective_design__publication_grouped__r01__f05,extrusion_pressure_kpa,25.419908050872472,103.0
