dataset,target_family,target_key,target_column,target_label,unit,feature_set,model_key,model_display_name,feature_set_display_name,random_macro_publication_mae_mean,random_mae_mean,random_rmse_mean,random_r2_mean,grouped_macro_publication_mae_mean,grouped_mae_mean,grouped_rmse_mean,grouped_r2_mean,lopo_macro_publication_mae_mean,lopo_mae_mean,lopo_rmse_mean,lopo_r2_mean,grouped_minus_random_macro_mae,grouped_macro_mae_understatement_percent,lopo_minus_random_macro_mae,lopo_macro_mae_understatement_percent,random_minus_grouped_r2,random_minus_lopo_r2
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,core_physics,elastic_net,Elastic Net,Core physics,0.8557939731887092,0.7202621952501265,1.1096260270234963,-0.10679177483743733,0.8144162843034997,0.7859051479062368,1.1310888009693876,-0.13766189639226942,0.7883968329544613,0.7692280236902227,1.0906461535525047,-0.053045688280462855,-0.04137768888520954,-5.080655886024716,-0.06739714023424792,-8.548631528830718,0.030870121554832083,-0.05374608655697448
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,core_physics,random_forest,Random Forest,Core physics,0.5087604365262948,0.32785236460331824,0.6086660864073543,0.6713232188654177,0.8766473006139318,0.79974498021428,1.0926979708341857,-0.05780003980640096,0.8679200311767852,0.7928732120901791,1.083904192762163,-0.04006686976410667,0.36788686408763704,41.965208109350165,0.3591595946504904,41.38164597532302,0.7291232586718186,0.7113900886295244
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,core_physics,rbf_svr,RBF-SVR,Core physics,0.47552718597664717,0.3320459396125666,0.6133166455758658,0.666591458531302,0.8456423820234488,0.8230317985735534,1.123419757796971,-0.11825716686961271,0.842784275144263,0.7996301842425831,1.0867113931084174,-0.04546117846183351,0.3701151960468016,43.767342308599986,0.36725708916761585,43.57664232697636,0.7848486254009147,0.7120526369931355
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,core_physics,ridge,Ridge regression,Core physics,0.8550904129521164,0.7052471594623423,1.0698445579075064,-0.028015988592802365,1.1355675246705135,1.0331598288961221,1.844349092815801,-2.2307764350423813,1.02809835892249,0.953587538610158,1.4371770181990182,-0.8285211908513965,0.28047711171839707,24.699289617301968,0.1730079459703735,16.82795663166863,2.202760446449579,0.8005052022585941
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,full_retrospective,elastic_net,Elastic Net,Full retrospective,0.700895907706464,0.5093312772593686,0.8239884596141952,0.3982189064210342,0.8144162843034997,0.7859051479062368,1.1310888009693876,-0.13766189639226942,0.7883968329544613,0.7692280236902227,1.0906461535525047,-0.053045688280462855,0.11352037659703562,13.938863795450732,0.08750092524799724,11.098589135637916,0.5358808028133036,0.45126459470149705
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,full_retrospective,random_forest,Random Forest,Full retrospective,0.40583310676831574,0.28822725414739225,0.5335195745213688,0.7470686272911119,0.8219993329797104,0.7788366127158743,1.0740484115502775,-0.021712462568673117,0.8167550509020203,0.8035381295969636,1.0772315297179227,-0.027300697317109934,0.41616622621139465,50.628535755961124,0.41092194413370453,50.31152775607379,0.768781089859785,0.7743693246082218
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,full_retrospective,rbf_svr,RBF-SVR,Full retrospective,0.3929522554449737,0.3026190213797185,0.5224320229429377,0.755552078412986,0.7855763247064532,0.7748096957821025,1.0675916152767413,-0.010246106007653855,0.7765256170491409,0.7665641023210941,1.0493527101811493,0.025184452567176052,0.3926240692614795,49.979111756988296,0.3835733616041672,49.39609887717246,0.7657981844206398,0.7303676258458099
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,full_retrospective,ridge,Ridge regression,Full retrospective,0.7412662511060889,0.5184419242045543,0.8999384384026315,0.28204685300712357,2.161029191486836,2.3446664122036114,7.140959145700212,-79.34038941542259,1.362426110015392,1.3298691943331393,2.4245227309435347,-4.2039365233453285,1.419762940380747,65.69846191683875,0.6211598589093031,45.592186933520054,79.62243626842971,4.485983376352452
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,prospective_design,elastic_net,Elastic Net,Prospective design,0.8397730575020258,0.581330664520372,0.9914475240234303,0.1265879952048249,0.8144162843034997,0.7859051479062368,1.1310888009693876,-0.13766189639226942,0.7883968329544613,0.7692280236902227,1.0906461535525047,-0.053045688280462855,-0.02535677319852614,-3.113490445517259,-0.05137622454756452,-6.5165437505673065,0.26424989159709433,0.17963368348528774
filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,Filament-to-nozzle ratio,dimensionless,prospective_design,random_forest,Random Forest,Prospective design,0.4591232210599438,0.3015582456727359,0.5674545501247577,0.7140120146926707,0.87374606267456,0.8127270294818436,1.100635851876084,-0.07471851423977434,0.8756704513067198,0.8041072692657643,1.0928454406948582,-0.057296901912943454,0.4146228416146162,47.45347181828146,0.41654723024677603,47.56894898362542,0.7887305289324451,0.7713089166056142
