global_task_number,task_id,dataset,target_family,target_key,target_column,feature_set,validation_design,repeat,outer_fold,outer_split_id,task_elapsed_seconds,model_key,selected_candidate_id,selected_complexity_rank,inner_mean_publication_macro_mae,inner_mean_row_mae,inner_total_convergence_warnings,preprocessing_variant,outer_training_rows,outer_test_rows,outer_training_sources,outer_test_sources,outer_source_overlap,output_feature_count,outer_row_mae,outer_publication_macro_mae,outer_fit_seconds,outer_convergence_warning_count,selected_parameters_json
630,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f030,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,30,CV_leave_one_publication_out_r01_f030,22.639216981999198,random_forest,random_forest_06,6,10.960937099514416,12.017783873450176,0,unscaled,603,5,74,1,0,103,13.911147619047691,13.911147619047691,0.7494149070007552,0,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}"
630,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f030,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,30,CV_leave_one_publication_out_r01_f030,22.639216981999198,rbf_svr,rbf_svr_02,2,11.30517843187286,12.700204856591252,0,scaled,603,5,74,1,0,103,8.644816552100263,8.644816552100263,0.0430121909994341,0,"{""C"": 1.0, ""epsilon"": 0.5, ""gamma"": 0.01}"
631,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f031,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,31,CV_leave_one_publication_out_r01_f031,24.030206611998437,ridge,ridge_01,1,14.596959728987567,14.162658006510059,0,scaled,606,2,74,1,0,103,4.718707059333418,4.718707059333418,0.002400278997811256,0,"{""alpha"": 100.0}"
631,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f031,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,31,CV_leave_one_publication_out_r01_f031,24.030206611998437,elastic_net,elastic_net_02,2,13.34704494446814,13.589341868057462,0,scaled,606,2,74,1,0,103,5.232912117826459,5.232912117826459,0.002129813001374714,0,"{""alpha"": 1.0, ""l1_ratio"": 0.5}"
631,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f031,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,31,CV_leave_one_publication_out_r01_f031,24.030206611998437,random_forest,random_forest_06,6,11.40279661969456,12.234821402687896,0,unscaled,606,2,74,1,0,103,5.572235833333323,5.572235833333323,0.7409476180000638,0,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}"
631,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f031,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,31,CV_leave_one_publication_out_r01_f031,24.030206611998437,rbf_svr,rbf_svr_02,2,11.39588350859659,12.735062995738858,0,scaled,606,2,74,1,0,103,5.444079851048798,5.444079851048798,0.02962067399857915,0,"{""C"": 1.0, ""epsilon"": 0.5, ""gamma"": 0.01}"
632,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f032,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,32,CV_leave_one_publication_out_r01_f032,23.517428388000553,ridge,ridge_01,1,14.395330096440656,14.70968292867612,0,scaled,596,12,74,1,0,103,7.190076944142381,7.190076944142381,0.0035060500013059936,0,"{""alpha"": 100.0}"
632,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f032,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,32,CV_leave_one_publication_out_r01_f032,23.517428388000553,elastic_net,elastic_net_03,3,12.93030401775936,13.263638720716296,0,scaled,596,12,74,1,0,103,6.552832838016694,6.552832838016694,0.003199616003257688,0,"{""alpha"": 1.0, ""l1_ratio"": 0.1}"
632,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f032,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,32,CV_leave_one_publication_out_r01_f032,23.517428388000553,random_forest,random_forest_06,6,11.21474570651743,12.479379096045953,0,unscaled,596,12,74,1,0,103,9.278543611111129,9.278543611111129,1.3268663000017114,0,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}"
632,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f032,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,32,CV_leave_one_publication_out_r01_f032,23.517428388000553,rbf_svr,rbf_svr_02,2,11.096925879034831,12.578966017192084,0,scaled,596,12,74,1,0,103,9.273895596189925,9.273895596189925,0.04024972200204502,0,"{""C"": 1.0, ""epsilon"": 0.5, ""gamma"": 0.01}"
633,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f033,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,33,CV_leave_one_publication_out_r01_f033,23.451454136000393,ridge,ridge_01,1,12.630193073188655,13.795703047530978,0,scaled,605,3,74,1,0,103,20.28105183716519,20.28105183716519,0.0024346110003534704,0,"{""alpha"": 100.0}"
633,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f033,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,33,CV_leave_one_publication_out_r01_f033,23.451454136000393,elastic_net,elastic_net_01,1,12.054327439580472,13.36238831969407,0,scaled,605,3,74,1,0,103,18.670167225831477,18.670167225831477,0.002073947001917986,0,"{""alpha"": 1.0, ""l1_ratio"": 0.9}"
633,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f033,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,33,CV_leave_one_publication_out_r01_f033,23.451454136000393,random_forest,random_forest_06,6,11.285931903245272,12.40470144359315,0,unscaled,605,3,74,1,0,103,13.148362962963025,13.148362962963025,0.731092895999609,0,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}"
633,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f033,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,33,CV_leave_one_publication_out_r01_f033,23.451454136000393,rbf_svr,rbf_svr_02,2,11.20538428550895,12.629797163982433,0,scaled,605,3,74,1,0,103,12.629989216167894,12.629989216167894,0.02978044100018451,0,"{""C"": 1.0, ""epsilon"": 0.5, ""gamma"": 0.01}"
634,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f034,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,34,CV_leave_one_publication_out_r01_f034,24.1958754269981,ridge,ridge_01,1,14.356250281773072,14.240352773025435,0,scaled,596,12,74,1,0,103,11.195871031868785,11.195871031868785,0.0034318129983148538,0,"{""alpha"": 100.0}"
634,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f034,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,34,CV_leave_one_publication_out_r01_f034,24.1958754269981,elastic_net,elastic_net_03,3,12.700735738253536,12.98739416634228,0,scaled,596,12,74,1,0,103,11.726125892453863,11.726125892453863,0.0032224850001512095,0,"{""alpha"": 1.0, ""l1_ratio"": 0.1}"
634,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f034,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,34,CV_leave_one_publication_out_r01_f034,24.1958754269981,random_forest,random_forest_06,6,10.929665728796527,12.074007082157067,0,unscaled,596,12,74,1,0,103,10.652741349206353,10.652741349206353,1.3880143640017195,0,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}"
634,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f034,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,34,CV_leave_one_publication_out_r01_f034,24.1958754269981,rbf_svr,rbf_svr_04,4,11.117705787715893,12.425126406385274,0,scaled,596,12,74,1,0,103,11.525618914336873,11.525618914336873,0.04372894600237487,0,"{""C"": 1.0, ""epsilon"": 0.1, ""gamma"": 0.01}"
635,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f035,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,35,CV_leave_one_publication_out_r01_f035,22.547461043999647,ridge,ridge_01,1,14.900802345902983,15.063239075203132,0,scaled,602,6,74,1,0,103,7.416847356017875,7.416847356017875,0.0024167690025933553,0,"{""alpha"": 100.0}"
635,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f035,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,35,CV_leave_one_publication_out_r01_f035,22.547461043999647,elastic_net,elastic_net_01,1,13.0731591449786,13.368809235339427,0,scaled,602,6,74,1,0,103,6.505003681956161,6.505003681956161,0.002107560998410918,0,"{""alpha"": 1.0, ""l1_ratio"": 0.9}"
635,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f035,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,35,CV_leave_one_publication_out_r01_f035,22.547461043999647,random_forest,random_forest_06,6,11.253382508194404,12.48155328824927,0,unscaled,602,6,74,1,0,103,6.032483333333329,6.032483333333329,0.7281806950013561,0,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}"
635,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f035,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,35,CV_leave_one_publication_out_r01_f035,22.547461043999647,rbf_svr,rbf_svr_02,2,11.13886732384285,12.399629901561934,0,scaled,602,6,74,1,0,103,6.876477221146939,6.876477221146939,0.02771221800139756,0,"{""C"": 1.0, ""epsilon"": 0.5, ""gamma"": 0.01}"
636,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f036,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,36,CV_leave_one_publication_out_r01_f036,24.118638332001865,ridge,ridge_01,1,13.474550462266576,13.476245265634066,0,scaled,596,12,74,1,0,103,18.05924609360947,18.05924609360947,0.0024298829994222615,0,"{""alpha"": 100.0}"
636,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f036,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,36,CV_leave_one_publication_out_r01_f036,24.118638332001865,elastic_net,elastic_net_02,2,12.772425768841781,13.091154249276679,0,scaled,596,12,74,1,0,103,14.678406492845335,14.678406492845335,0.0020782360006705858,0,"{""alpha"": 1.0, ""l1_ratio"": 0.5}"
636,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f036,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,36,CV_leave_one_publication_out_r01_f036,24.118638332001865,random_forest,random_forest_06,6,11.400091160507916,12.297634449792149,0,unscaled,596,12,74,1,0,103,14.08947985449737,14.089479854497368,0.7442643699978362,0,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}"
636,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f036,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,36,CV_leave_one_publication_out_r01_f036,24.118638332001865,rbf_svr,rbf_svr_04,4,11.170595625490543,12.37151099610125,0,scaled,596,12,74,1,0,103,12.121261305430602,12.121261305430602,0.02825929000027827,0,"{""C"": 1.0, ""epsilon"": 0.1, ""gamma"": 0.01}"
637,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f037,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,37,CV_leave_one_publication_out_r01_f037,22.86654911399819,ridge,ridge_01,1,13.40248492553679,13.41722457738388,0,scaled,606,2,74,1,0,103,6.862791415500119,6.862791415500119,0.0026375060006103013,0,"{""alpha"": 100.0}"
637,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f037,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,37,CV_leave_one_publication_out_r01_f037,22.86654911399819,elastic_net,elastic_net_03,3,12.45898337709848,12.591755506661658,0,scaled,606,2,74,1,0,103,6.950989484261534,6.950989484261534,0.0023283470000023954,0,"{""alpha"": 1.0, ""l1_ratio"": 0.1}"
637,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f037,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,37,CV_leave_one_publication_out_r01_f037,22.86654911399819,random_forest,random_forest_06,6,11.770768250713257,12.85726083301724,0,unscaled,606,2,74,1,0,103,5.600592222222296,5.600592222222296,0.7857887339996523,0,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}"
637,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f037,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,37,CV_leave_one_publication_out_r01_f037,22.86654911399819,rbf_svr,rbf_svr_02,2,11.361656759504477,12.71433059981049,0,scaled,606,2,74,1,0,103,3.174164987312629,3.174164987312629,0.027991671002382645,0,"{""C"": 1.0, ""epsilon"": 0.5, ""gamma"": 0.01}"
638,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f038,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,38,CV_leave_one_publication_out_r01_f038,24.053435806999914,ridge,ridge_01,1,13.972199391820176,13.509656624329576,0,scaled,588,20,74,1,0,103,13.038475103975031,13.038475103975031,0.0024136300016834866,0,"{""alpha"": 100.0}"
638,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f038,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,38,CV_leave_one_publication_out_r01_f038,24.053435806999914,elastic_net,elastic_net_02,2,13.10930703553223,13.28872829792051,0,scaled,588,20,74,1,0,103,15.394536880256647,15.394536880256643,0.0021710900000471156,0,"{""alpha"": 1.0, ""l1_ratio"": 0.5}"
638,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f038,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,38,CV_leave_one_publication_out_r01_f038,24.053435806999914,random_forest,random_forest_06,6,11.25091277638945,12.689328156972627,0,unscaled,588,20,74,1,0,103,6.430489345238124,6.430489345238124,0.7447229600002174,0,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}"
638,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f038,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,38,CV_leave_one_publication_out_r01_f038,24.053435806999914,rbf_svr,rbf_svr_04,4,11.508201602135351,13.011167942579064,0,scaled,588,20,74,1,0,103,3.441036403109288,3.441036403109288,0.027661754000291694,0,"{""C"": 1.0, ""epsilon"": 0.1, ""gamma"": 0.01}"
639,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f039,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,39,CV_leave_one_publication_out_r01_f039,22.95616617899941,ridge,ridge_01,1,13.824872246696104,14.487048048633566,0,scaled,593,15,74,1,0,103,15.39249697189458,15.392496971894582,0.0025120089994743466,0,"{""alpha"": 100.0}"
639,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f039,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,39,CV_leave_one_publication_out_r01_f039,22.95616617899941,elastic_net,elastic_net_02,2,12.808841393459092,13.572298075622315,0,scaled,593,15,74,1,0,103,15.628217790160573,15.628217790160571,0.002086388001771411,0,"{""alpha"": 1.0, ""l1_ratio"": 0.5}"
639,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f039,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,39,CV_leave_one_publication_out_r01_f039,22.95616617899941,random_forest,random_forest_06,6,11.03056658704897,12.154934819883282,0,unscaled,593,15,74,1,0,103,14.369521576719588,14.369521576719588,1.078080013001454,0,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}"
639,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f039,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,39,CV_leave_one_publication_out_r01_f039,22.95616617899941,rbf_svr,rbf_svr_02,2,11.389077786994878,12.819571530529432,0,scaled,593,15,74,1,0,103,14.71885619409495,14.71885619409495,0.04308386200136738,0,"{""C"": 1.0, ""epsilon"": 0.5, ""gamma"": 0.01}"
640,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f040,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,40,CV_leave_one_publication_out_r01_f040,23.858425172998977,ridge,ridge_01,1,17.173202726560337,17.688477277230824,0,scaled,590,18,74,1,0,103,11.423225188338714,11.423225188338714,0.0028986219986109063,0,"{""alpha"": 100.0}"
640,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f040,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,40,CV_leave_one_publication_out_r01_f040,23.858425172998977,elastic_net,elastic_net_03,3,14.907015838062833,15.356543137308861,0,scaled,590,18,74,1,0,103,13.143136088131245,13.143136088131248,0.0022854929993627593,0,"{""alpha"": 1.0, ""l1_ratio"": 0.1}"
640,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f040,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,40,CV_leave_one_publication_out_r01_f040,23.858425172998977,random_forest,random_forest_06,6,11.251792827503914,12.456243992369089,0,unscaled,590,18,74,1,0,103,20.104255476190367,20.104255476190367,0.7466518830005953,0,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}"
640,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f040,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,40,CV_leave_one_publication_out_r01_f040,23.858425172998977,rbf_svr,rbf_svr_04,4,11.309739654930707,12.451525716478177,0,scaled,590,18,74,1,0,103,28.166340076440214,28.16634007644021,0.02855712299788138,0,"{""C"": 1.0, ""epsilon"": 0.1, ""gamma"": 0.01}"
641,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f041,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,41,CV_leave_one_publication_out_r01_f041,24.18477440499919,ridge,ridge_01,1,13.373879943770582,13.599702422720247,0,scaled,605,3,74,1,0,103,12.995860009098687,12.995860009098687,0.00348839399885037,0,"{""alpha"": 100.0}"
641,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f041,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,41,CV_leave_one_publication_out_r01_f041,24.18477440499919,elastic_net,elastic_net_01,1,12.386918076441473,12.874408589716136,0,scaled,605,3,74,1,0,103,12.733988203308016,12.733988203308016,0.0030109330000414047,0,"{""alpha"": 1.0, ""l1_ratio"": 0.9}"
641,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f041,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,41,CV_leave_one_publication_out_r01_f041,24.18477440499919,random_forest,random_forest_06,6,11.186336652738206,12.114255255003046,0,unscaled,605,3,74,1,0,103,10.80893425925928,10.80893425925928,1.3501421460023266,0,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}"
641,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f041,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,41,CV_leave_one_publication_out_r01_f041,24.18477440499919,rbf_svr,rbf_svr_02,2,11.11580791058504,12.345062203565705,0,scaled,605,3,74,1,0,103,10.952040540305632,10.952040540305632,0.04053285499685444,0,"{""C"": 1.0, ""epsilon"": 0.5, ""gamma"": 0.01}"
642,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f042,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,42,CV_leave_one_publication_out_r01_f042,23.085970490999898,ridge,ridge_01,1,14.027570661561871,14.191603032827565,0,scaled,602,6,74,1,0,103,17.869353463178705,17.869353463178705,0.0024286930020025466,0,"{""alpha"": 100.0}"
642,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f042,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,42,CV_leave_one_publication_out_r01_f042,23.085970490999898,elastic_net,elastic_net_01,1,12.592281621302686,13.383526571322886,0,scaled,602,6,74,1,0,103,15.06025629976867,15.06025629976867,0.0021125749990460463,0,"{""alpha"": 1.0, ""l1_ratio"": 0.9}"
642,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f042,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,42,CV_leave_one_publication_out_r01_f042,23.085970490999898,random_forest,random_forest_06,6,11.322003700200227,12.319285472430654,0,unscaled,602,6,74,1,0,103,11.984365740740822,11.984365740740822,0.7555433369998354,0,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}"
642,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f042,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,42,CV_leave_one_publication_out_r01_f042,23.085970490999898,rbf_svr,rbf_svr_02,2,11.275889828884827,12.626070417182195,0,scaled,602,6,74,1,0,103,10.148917024911832,10.148917024911832,0.027273617997707333,0,"{""C"": 1.0, ""epsilon"": 0.5, ""gamma"": 0.01}"
643,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f043,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,43,CV_leave_one_publication_out_r01_f043,24.383726962001674,ridge,ridge_01,1,13.729662834242276,13.884591951377367,0,scaled,605,3,74,1,0,103,22.289834113802225,22.289834113802225,0.003491629002382979,0,"{""alpha"": 100.0}"
643,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f043,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,43,CV_leave_one_publication_out_r01_f043,24.383726962001674,elastic_net,elastic_net_02,2,12.7036803312801,12.843205678011051,0,scaled,605,3,74,1,0,103,20.857391394241706,20.857391394241706,0.0031507580024481285,0,"{""alpha"": 1.0, ""l1_ratio"": 0.5}"
643,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f043,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,43,CV_leave_one_publication_out_r01_f043,24.383726962001674,random_forest,random_forest_06,6,10.819942884022208,12.169567273508463,0,unscaled,605,3,74,1,0,103,21.44535079365068,21.44535079365068,0.8004355640005087,0,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}"
643,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f043,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,43,CV_leave_one_publication_out_r01_f043,24.383726962001674,rbf_svr,rbf_svr_04,4,11.169116556745935,12.499252404095795,0,scaled,605,3,74,1,0,103,22.06738528728914,22.06738528728914,0.02836587700221571,0,"{""C"": 1.0, ""epsilon"": 0.1, ""gamma"": 0.01}"
644,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f044,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,44,CV_leave_one_publication_out_r01_f044,22.56571439000254,ridge,ridge_01,1,13.37795417362907,13.362778644746733,0,scaled,604,4,74,1,0,103,10.274225076302702,10.274225076302702,0.0025442340011068154,0,"{""alpha"": 100.0}"
644,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f044,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,44,CV_leave_one_publication_out_r01_f044,22.56571439000254,elastic_net,elastic_net_02,2,12.72524574610143,12.831826010273774,0,scaled,604,4,74,1,0,103,11.081173107190068,11.081173107190068,0.0022360399998433422,0,"{""alpha"": 1.0, ""l1_ratio"": 0.5}"
644,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f044,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,44,CV_leave_one_publication_out_r01_f044,22.56571439000254,random_forest,random_forest_06,6,11.381284898348232,12.591309720286308,0,unscaled,604,4,74,1,0,103,5.287915238095245,5.287915238095245,0.7696786710002925,0,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}"
644,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f044,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,44,CV_leave_one_publication_out_r01_f044,22.56571439000254,rbf_svr,rbf_svr_02,2,11.563616298696807,12.823537388314877,0,scaled,604,4,74,1,0,103,6.643839911609884,6.643839911609884,0.02759579800112988,0,"{""C"": 1.0, ""epsilon"": 0.5, ""gamma"": 0.01}"
645,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f045,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,45,CV_leave_one_publication_out_r01_f045,24.017802488997404,ridge,ridge_01,1,13.878932688990606,14.402060974130444,0,scaled,605,3,74,1,0,103,17.777443851878207,17.777443851878207,0.0023993799986783415,0,"{""alpha"": 100.0}"
645,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f045,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,45,CV_leave_one_publication_out_r01_f045,24.017802488997404,elastic_net,elastic_net_02,2,12.771585965332164,13.56850236595426,0,scaled,605,3,74,1,0,103,18.0386923128078,18.0386923128078,0.002022435000981204,0,"{""alpha"": 1.0, ""l1_ratio"": 0.5}"
645,cell_viability__raw_outcome__full_retrospective__leave_one_publication_out__r01__f045,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,leave_one_publication_out,1,45,CV_leave_one_publication_out_r01_f045,24.017802488997404,random_forest,random_forest_06,6,11.442320204757056,12.615048724706956,0,unscaled,605,3,74,1,0,103,12.68136253968259,12.68136253968259,0.7375442119991931,0,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}"
