global_task_number,task_id,dataset,target_family,target_key,target_column,feature_set,validation_design,repeat,outer_fold,outer_split_id,task_elapsed_seconds,model_key,selected_candidate_id,selected_complexity_rank,inner_mean_publication_macro_mae,inner_mean_row_mae,inner_total_convergence_warnings,preprocessing_variant,outer_training_rows,outer_test_rows,outer_training_sources,outer_test_sources,outer_source_overlap,output_feature_count,outer_row_mae,outer_publication_macro_mae,outer_fit_seconds,outer_convergence_warning_count,selected_parameters_json
65,cell_viability__raw_outcome__full_retrospective__publication_grouped__r03__f005,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,3,5,CV_publication_grouped_r03_f005,22.341847548999795,elastic_net,elastic_net_03,3,15.0969335692618,15.121420731570364,0,scaled,486,122,61,14,0,102,7.757896158924636,8.03325925013229,0.0027704140011337586,0,"{""alpha"": 1.0, ""l1_ratio"": 0.1}"
65,cell_viability__raw_outcome__full_retrospective__publication_grouped__r03__f005,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,3,5,CV_publication_grouped_r03_f005,22.341847548999795,random_forest,random_forest_06,6,12.298310947158384,13.636490725778918,0,unscaled,486,122,61,14,0,102,9.500394233129509,8.096583806569368,0.8776284320010745,0,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}"
65,cell_viability__raw_outcome__full_retrospective__publication_grouped__r03__f005,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,3,5,CV_publication_grouped_r03_f005,22.341847548999795,rbf_svr,rbf_svr_04,4,12.365555153539432,14.065517936217834,0,scaled,486,122,61,14,0,102,8.4813213501125,7.986211752697784,0.023519506001321133,0,"{""C"": 1.0, ""epsilon"": 0.1, ""gamma"": 0.01}"
66,cell_viability__raw_outcome__full_retrospective__publication_grouped__r04__f001,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,4,1,CV_publication_grouped_r04_f001,21.01001842900041,ridge,ridge_01,1,256.8442558160591,324.63198663380086,0,scaled,487,121,60,15,0,103,14.62634653511991,16.081323033727735,0.0022545510000782087,0,"{""alpha"": 100.0}"
66,cell_viability__raw_outcome__full_retrospective__publication_grouped__r04__f001,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,4,1,CV_publication_grouped_r04_f001,21.01001842900041,elastic_net,elastic_net_03,3,154.68854282431727,194.5729050618258,0,scaled,487,121,60,15,0,103,13.919327249409939,13.46523965270975,0.0022026780006854096,0,"{""alpha"": 1.0, ""l1_ratio"": 0.1}"
66,cell_viability__raw_outcome__full_retrospective__publication_grouped__r04__f001,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,4,1,CV_publication_grouped_r04_f001,21.01001842900041,random_forest,random_forest_06,6,10.845182803444299,12.497344586616531,0,unscaled,487,121,60,15,0,103,13.998757578271867,12.731662642981002,0.6785307079990162,0,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}"
66,cell_viability__raw_outcome__full_retrospective__publication_grouped__r04__f001,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,4,1,CV_publication_grouped_r04_f001,21.01001842900041,rbf_svr,rbf_svr_02,2,10.47123806790163,11.93065272978867,0,scaled,487,121,60,15,0,103,16.22041191611607,13.022095284771584,0.024399051000727923,0,"{""C"": 1.0, ""epsilon"": 0.5, ""gamma"": 0.01}"
67,cell_viability__raw_outcome__full_retrospective__publication_grouped__r04__f002,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,4,2,CV_publication_grouped_r04_f002,21.68603799399898,ridge,ridge_01,1,15.957121022733666,17.929450822763428,0,scaled,487,121,60,15,0,103,13.505376780394277,13.108099091993335,0.0032915110004978487,0,"{""alpha"": 100.0}"
67,cell_viability__raw_outcome__full_retrospective__publication_grouped__r04__f002,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,4,2,CV_publication_grouped_r04_f002,21.68603799399898,elastic_net,elastic_net_03,3,13.873865953101614,14.857678859480266,0,scaled,487,121,60,15,0,103,10.549497268248325,10.090498784429535,0.003052472000490525,0,"{""alpha"": 1.0, ""l1_ratio"": 0.1}"
67,cell_viability__raw_outcome__full_retrospective__publication_grouped__r04__f002,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,4,2,CV_publication_grouped_r04_f002,21.68603799399898,random_forest,random_forest_06,6,11.574664020589227,12.871631417834271,0,unscaled,487,121,60,15,0,103,9.85948354573878,9.680301534369995,1.2281117460006499,0,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}"
67,cell_viability__raw_outcome__full_retrospective__publication_grouped__r04__f002,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,4,2,CV_publication_grouped_r04_f002,21.68603799399898,rbf_svr,rbf_svr_04,4,11.325661395337738,13.210504572461582,0,scaled,487,121,60,15,0,103,9.978686575591613,10.5294534309207,0.03721321200100647,0,"{""C"": 1.0, ""epsilon"": 0.1, ""gamma"": 0.01}"
68,cell_viability__raw_outcome__full_retrospective__publication_grouped__r04__f003,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,4,3,CV_publication_grouped_r04_f003,21.748754969999936,ridge,ridge_01,1,161.88960662594812,70.27217160943115,0,scaled,486,122,60,15,0,103,11.568423855500475,10.25063705920614,0.002626141000291682,0,"{""alpha"": 100.0}"
68,cell_viability__raw_outcome__full_retrospective__publication_grouped__r04__f003,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,4,3,CV_publication_grouped_r04_f003,21.748754969999936,elastic_net,elastic_net_02,2,80.59562759855382,38.98646940920075,0,scaled,486,122,60,15,0,103,12.120103670134991,11.680390911589646,0.0020273600002838066,0,"{""alpha"": 1.0, ""l1_ratio"": 0.5}"
68,cell_viability__raw_outcome__full_retrospective__publication_grouped__r04__f003,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,4,3,CV_publication_grouped_r04_f003,21.748754969999936,random_forest,random_forest_06,6,11.710005444144631,12.905504040642965,0,unscaled,486,122,60,15,0,103,11.234094786427914,10.004299816128684,0.7069617819997802,0,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}"
68,cell_viability__raw_outcome__full_retrospective__publication_grouped__r04__f003,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,4,3,CV_publication_grouped_r04_f003,21.748754969999936,rbf_svr,rbf_svr_04,4,11.78522487042779,13.221467041958403,0,scaled,486,122,60,15,0,103,11.213751410277643,10.148335844777964,0.028030679999574204,0,"{""C"": 1.0, ""epsilon"": 0.1, ""gamma"": 0.01}"
69,cell_viability__raw_outcome__full_retrospective__publication_grouped__r04__f004,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,4,4,CV_publication_grouped_r04_f004,21.156621833999452,ridge,ridge_01,1,14.610056427585366,14.966611140856235,0,scaled,486,122,61,14,0,102,19.059880609086207,18.114418888771954,0.0025632039996708045,0,"{""alpha"": 100.0}"
69,cell_viability__raw_outcome__full_retrospective__publication_grouped__r04__f004,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,4,4,CV_publication_grouped_r04_f004,21.156621833999452,elastic_net,elastic_net_01,1,12.901489802061617,14.216904404697175,0,scaled,486,122,61,14,0,102,16.861135881419816,15.727687004396302,0.001921513001434505,0,"{""alpha"": 1.0, ""l1_ratio"": 0.9}"
69,cell_viability__raw_outcome__full_retrospective__publication_grouped__r04__f004,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,4,4,CV_publication_grouped_r04_f004,21.156621833999452,random_forest,random_forest_06,6,11.510685344110394,12.558143596775626,0,unscaled,486,122,61,14,0,102,15.510775638498567,12.849053912441962,0.6813092760003201,0,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}"
69,cell_viability__raw_outcome__full_retrospective__publication_grouped__r04__f004,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,4,4,CV_publication_grouped_r04_f004,21.156621833999452,rbf_svr,rbf_svr_04,4,11.435213831744985,12.604157214820738,0,scaled,486,122,61,14,0,102,12.692521268420872,11.957676783875963,0.023545787000330165,0,"{""C"": 1.0, ""epsilon"": 0.1, ""gamma"": 0.01}"
70,cell_viability__raw_outcome__full_retrospective__publication_grouped__r04__f005,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,4,5,CV_publication_grouped_r04_f005,22.21006441499958,ridge,ridge_01,1,16.051166996336164,15.145775060109743,0,scaled,486,122,59,16,0,103,15.627374301643314,16.513337677735713,0.00319183899955533,0,"{""alpha"": 100.0}"
70,cell_viability__raw_outcome__full_retrospective__publication_grouped__r04__f005,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,4,5,CV_publication_grouped_r04_f005,22.21006441499958,elastic_net,elastic_net_01,1,13.113034542965359,12.8494756931154,0,scaled,486,122,59,16,0,103,15.457164766086777,15.774005909121367,0.0030697230013174703,0,"{""alpha"": 1.0, ""l1_ratio"": 0.9}"
70,cell_viability__raw_outcome__full_retrospective__publication_grouped__r04__f005,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,4,5,CV_publication_grouped_r04_f005,22.21006441499958,random_forest,random_forest_06,6,11.488497534650502,12.365913329201643,0,unscaled,486,122,59,16,0,103,13.739230201487945,13.957752703544534,0.7329100639999524,0,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}"
70,cell_viability__raw_outcome__full_retrospective__publication_grouped__r04__f005,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,4,5,CV_publication_grouped_r04_f005,22.21006441499958,rbf_svr,rbf_svr_02,2,11.330099359397067,12.337980151709534,0,scaled,486,122,59,16,0,103,14.139590995852199,12.394792557668016,0.028121892999479314,0,"{""C"": 1.0, ""epsilon"": 0.5, ""gamma"": 0.01}"
71,cell_viability__raw_outcome__full_retrospective__publication_grouped__r05__f001,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,5,1,CV_publication_grouped_r05_f001,20.83771696199983,ridge,ridge_01,1,15.029834574260805,15.797783857645902,0,scaled,486,122,61,14,0,101,15.453630868598388,12.928714535312775,0.0023125100015022326,0,"{""alpha"": 100.0}"
71,cell_viability__raw_outcome__full_retrospective__publication_grouped__r05__f001,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,5,1,CV_publication_grouped_r05_f001,20.83771696199983,elastic_net,elastic_net_03,3,13.355140646197789,14.120746927028378,0,scaled,486,122,61,14,0,101,13.42420499421234,12.243618402697633,0.0020163019999017706,0,"{""alpha"": 1.0, ""l1_ratio"": 0.1}"
71,cell_viability__raw_outcome__full_retrospective__publication_grouped__r05__f001,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,5,1,CV_publication_grouped_r05_f001,20.83771696199983,random_forest,random_forest_06,6,10.894991698204972,11.52622659745542,0,unscaled,486,122,61,14,0,101,13.442784614667364,10.266006195830192,0.6858291539992933,0,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}"
71,cell_viability__raw_outcome__full_retrospective__publication_grouped__r05__f001,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,5,1,CV_publication_grouped_r05_f001,20.83771696199983,rbf_svr,rbf_svr_02,2,11.538488738344416,12.816352875000383,0,scaled,486,122,61,14,0,101,11.867342798629366,10.555195718680576,0.02265806200011866,0,"{""C"": 1.0, ""epsilon"": 0.5, ""gamma"": 0.01}"
72,cell_viability__raw_outcome__full_retrospective__publication_grouped__r05__f002,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,5,2,CV_publication_grouped_r05_f002,21.70158650799931,ridge,ridge_01,1,13.487356020038618,14.869667861264126,0,scaled,487,121,60,15,0,103,15.037838183763673,14.0494411664128,0.003217400000721682,0,"{""alpha"": 100.0}"
72,cell_viability__raw_outcome__full_retrospective__publication_grouped__r05__f002,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,5,2,CV_publication_grouped_r05_f002,21.70158650799931,elastic_net,elastic_net_03,3,12.226772000841487,12.782123375133391,0,scaled,487,121,60,15,0,103,14.26378182635916,13.3177262906604,0.0029712089999520686,0,"{""alpha"": 1.0, ""l1_ratio"": 0.1}"
72,cell_viability__raw_outcome__full_retrospective__publication_grouped__r05__f002,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,5,2,CV_publication_grouped_r05_f002,21.70158650799931,random_forest,random_forest_04,4,10.661416386984097,11.751567377814446,0,unscaled,487,121,60,15,0,103,14.237365892332313,13.668589467240402,1.362587955998606,0,"{""max_depth"": 24, ""max_features"": 0.5, ""min_samples_leaf"": 3, ""n_estimators"": 300}"
72,cell_viability__raw_outcome__full_retrospective__publication_grouped__r05__f002,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,5,2,CV_publication_grouped_r05_f002,21.70158650799931,rbf_svr,rbf_svr_02,2,10.85752118156315,12.26873315487021,0,scaled,487,121,60,15,0,103,13.451786641810797,12.542425455139133,0.0372365670009458,0,"{""C"": 1.0, ""epsilon"": 0.5, ""gamma"": 0.01}"
73,cell_viability__raw_outcome__full_retrospective__publication_grouped__r05__f003,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,5,3,CV_publication_grouped_r05_f003,21.765372722000393,ridge,ridge_01,1,15.36025746935622,16.079030025745997,0,scaled,486,122,59,16,0,103,12.829987137874122,15.501871575166172,0.002231512000435032,0,"{""alpha"": 100.0}"
73,cell_viability__raw_outcome__full_retrospective__publication_grouped__r05__f003,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,5,3,CV_publication_grouped_r05_f003,21.765372722000393,elastic_net,elastic_net_03,3,13.312852156487601,13.338218727724591,0,scaled,486,122,59,16,0,103,13.179426327622197,14.165265494363803,0.0020840630004386185,0,"{""alpha"": 1.0, ""l1_ratio"": 0.1}"
73,cell_viability__raw_outcome__full_retrospective__publication_grouped__r05__f003,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,5,3,CV_publication_grouped_r05_f003,21.765372722000393,random_forest,random_forest_06,6,12.139062731665803,13.461249608601277,0,unscaled,486,122,59,16,0,103,11.14286036863563,10.60633237570128,0.6954059689996939,0,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}"
73,cell_viability__raw_outcome__full_retrospective__publication_grouped__r05__f003,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,5,3,CV_publication_grouped_r05_f003,21.765372722000393,rbf_svr,rbf_svr_02,2,11.818086404098123,12.98469312809334,0,scaled,486,122,59,16,0,103,11.24471391516507,9.348237188277407,0.02529475499977707,0,"{""C"": 1.0, ""epsilon"": 0.5, ""gamma"": 0.01}"
74,cell_viability__raw_outcome__full_retrospective__publication_grouped__r05__f004,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,5,4,CV_publication_grouped_r05_f004,21.16835459200047,ridge,ridge_01,1,15.575726501786923,15.565703694556646,0,scaled,487,121,60,15,0,103,12.176482916105929,12.455656490578654,0.0022644780001428444,0,"{""alpha"": 100.0}"
74,cell_viability__raw_outcome__full_retrospective__publication_grouped__r05__f004,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,5,4,CV_publication_grouped_r05_f004,21.16835459200047,elastic_net,elastic_net_02,2,13.73173804160611,14.405421395992722,0,scaled,487,121,60,15,0,103,12.496329646211471,12.820775752519086,0.002234049001344829,0,"{""alpha"": 1.0, ""l1_ratio"": 0.5}"
74,cell_viability__raw_outcome__full_retrospective__publication_grouped__r05__f004,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,5,4,CV_publication_grouped_r05_f004,21.16835459200047,random_forest,random_forest_06,6,11.640251734865481,12.883103809467357,0,unscaled,487,121,60,15,0,103,10.64563592570729,11.038228184945398,0.6971251949998987,0,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}"
74,cell_viability__raw_outcome__full_retrospective__publication_grouped__r05__f004,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,5,4,CV_publication_grouped_r05_f004,21.16835459200047,rbf_svr,rbf_svr_02,2,11.452883097627623,13.182559924309079,0,scaled,487,121,60,15,0,103,10.254522175321787,10.407119337851908,0.024493065999195096,0,"{""C"": 1.0, ""epsilon"": 0.5, ""gamma"": 0.01}"
75,cell_viability__raw_outcome__full_retrospective__publication_grouped__r05__f005,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,5,5,CV_publication_grouped_r05_f005,22.414822887998525,ridge,ridge_01,1,14.536268998558551,14.206659757834636,0,scaled,486,122,60,15,0,103,13.238469353639937,12.500123018574731,0.0023390130008920096,0,"{""alpha"": 100.0}"
75,cell_viability__raw_outcome__full_retrospective__publication_grouped__r05__f005,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,5,5,CV_publication_grouped_r05_f005,22.414822887998525,elastic_net,elastic_net_03,3,12.705701829171733,12.600273346611926,0,scaled,486,122,60,15,0,103,13.351906831646714,12.139822710935125,0.002036854999460047,0,"{""alpha"": 1.0, ""l1_ratio"": 0.1}"
75,cell_viability__raw_outcome__full_retrospective__publication_grouped__r05__f005,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,5,5,CV_publication_grouped_r05_f005,22.414822887998525,random_forest,random_forest_06,6,10.467639970573293,12.048013366623893,0,unscaled,486,122,60,15,0,103,14.415920498062182,12.567834485970813,0.705183293999653,0,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 300}"
75,cell_viability__raw_outcome__full_retrospective__publication_grouped__r05__f005,cell_viability,raw_outcome,cell_viability,cell_viability_percent,full_retrospective,publication_grouped,5,5,CV_publication_grouped_r05_f005,22.414822887998525,rbf_svr,rbf_svr_04,4,10.811790067019835,12.053742089456815,0,scaled,486,122,60,15,0,103,16.111437850913916,13.370385142412296,0.024945922999904724,0,"{""C"": 1.0, ""epsilon"": 0.1, ""gamma"": 0.01}"
76,filament_diameter__filament_to_nozzle_ratio__core_physics__publication_grouped__r01__f001,filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,core_physics,publication_grouped,1,1,FD_publication_grouped_r01_f001,16.454869047000102,ridge,ridge_01,1,1.1503146193712255,1.0678687694729823,0,scaled,229,57,43,11,0,28,0.6672631153694877,0.6771336252605434,0.0015430540006491356,0,"{""alpha"": 100.0}"
76,filament_diameter__filament_to_nozzle_ratio__core_physics__publication_grouped__r01__f001,filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,core_physics,publication_grouped,1,1,FD_publication_grouped_r01_f001,16.454869047000102,elastic_net,elastic_net_01,1,0.8737875204122845,0.8462865466684004,0,scaled,229,57,43,11,0,28,0.5745992098797759,0.5609551431717192,0.001531371999590192,0,"{""alpha"": 1.0, ""l1_ratio"": 0.9}"
76,filament_diameter__filament_to_nozzle_ratio__core_physics__publication_grouped__r01__f001,filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,core_physics,publication_grouped,1,1,FD_publication_grouped_r01_f001,16.454869047000102,random_forest,random_forest_01,1,0.9755081750810153,0.8898351404079787,0,unscaled,229,57,43,11,0,28,0.6760247904026815,0.6698833130647031,0.5651232109994453,0,"{""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 300}"
76,filament_diameter__filament_to_nozzle_ratio__core_physics__publication_grouped__r01__f001,filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,core_physics,publication_grouped,1,1,FD_publication_grouped_r01_f001,16.454869047000102,rbf_svr,rbf_svr_02,2,0.9000729717754368,0.8771107845992641,0,scaled,229,57,43,11,0,28,0.6653387932772111,0.6252309355719897,0.0032742390012572287,0,"{""C"": 1.0, ""epsilon"": 0.5, ""gamma"": 0.01}"
77,filament_diameter__filament_to_nozzle_ratio__core_physics__publication_grouped__r01__f002,filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,core_physics,publication_grouped,1,2,FD_publication_grouped_r01_f002,16.507583116001115,ridge,ridge_01,1,0.9970703928559668,0.8822195012188302,0,scaled,229,57,43,11,0,28,0.9386406914803921,1.090643860299783,0.001486126000600052,0,"{""alpha"": 100.0}"
77,filament_diameter__filament_to_nozzle_ratio__core_physics__publication_grouped__r01__f002,filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,core_physics,publication_grouped,1,2,FD_publication_grouped_r01_f002,16.507583116001115,elastic_net,elastic_net_01,1,0.8256417973343644,0.7850176454481997,0,scaled,229,57,43,11,0,28,0.6236990298596781,0.6631859867361241,0.0013899449986638501,0,"{""alpha"": 1.0, ""l1_ratio"": 0.9}"
77,filament_diameter__filament_to_nozzle_ratio__core_physics__publication_grouped__r01__f002,filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,core_physics,publication_grouped,1,2,FD_publication_grouped_r01_f002,16.507583116001115,random_forest,random_forest_01,1,0.9015345010219508,0.8089710416101439,0,unscaled,229,57,43,11,0,28,0.7805476967442538,0.892038046819713,0.5458682119988225,0,"{""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 300}"
77,filament_diameter__filament_to_nozzle_ratio__core_physics__publication_grouped__r01__f002,filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,core_physics,publication_grouped,1,2,FD_publication_grouped_r01_f002,16.507583116001115,rbf_svr,rbf_svr_04,4,0.8222294098444675,0.7172259398829832,0,scaled,229,57,43,11,0,28,0.9236250612650645,1.067888329422827,0.005019279999032733,0,"{""C"": 1.0, ""epsilon"": 0.1, ""gamma"": 0.01}"
78,filament_diameter__filament_to_nozzle_ratio__core_physics__publication_grouped__r01__f003,filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,core_physics,publication_grouped,1,3,FD_publication_grouped_r01_f003,16.484252119998928,ridge,ridge_01,1,0.9474894809794729,0.851534483740118,0,scaled,229,57,44,10,0,28,2.1944482276134467,3.054678535314599,0.001545614000860951,0,"{""alpha"": 100.0}"
78,filament_diameter__filament_to_nozzle_ratio__core_physics__publication_grouped__r01__f003,filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,core_physics,publication_grouped,1,3,FD_publication_grouped_r01_f003,16.484252119998928,elastic_net,elastic_net_01,1,0.8576480826101187,0.8359001763859533,0,scaled,229,57,44,10,0,28,0.7241707625496476,0.7547285697406764,0.0014816749990131939,0,"{""alpha"": 1.0, ""l1_ratio"": 0.9}"
78,filament_diameter__filament_to_nozzle_ratio__core_physics__publication_grouped__r01__f003,filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,core_physics,publication_grouped,1,3,FD_publication_grouped_r01_f003,16.484252119998928,random_forest,random_forest_01,1,0.8948036241401641,0.7873332416151884,0,unscaled,229,57,44,10,0,28,0.8710879996634314,0.9887674603531046,0.5534889690006821,0,"{""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 300}"
78,filament_diameter__filament_to_nozzle_ratio__core_physics__publication_grouped__r01__f003,filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,core_physics,publication_grouped,1,3,FD_publication_grouped_r01_f003,16.484252119998928,rbf_svr,rbf_svr_03,3,0.8855665469225482,0.8533534214336126,0,scaled,229,57,44,10,0,28,0.557038517673493,0.6638570446321508,0.004820919999474427,0,"{""C"": 1.0, ""epsilon"": 0.1, ""gamma"": ""scale""}"
79,filament_diameter__filament_to_nozzle_ratio__core_physics__publication_grouped__r01__f004,filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,core_physics,publication_grouped,1,4,FD_publication_grouped_r01_f004,16.536891280000418,ridge,ridge_01,1,0.8643106783423827,0.7219546313550548,0,scaled,229,57,42,12,0,28,1.161298668787207,0.9137492857429099,0.0014534559995809104,0,"{""alpha"": 100.0}"
79,filament_diameter__filament_to_nozzle_ratio__core_physics__publication_grouped__r01__f004,filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,core_physics,publication_grouped,1,4,FD_publication_grouped_r01_f004,16.536891280000418,elastic_net,elastic_net_01,1,0.7301682778600525,0.6596369397972873,0,scaled,229,57,42,12,0,28,1.1157182631138836,0.8957561595015493,0.0014524660000461154,0,"{""alpha"": 1.0, ""l1_ratio"": 0.9}"
79,filament_diameter__filament_to_nozzle_ratio__core_physics__publication_grouped__r01__f004,filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,core_physics,publication_grouped,1,4,FD_publication_grouped_r01_f004,16.536891280000418,random_forest,random_forest_01,1,0.7526826375732815,0.6486743066493031,0,unscaled,229,57,42,12,0,28,1.0870985461331641,0.8589794854282568,0.5412252859987348,0,"{""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 300}"
79,filament_diameter__filament_to_nozzle_ratio__core_physics__publication_grouped__r01__f004,filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,core_physics,publication_grouped,1,4,FD_publication_grouped_r01_f004,16.536891280000418,rbf_svr,rbf_svr_02,2,0.7485082018494655,0.7065326841263018,0,scaled,229,57,42,12,0,28,1.1259301979546221,0.8853382107805764,0.002990940000017872,0,"{""C"": 1.0, ""epsilon"": 0.5, ""gamma"": 0.01}"
80,filament_diameter__filament_to_nozzle_ratio__core_physics__publication_grouped__r01__f005,filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,core_physics,publication_grouped,1,5,FD_publication_grouped_r01_f005,16.543551849999858,ridge,ridge_01,1,0.9500711046006247,0.940592037915631,0,scaled,228,58,44,10,0,28,0.875195440141682,1.1716228853417054,0.001462547999835806,0,"{""alpha"": 100.0}"
80,filament_diameter__filament_to_nozzle_ratio__core_physics__publication_grouped__r01__f005,filament_diameter,filament_to_nozzle_ratio,filament_to_nozzle_ratio,filament_to_nozzle_ratio,core_physics,publication_grouped,1,5,FD_publication_grouped_r01_f005,16.543551849999858,elastic_net,elastic_net_01,1,0.7083489847366349,0.7381719747045099,0,scaled,228,58,44,10,0,28,0.8996144251461057,1.2197620677953593,0.0014173559993650997,0,"{""alpha"": 1.0, ""l1_ratio"": 0.9}"
