scenario_key,scenario_label,source_column,feature_mode,validation_design,analysis_source_id,repeat_count,source_rows,source_mae,source_rmse,source_bias
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1002/jbm.a.34420,5,2,2.0169125373317014,2.5466311592058286,1.6160156507808083
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1002/jbm.a.36036,5,4,29.147493128080146,35.174520171758935,9.399496762459904
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1002/mabi.201600472,5,42,7.0886097228469325,10.33468775237759,-0.6378304763882674
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1002/smll.201905505,5,18,7.450414703240166,13.746416282401011,1.2190288210838927
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1002/term.1682,5,4,7.176971855289949,8.225442380915018,-4.118462962669981
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1007/s00289-020-03421-y,5,1,13.53394546320728,13.53394546320728,-13.53394546320728
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1007/s10439-016-1704-5,5,30,9.417561342635969,10.7709588411124,1.4320645287813032
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1007/s10856-019-6258-2,5,3,3.8216647997078708,5.049388551486821,-1.790134018165324
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1007/s13205-018-1341-9,5,3,4.138918091574465,5.144690724263921,-3.7015181329663904
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1016/j.actbio.2014.06.034,5,9,27.907984882531046,34.11832993168193,1.6477700693750805
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1016/j.actbio.2014.09.023,5,4,4.385021114354268,5.330359620726897,-4.049745436558865
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1016/j.actbio.2014.09.033,5,4,9.887711333801144,10.082132015189966,-4.3635771820335245
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1016/j.actbio.2018.10.028,5,8,7.3353140741340095,9.000435970300654,-0.7466477123525388
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1016/j.actbio.2020.07.016,5,6,2.5474221973712887,3.227153236084753,-0.9071554767116904
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1016/j.addma.2020.101640,5,4,5.388587751466671,5.7127952151657375,-5.388587751466671
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1016/j.biomaterials.2015.05.031,5,6,13.219556713660804,15.666440912295936,1.3027145833923957
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1016/j.biomaterials.2016.07.038,5,9,6.205594229418995,7.324007667732789,0.7589973153261552
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1016/j.jmbbm.2017.12.018,5,3,7.9319388257481,8.629328039702514,-7.907691968333912
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1016/j.mtbio.2020.100078,5,5,5.55106594042427,6.370175442729542,-5.278024042803379
