global_task_number,task_id,scenario_key,scenario_label,source_column,feature_mode,feature_count,validation_design,repeat,outer_fold,training_rows,test_rows,training_sources,test_sources,source_overlap_count,source_seen_fraction,prediction_rows,publication_count,mae,rmse,bias,r2,macro_publication_mae
1,step17__core_physics_features__publication_grouped__r01,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,publication_grouped,1,1,486,122,60,15,0,0.0,122,15,12.813242336264704,16.286460013319193,-0.1016047925087094,-0.1543290998030444,11.23273874398446
1,step17__core_physics_features__publication_grouped__r01,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,publication_grouped,1,2,487,121,61,14,0,0.0,121,14,15.618599265552923,21.873099025104796,-0.3777119408705972,-0.0726874810442517,14.806195514824486
1,step17__core_physics_features__publication_grouped__r01,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,publication_grouped,1,3,486,122,59,16,0,0.0,122,16,11.72626047914312,14.917896169394991,0.2916560002750367,-0.2207321528529722,11.565745758761931
1,step17__core_physics_features__publication_grouped__r01,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,publication_grouped,1,4,486,122,60,15,0,0.0,122,15,12.580080821419523,16.181972672161923,-1.8233895434776608,0.0169280232101376,10.904717157902004
1,step17__core_physics_features__publication_grouped__r01,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,publication_grouped,1,5,487,121,60,15,0,0.0,121,15,13.620136680095849,16.81858641924699,4.476129045245645,0.0248596836711204,13.565739072416864
2,step17__core_physics_features__publication_grouped__r02,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,publication_grouped,2,1,487,121,60,15,0,0.0,121,15,10.197593816029414,12.53890786120016,-1.8077065138127344,0.2756697793375956,10.3508562773253
2,step17__core_physics_features__publication_grouped__r02,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,publication_grouped,2,2,486,122,61,14,0,0.0,122,14,14.834570936793131,20.540899538494116,-0.4939056762315613,-0.0718026034362939,12.390090148747246
2,step17__core_physics_features__publication_grouped__r02,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,publication_grouped,2,3,486,122,60,15,0,0.0,122,15,14.576320015258949,18.37309468195268,1.3174461208994637,-0.077430613525594,12.875724583480023
2,step17__core_physics_features__publication_grouped__r02,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,publication_grouped,2,4,486,122,59,16,0,0.0,122,16,12.209974197136011,16.501581976533505,0.204520972825472,-0.0708414715904128,13.901741713009743
2,step17__core_physics_features__publication_grouped__r02,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,publication_grouped,2,5,487,121,60,15,0,0.0,121,15,13.48284612476515,17.782951196354993,8.476187160088072,-0.3419166470622603,11.536607156190543
3,step17__core_physics_features__publication_grouped__r03,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,publication_grouped,3,1,487,121,60,15,0,0.0,121,15,14.217803960813823,17.48169092190579,5.704692928809638,-0.0539464888858196,11.170588494146225
3,step17__core_physics_features__publication_grouped__r03,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,publication_grouped,3,2,486,122,59,16,0,0.0,122,16,14.986848704965483,18.52705073494948,-0.5584594277791527,-0.1582037052324072,15.697602166585495
3,step17__core_physics_features__publication_grouped__r03,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,publication_grouped,3,3,487,121,61,14,0,0.0,121,14,14.182115295517104,19.96984733918706,-3.212591340398378,-0.1883219677876795,11.29817121823404
3,step17__core_physics_features__publication_grouped__r03,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,publication_grouped,3,4,486,122,60,15,0,0.0,122,15,10.586357577565185,13.944287917134744,1.896986020493598,-0.0088905078950192,11.446833665514804
3,step17__core_physics_features__publication_grouped__r03,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,publication_grouped,3,5,486,122,60,15,0,0.0,122,15,14.118803399514254,18.32773406222898,2.039243038492726,-0.2411942151766968,13.306773532314065
4,step17__core_physics_features__publication_grouped__r04,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,publication_grouped,4,1,487,121,60,15,0,0.0,121,15,14.15545495245228,18.120483446237177,5.87785703005845,-0.2365129203673892,12.940340392354653
4,step17__core_physics_features__publication_grouped__r04,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,publication_grouped,4,2,486,122,61,14,0,0.0,122,14,13.85630047071646,19.81393144702717,-2.322745340246627,-0.064591603333084,11.838982280353404
4,step17__core_physics_features__publication_grouped__r04,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,publication_grouped,4,3,486,122,60,15,0,0.0,122,15,13.083851002372208,15.743916044856284,-1.1077952094142345,0.1021634036581938,12.326816985638438
4,step17__core_physics_features__publication_grouped__r04,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,publication_grouped,4,4,487,121,60,15,0,0.0,121,15,11.22062773830722,15.596938829176816,2.957316462677924,0.0345357522324706,10.86917706463499
4,step17__core_physics_features__publication_grouped__r04,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,publication_grouped,4,5,486,122,59,16,0,0.0,122,16,10.732145561125565,14.216796245803538,0.1186108186325516,0.1539413579917012,10.789105906145068
5,step17__core_physics_features__publication_grouped__r05,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,publication_grouped,5,1,487,121,60,15,0,0.0,121,15,9.061649012380323,11.410839872300054,-0.6349791982955972,0.3570023814176775,8.386260586665548
5,step17__core_physics_features__publication_grouped__r05,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,publication_grouped,5,2,487,121,60,15,0,0.0,121,15,14.38368893911529,21.174999421430552,6.0960437399857295,-0.3387399266813093,11.890888000057853
5,step17__core_physics_features__publication_grouped__r05,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,publication_grouped,5,3,486,122,60,15,0,0.0,122,15,13.84191648435136,17.38843031795114,-0.4287919947830515,-0.0295397198539042,13.182044835749725
5,step17__core_physics_features__publication_grouped__r05,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,publication_grouped,5,4,486,122,59,16,0,0.0,122,16,15.449328973223716,19.065249479851072,5.144609531911554,-0.2511294951585896,15.645983520363092
5,step17__core_physics_features__publication_grouped__r05,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,publication_grouped,5,5,486,122,61,14,0,0.0,122,14,13.46754433989964,17.422764074975497,-3.1064539345317272,-0.1323756753115137,13.532136075165782
6,step17__core_physics_features__random_rowwise__r01,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,random_rowwise,1,1,486,122,74,52,51,0.9918032786885246,122,52,7.3168273999266065,10.478850263753989,0.1673592797567715,0.5185606004270312,7.608180559258547
6,step17__core_physics_features__random_rowwise__r01,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,random_rowwise,1,2,486,122,75,49,49,1.0,122,49,8.335545734760537,12.090043138342404,0.9345091250872076,0.5625231958505653,8.110180395858686
6,step17__core_physics_features__random_rowwise__r01,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,random_rowwise,1,3,486,122,74,57,56,0.9918032786885246,122,57,8.459071366669766,12.75757857211847,-0.0458784249648275,0.4215825417804525,8.54391071621925
6,step17__core_physics_features__random_rowwise__r01,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,random_rowwise,1,4,487,121,74,52,51,0.9917355371900828,121,52,8.366108946779612,12.705143069434737,-3.442372446777968,0.214750298225708,9.495693271449769
6,step17__core_physics_features__random_rowwise__r01,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,random_rowwise,1,5,487,121,75,54,54,1.0,121,54,8.32587738007857,13.141503831464664,1.1976791309979455,0.5467485915425401,7.538900538826796
7,step17__core_physics_features__random_rowwise__r02,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,random_rowwise,2,1,486,122,75,56,56,1.0,122,56,9.19347881283576,15.429831402227752,1.9341572202763784,0.3763057036767058,8.648859646706535
7,step17__core_physics_features__random_rowwise__r02,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,random_rowwise,2,2,486,122,75,50,50,1.0,122,50,8.351901139632934,12.541388040215098,-1.659339672827301,0.3080080562846614,7.431812398691584
7,step17__core_physics_features__random_rowwise__r02,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,random_rowwise,2,3,486,122,75,48,48,1.0,122,48,8.416002370901099,12.71618908408744,-0.1262142935858895,0.4803502683777257,8.376192050302079
7,step17__core_physics_features__random_rowwise__r02,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,random_rowwise,2,4,487,121,73,58,56,0.9834710743801652,121,58,7.890787461398335,10.944194634236814,0.4513737630586524,0.567400403787883,8.143805067628529
7,step17__core_physics_features__random_rowwise__r02,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,random_rowwise,2,5,487,121,74,54,53,0.9917355371900828,121,54,7.367479185290633,10.442977298624886,-2.3178943087628645,0.5528041172334228,7.818091667748867
8,step17__core_physics_features__random_rowwise__r03,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,random_rowwise,3,1,486,122,73,51,49,0.9754098360655736,122,51,7.517141396907943,9.729765009694049,-2.077479408161421,0.613028870864843,7.540311950279258
8,step17__core_physics_features__random_rowwise__r03,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,random_rowwise,3,2,486,122,75,52,52,1.0,122,52,8.51620941329096,13.830773835267376,1.2852940102515522,0.3618004295115259,8.333828625070854
8,step17__core_physics_features__random_rowwise__r03,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,random_rowwise,3,3,486,122,74,52,51,0.9918032786885246,122,52,7.898692812840574,11.537933060168037,0.5744703856017737,0.5484103465431778,8.639031469824051
8,step17__core_physics_features__random_rowwise__r03,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,random_rowwise,3,4,487,121,75,51,51,1.0,121,51,9.24130046833567,14.463906051178595,0.1836796757737192,0.4069226874942658,8.05311891071436
8,step17__core_physics_features__random_rowwise__r03,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,random_rowwise,3,5,487,121,74,58,57,0.9917355371900828,121,58,8.50229895210979,12.625141679701946,-0.3728000737641698,0.3572760213152128,8.40450493310029
9,step17__core_physics_features__random_rowwise__r04,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,random_rowwise,4,1,486,122,74,52,51,0.9918032786885246,122,52,8.18168517741588,13.042806603915738,0.702978701554662,0.3784821839631676,7.559875465409196
9,step17__core_physics_features__random_rowwise__r04,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,random_rowwise,4,2,486,122,75,54,54,1.0,122,54,8.409908966652939,11.770155100745276,-0.0522372648104995,0.527489421497136,8.902006739063008
9,step17__core_physics_features__random_rowwise__r04,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,random_rowwise,4,3,486,122,73,56,54,0.9836065573770492,122,56,7.726670058677436,10.352384531054598,-0.9688442063512888,0.5768565717900569,7.586262267611844
9,step17__core_physics_features__random_rowwise__r04,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,random_rowwise,4,4,487,121,75,54,54,1.0,121,54,7.769681060909237,11.438404604645315,-1.541343246183582,0.4815034177249774,8.368090224093576
9,step17__core_physics_features__random_rowwise__r04,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,random_rowwise,4,5,487,121,74,47,46,0.9834710743801652,121,47,9.003467503851418,14.087559307709698,0.908394871440426,0.4584280192516026,9.0388019065882
10,step17__core_physics_features__random_rowwise__r05,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,random_rowwise,5,1,486,122,74,54,53,0.9918032786885246,122,54,7.27970191882797,10.51714056438144,-0.9929264562515208,0.5313853901569284,7.797835101768649
10,step17__core_physics_features__random_rowwise__r05,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,random_rowwise,5,2,486,122,75,48,48,1.0,122,48,8.717926612113029,13.258786874345452,1.2840137778469538,0.5006124202378661,7.74315908260855
10,step17__core_physics_features__random_rowwise__r05,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,random_rowwise,5,3,486,122,74,48,47,0.9918032786885246,122,48,7.808685332045964,11.786519695925872,-0.5374301950408218,0.4379031761400571,7.338355877876441
10,step17__core_physics_features__random_rowwise__r05,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,random_rowwise,5,4,487,121,75,53,53,1.0,121,53,8.939292034717324,13.17219440132142,0.4722252798514896,0.4944117908230941,9.906912464179175
10,step17__core_physics_features__random_rowwise__r05,core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,15,random_rowwise,5,5,487,121,74,52,51,0.9917355371900828,121,52,8.86476883820167,12.760838100452975,-1.9147456522040232,0.3643131998097038,8.818232253001469
11,step17__day_0_only__publication_grouped__r01,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,publication_grouped,1,1,120,30,28,6,0,0.0,30,6,22.47518483176082,33.63141801893712,17.526149993623626,-0.3192474968793692,14.882874623397994
11,step17__day_0_only__publication_grouped__r01,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,publication_grouped,1,2,120,30,27,7,0,0.0,30,7,11.476304621727005,13.788116133878605,-6.376451349715068,-0.2592940240757269,9.755596231473964
11,step17__day_0_only__publication_grouped__r01,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,publication_grouped,1,3,120,30,27,7,0,0.0,30,7,9.4993772755917,11.885779758221314,3.197464843085933,0.472605307407725,9.233953770445842
11,step17__day_0_only__publication_grouped__r01,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,publication_grouped,1,4,120,30,27,7,0,0.0,30,7,13.291729023817132,18.826539808580712,-1.7704704036040448,0.059332018844833,12.236311081455812
11,step17__day_0_only__publication_grouped__r01,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,publication_grouped,1,5,120,30,27,7,0,0.0,30,7,13.256275732955322,16.26407687304738,-1.686447934395467,0.238160054140648,15.44602907061354
12,step17__day_0_only__publication_grouped__r02,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,publication_grouped,2,1,120,30,26,8,0,0.0,30,8,13.24189390968908,15.033312365906845,6.305651843298668,0.2831330435864708,11.926843959100328
12,step17__day_0_only__publication_grouped__r02,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,publication_grouped,2,2,120,30,28,6,0,0.0,30,6,11.945807846681106,15.902876853589731,-6.150698115400047,0.1129282241595208,12.949495552315485
12,step17__day_0_only__publication_grouped__r02,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,publication_grouped,2,3,120,30,28,6,0,0.0,30,6,12.014295605231531,14.785987104861256,-5.865739634462296,-0.05324010687903,12.093263567668522
12,step17__day_0_only__publication_grouped__r02,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,publication_grouped,2,4,120,30,27,7,0,0.0,30,7,13.579255772758104,19.09164665161669,1.3736193262061187,-0.0012767917956344,13.20223647258518
12,step17__day_0_only__publication_grouped__r02,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,publication_grouped,2,5,120,30,27,7,0,0.0,30,7,23.415248050304616,34.59977778092673,21.074109277256674,-0.4747196835414056,14.5612619130199
13,step17__day_0_only__publication_grouped__r03,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,publication_grouped,3,1,120,30,28,6,0,0.0,30,6,24.26092437435712,34.65669839809758,19.70311647352956,-0.518764312601236,17.381902726530523
13,step17__day_0_only__publication_grouped__r03,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,publication_grouped,3,2,120,30,28,6,0,0.0,30,6,13.632078373940896,17.1769934948696,-0.6160208357938523,0.1484612011337316,14.224343371546176
13,step17__day_0_only__publication_grouped__r03,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,publication_grouped,3,3,120,30,27,7,0,0.0,30,7,12.616841039093606,14.580028298886376,-7.48719392257432,-0.4848005455901434,13.1438160280489
13,step17__day_0_only__publication_grouped__r03,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,publication_grouped,3,4,120,30,26,8,0,0.0,30,8,10.409804432941815,11.366061268618145,0.3948722212660466,0.551190928275152,10.462528663112137
13,step17__day_0_only__publication_grouped__r03,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,publication_grouped,3,5,120,30,27,7,0,0.0,30,7,12.934307703854952,18.66058934923381,0.2416749870103965,-0.01234880540365,10.95556875538252
14,step17__day_0_only__publication_grouped__r04,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,publication_grouped,4,1,120,30,28,6,0,0.0,30,6,20.85918261323551,32.59662684166941,17.055545564975112,-0.3134865515538845,12.339838561235938
14,step17__day_0_only__publication_grouped__r04,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,publication_grouped,4,2,120,30,26,8,0,0.0,30,8,10.920204891369352,14.229643110405968,0.7645831839325278,0.1235629849264531,10.9902924331071
14,step17__day_0_only__publication_grouped__r04,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,publication_grouped,4,3,120,30,28,6,0,0.0,30,6,12.26982188712524,15.385112972994706,-1.9570282594936168,0.3328900334780448,14.347819722889012
14,step17__day_0_only__publication_grouped__r04,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,publication_grouped,4,4,120,30,28,6,0,0.0,30,6,10.134122225145225,12.828199033906868,-2.38348884653,0.4702482218523965,6.997316723052659
14,step17__day_0_only__publication_grouped__r04,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,publication_grouped,4,5,120,30,26,8,0,0.0,30,8,14.987080190032158,19.58180903527279,-3.500660226014672,0.0175178108072403,14.981186557535423
15,step17__day_0_only__publication_grouped__r05,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,publication_grouped,5,1,120,30,27,7,0,0.0,30,7,11.214785958519997,14.674599465756929,0.3024589410031978,0.4802946348618023,13.252807912470448
15,step17__day_0_only__publication_grouped__r05,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,publication_grouped,5,2,120,30,27,7,0,0.0,30,7,13.495933122301537,18.804619480850416,-0.4198579638416191,0.031855424183581,12.557256802604542
15,step17__day_0_only__publication_grouped__r05,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,publication_grouped,5,3,120,30,27,7,0,0.0,30,7,11.935774025816782,15.9528881433147,-5.362293802965586,0.1209545360553255,12.197544322606408
15,step17__day_0_only__publication_grouped__r05,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,publication_grouped,5,4,120,30,27,7,0,0.0,30,7,9.82985189119764,12.818857997774728,-1.492380514449866,0.439756467818819,7.822158711242404
15,step17__day_0_only__publication_grouped__r05,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,publication_grouped,5,5,120,30,28,6,0,0.0,30,6,20.735267318021464,31.85726988269457,16.691458965793398,-0.325325906170667,13.767775758457816
16,step17__day_0_only__random_rowwise__r01,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,random_rowwise,1,1,120,30,33,18,17,0.9666666666666668,30,18,12.032715886525084,16.186378049253474,-3.828728721197151,0.4555007840140794,10.795049080165663
16,step17__day_0_only__random_rowwise__r01,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,random_rowwise,1,2,120,30,33,19,18,0.9666666666666668,30,19,11.326090223662458,15.753274533093874,-0.2974566642692979,0.346746113235614,11.654050433649733
16,step17__day_0_only__random_rowwise__r01,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,random_rowwise,1,3,120,30,30,20,16,0.8666666666666667,30,20,9.035080594755284,12.427173309877269,2.8902417111969485,0.4814879301596684,8.650374940457286
16,step17__day_0_only__random_rowwise__r01,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,random_rowwise,1,4,120,30,33,18,17,0.9666666666666668,30,18,12.359264332240294,19.17734366278897,1.2305441464230062,0.448023815551744,10.96618593200952
16,step17__day_0_only__random_rowwise__r01,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,random_rowwise,1,5,120,30,33,18,17,0.9666666666666668,30,18,9.76223486044148,13.82682464577822,-1.7507456088277986,0.5291415094730836,9.509900129808154
17,step17__day_0_only__random_rowwise__r02,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,random_rowwise,2,1,120,30,33,19,18,0.9666666666666668,30,19,11.89866270205285,15.669300945432711,-1.948549302572497,0.0737732989307778,12.95739395932174
17,step17__day_0_only__random_rowwise__r02,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,random_rowwise,2,2,120,30,32,18,16,0.9,30,18,11.49251011100763,17.518420452536844,-0.7140890978789576,0.3933679751709581,10.80576311124856
17,step17__day_0_only__random_rowwise__r02,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,random_rowwise,2,3,120,30,34,17,17,1.0,30,17,13.346438711570556,20.727470468935422,2.265309703251748,0.330883190180071,10.324586303896092
17,step17__day_0_only__random_rowwise__r02,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,random_rowwise,2,4,120,30,32,18,16,0.9333333333333332,30,18,9.283431293075669,13.11186411170442,-5.899013302738839,0.3174016629055464,10.124414737834536
17,step17__day_0_only__random_rowwise__r02,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,random_rowwise,2,5,120,30,30,22,18,0.8666666666666667,30,22,11.32412987555817,16.523631853772294,4.32978873175912,0.5005732246776398,10.050120594299155
18,step17__day_0_only__random_rowwise__r03,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,random_rowwise,3,1,120,30,33,18,17,0.9666666666666668,30,18,12.004062712812413,17.183110619060507,-5.839352191402808,0.2763115552386124,11.565343858133486
18,step17__day_0_only__random_rowwise__r03,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,random_rowwise,3,2,120,30,33,15,14,0.9666666666666668,30,15,14.218965367342523,23.33813164237358,5.290282725379568,0.0116067032913368,13.708198704811648
18,step17__day_0_only__random_rowwise__r03,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,random_rowwise,3,3,120,30,33,18,17,0.9333333333333332,30,18,11.973041963117137,17.59007454650998,4.258488265518425,0.4422064658295414,11.080031156157805
18,step17__day_0_only__random_rowwise__r03,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,random_rowwise,3,4,120,30,33,18,17,0.9666666666666668,30,18,10.367749677399916,14.038281124282705,-1.3030256801320932,0.3006068790145684,10.786850033860947
18,step17__day_0_only__random_rowwise__r03,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,random_rowwise,3,5,120,30,29,19,14,0.8333333333333334,30,19,11.505419080352649,14.231480997953238,-6.108796898193487,0.3955052263205646,10.869594392141394
19,step17__day_0_only__random_rowwise__r04,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,random_rowwise,4,1,120,30,33,20,19,0.9666666666666668,30,20,7.341342928559828,9.779120184785018,-1.3857076179943804,0.6045262409225676,7.971700342115909
19,step17__day_0_only__random_rowwise__r04,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,random_rowwise,4,2,120,30,32,18,16,0.9333333333333332,30,18,9.222698173096322,14.733855819797904,-1.1029387767290706,0.39338371314386,8.655138416500408
19,step17__day_0_only__random_rowwise__r04,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,random_rowwise,4,3,120,30,34,18,18,1.0,30,18,14.656783494706266,19.95641983093141,2.528034495265263,0.2203144806099375,13.511712052736549
19,step17__day_0_only__random_rowwise__r04,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,random_rowwise,4,4,120,30,33,18,17,0.9666666666666668,30,18,10.567125041308342,14.493830654331065,0.3741628255952567,0.546708909016208,9.82810865172583
19,step17__day_0_only__random_rowwise__r04,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,random_rowwise,4,5,120,30,30,19,15,0.8666666666666667,30,19,15.221875040622594,20.68369626350749,-3.329783734942793,0.3242913115648435,13.557995837665713
20,step17__day_0_only__random_rowwise__r05,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,random_rowwise,5,1,120,30,32,21,19,0.9,30,21,12.267364215657796,18.149372304491425,2.9853980186757547,0.3907424284080154,12.037214269437191
20,step17__day_0_only__random_rowwise__r05,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,random_rowwise,5,2,120,30,32,18,16,0.9333333333333332,30,18,12.583069393538556,19.26734589862528,8.290888674572352,0.3474551727300276,11.628447714723547
20,step17__day_0_only__random_rowwise__r05,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,random_rowwise,5,3,120,30,32,19,17,0.9333333333333332,30,19,9.995755843872535,14.228205510003322,-3.430777651246174,0.4146223418053903,8.50963609173381
20,step17__day_0_only__random_rowwise__r05,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,random_rowwise,5,4,120,30,33,19,18,0.9666666666666668,30,19,11.513391790283787,16.34441985216447,-1.766893718799722,0.4195109830786915,11.16496792872088
20,step17__day_0_only__random_rowwise__r05,day_0_only,Day 0 observations only,meta_primary_source_id,prospective_design,44,random_rowwise,5,5,120,30,32,19,17,0.9333333333333332,30,19,12.441233888771196,17.351906930763448,-10.656903582626718,-0.432571698702402,11.500037139415804
21,step17__day_0_to_1__publication_grouped__r01,day_0_to_1,Days 0 to 1 observations,meta_primary_source_id,prospective_design,44,publication_grouped,1,1,269,67,55,14,0,0.0,67,14,17.669154725974444,26.45809589126404,6.35488565200769,-0.1616305307881769,15.01201210333106
21,step17__day_0_to_1__publication_grouped__r01,day_0_to_1,Days 0 to 1 observations,meta_primary_source_id,prospective_design,44,publication_grouped,1,2,269,67,55,14,0,0.0,67,14,17.579921735307636,21.40556629927637,12.285417401388706,-0.3714284911647447,14.359212164933007
21,step17__day_0_to_1__publication_grouped__r01,day_0_to_1,Days 0 to 1 observations,meta_primary_source_id,prospective_design,44,publication_grouped,1,3,268,68,55,14,0,0.0,68,14,11.560893161434144,13.786886449413338,3.013526780406392,0.1728587787709312,9.87831939627198
21,step17__day_0_to_1__publication_grouped__r01,day_0_to_1,Days 0 to 1 observations,meta_primary_source_id,prospective_design,44,publication_grouped,1,4,269,67,56,13,0,0.0,67,13,14.83069655653634,16.77121864712252,-8.480589466594793,-0.4410391010439438,14.344057014072716
21,step17__day_0_to_1__publication_grouped__r01,day_0_to_1,Days 0 to 1 observations,meta_primary_source_id,prospective_design,44,publication_grouped,1,5,269,67,55,14,0,0.0,67,14,9.909702417276833,12.552603425028355,0.6747147620308561,0.1895316940297321,11.489515080810794
22,step17__day_0_to_1__publication_grouped__r02,day_0_to_1,Days 0 to 1 observations,meta_primary_source_id,prospective_design,44,publication_grouped,2,1,268,68,54,15,0,0.0,68,15,18.109348307316143,25.87651268666817,8.778643329970832,-0.3076708731667272,12.998235280438882
22,step17__day_0_to_1__publication_grouped__r02,day_0_to_1,Days 0 to 1 observations,meta_primary_source_id,prospective_design,44,publication_grouped,2,2,269,67,56,13,0,0.0,67,13,14.262766213345788,17.15500701007566,-0.2799821465719984,0.1779306177437994,16.897707999478094
22,step17__day_0_to_1__publication_grouped__r02,day_0_to_1,Days 0 to 1 observations,meta_primary_source_id,prospective_design,44,publication_grouped,2,3,269,67,55,14,0,0.0,67,14,13.07466437016068,14.990516017485534,-6.144514150109882,-0.1242697110021877,11.982172819357103
