global_task_number,task_id,scenario_key,scenario_label,source_column,feature_mode,feature_count,validation_design,repeat,outer_fold,training_rows,test_rows,training_sources,test_sources,source_overlap_count,source_seen_fraction,prediction_rows,publication_count,mae,rmse,bias,r2,macro_publication_mae
37,step17__full_retrospective_features__random_rowwise__r02,full_retrospective_features,Full-retrospective feature timing,meta_primary_source_id,full_retrospective,46,random_rowwise,2,5,487,121,74,57,56,0.9917355371900828,121,57,7.0800879384324045,11.040408565456524,-0.3367271874022288,0.405480527148603,7.506978062911653
38,step17__full_retrospective_features__random_rowwise__r03,full_retrospective_features,Full-retrospective feature timing,meta_primary_source_id,full_retrospective,46,random_rowwise,3,1,486,122,75,54,54,1.0,122,54,7.990933109278344,12.205392672264116,1.4521115577416142,0.4744311671976677,7.942436747342028
38,step17__full_retrospective_features__random_rowwise__r03,full_retrospective_features,Full-retrospective feature timing,meta_primary_source_id,full_retrospective,46,random_rowwise,3,2,486,122,74,51,50,0.9836065573770492,122,51,7.964563286121461,12.154707054381628,0.6034979748276179,0.4912877814064551,7.499801677572635
38,step17__full_retrospective_features__random_rowwise__r03,full_retrospective_features,Full-retrospective feature timing,meta_primary_source_id,full_retrospective,46,random_rowwise,3,3,486,122,73,54,52,0.9754098360655736,122,54,8.209657719305675,12.056383956380104,-0.9077271127808934,0.5559332401301033,7.637176868623688
38,step17__full_retrospective_features__random_rowwise__r03,full_retrospective_features,Full-retrospective feature timing,meta_primary_source_id,full_retrospective,46,random_rowwise,3,4,487,121,74,53,52,0.9834710743801652,121,53,7.473652579280316,10.87810414982828,-1.744454361568733,0.4164256502267563,6.675678174203193
38,step17__full_retrospective_features__random_rowwise__r03,full_retrospective_features,Full-retrospective feature timing,meta_primary_source_id,full_retrospective,46,random_rowwise,3,5,487,121,73,52,50,0.9834710743801652,121,52,7.639496034767679,11.303586998027807,-0.707965308526866,0.611788865235779,8.265732520510957
39,step17__full_retrospective_features__random_rowwise__r04,full_retrospective_features,Full-retrospective feature timing,meta_primary_source_id,full_retrospective,46,random_rowwise,4,1,486,122,75,52,52,1.0,122,52,9.001260518953714,13.495635884406486,0.8684418406826077,0.4529331562418898,9.35017316813164
39,step17__full_retrospective_features__random_rowwise__r04,full_retrospective_features,Full-retrospective feature timing,meta_primary_source_id,full_retrospective,46,random_rowwise,4,2,486,122,74,50,49,0.9918032786885246,122,50,7.984540309880275,12.2125447514174,-1.794902948563766,0.4438985915370006,6.8822460252805095
39,step17__full_retrospective_features__random_rowwise__r04,full_retrospective_features,Full-retrospective feature timing,meta_primary_source_id,full_retrospective,46,random_rowwise,4,3,486,122,74,54,53,0.9836065573770492,122,54,7.812866691718081,11.844644995616012,-0.4059216524775162,0.4921604785076893,8.094502949341367
39,step17__full_retrospective_features__random_rowwise__r04,full_retrospective_features,Full-retrospective feature timing,meta_primary_source_id,full_retrospective,46,random_rowwise,4,4,487,121,75,54,54,1.0,121,54,7.541184892273,10.132045563792913,-1.0099238468240423,0.5904236048695441,7.66250427965523
39,step17__full_retrospective_features__random_rowwise__r04,full_retrospective_features,Full-retrospective feature timing,meta_primary_source_id,full_retrospective,46,random_rowwise,4,5,487,121,72,53,50,0.9586776859504132,121,53,8.385134982984006,12.767579294884747,0.0952376782814615,0.4676465202790369,7.76219891242364
40,step17__full_retrospective_features__random_rowwise__r05,full_retrospective_features,Full-retrospective feature timing,meta_primary_source_id,full_retrospective,46,random_rowwise,5,1,486,122,75,54,54,1.0,122,54,8.084802980102857,11.51063876925513,-0.9372634856319286,0.4809749230006541,8.741752825292199
40,step17__full_retrospective_features__random_rowwise__r05,full_retrospective_features,Full-retrospective feature timing,meta_primary_source_id,full_retrospective,46,random_rowwise,5,2,486,122,74,56,55,0.9836065573770492,122,56,6.671022068054127,9.945543816742337,-1.1508265914242832,0.5821548358395621,7.435474347503038
40,step17__full_retrospective_features__random_rowwise__r05,full_retrospective_features,Full-retrospective feature timing,meta_primary_source_id,full_retrospective,46,random_rowwise,5,3,486,122,75,51,51,1.0,122,51,6.9052828717190815,10.369480722546346,-1.2924554689139942,0.6197323673248952,6.767537187946065
40,step17__full_retrospective_features__random_rowwise__r05,full_retrospective_features,Full-retrospective feature timing,meta_primary_source_id,full_retrospective,46,random_rowwise,5,4,487,121,73,48,46,0.9834710743801652,121,48,8.757217795102148,12.54213363910784,0.897248150205367,0.4738609443784523,8.941557745138754
40,step17__full_retrospective_features__random_rowwise__r05,full_retrospective_features,Full-retrospective feature timing,meta_primary_source_id,full_retrospective,46,random_rowwise,5,5,487,121,74,54,53,0.9917355371900828,121,54,9.3013754606963,13.885621557527132,0.8088838731623116,0.4504504055666961,8.608625708141716
41,step17__minimum_source_size_3__publication_grouped__r01,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,publication_grouped,1,1,476,117,53,13,0,0.0,117,13,13.20213271428974,16.488373708477138,0.924223238439982,0.0266189609894129,13.020105086753391
41,step17__minimum_source_size_3__publication_grouped__r01,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,publication_grouped,1,2,473,120,52,14,0,0.0,120,14,14.294192752577208,18.250152573448723,6.356714954165719,-0.1785634146932244,14.468631313899465
41,step17__minimum_source_size_3__publication_grouped__r01,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,publication_grouped,1,3,475,118,53,13,0,0.0,118,13,11.49317008774528,15.194115360174193,3.797664767556412,-0.1273957671572794,10.962687747444456
41,step17__minimum_source_size_3__publication_grouped__r01,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,publication_grouped,1,4,475,118,53,13,0,0.0,118,13,12.47216379038958,15.580119338241406,-0.8371166259223903,0.2130264284453139,11.089919687068464
41,step17__minimum_source_size_3__publication_grouped__r01,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,publication_grouped,1,5,473,120,53,13,0,0.0,120,13,14.708166901386464,20.182197774439228,-2.946774981987596,-0.2124793622372309,12.216784833288894
42,step17__minimum_source_size_3__publication_grouped__r02,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,publication_grouped,2,1,476,117,53,13,0,0.0,117,13,12.490472088830986,16.255209654657957,3.0924882488296994,-0.0037209589387137,10.9445805407173
42,step17__minimum_source_size_3__publication_grouped__r02,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,publication_grouped,2,2,473,120,52,14,0,0.0,120,14,11.41163720509596,14.544627581407724,0.6408561966402331,0.0663048531307374,12.311425041137245
42,step17__minimum_source_size_3__publication_grouped__r02,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,publication_grouped,2,3,473,120,52,14,0,0.0,120,14,13.711444926935174,17.773711085004667,5.493475387035361,-0.0579563343194464,12.94647057174617
42,step17__minimum_source_size_3__publication_grouped__r02,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,publication_grouped,2,4,475,118,53,13,0,0.0,118,13,13.617119569885103,16.620179793090642,0.5398908402783154,0.0852760803718774,12.642554254914224
42,step17__minimum_source_size_3__publication_grouped__r02,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,publication_grouped,2,5,475,118,54,12,0,0.0,118,12,13.131647759909605,19.408194836074607,-0.6996157500993206,-0.1165415998263026,10.062846712362392
43,step17__minimum_source_size_3__publication_grouped__r03,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,publication_grouped,3,1,475,118,54,12,0,0.0,118,12,15.37934448348678,21.35384395301473,0.4262662344373532,-0.0851370749713433,14.6301034542859
43,step17__minimum_source_size_3__publication_grouped__r03,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,publication_grouped,3,2,473,120,52,14,0,0.0,120,14,12.364180818639133,16.109702432158937,4.631497809316879,-0.4053889650444711,11.547049617053608
43,step17__minimum_source_size_3__publication_grouped__r03,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,publication_grouped,3,3,473,120,52,14,0,0.0,120,14,12.748399411341689,16.454445485023122,0.6865108979718487,-0.0746550580566505,12.986102941875489
43,step17__minimum_source_size_3__publication_grouped__r03,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,publication_grouped,3,4,475,118,53,13,0,0.0,118,13,12.417641207089895,15.71900388830364,-2.228520979661972,0.1300822566475544,11.355885114307624
43,step17__minimum_source_size_3__publication_grouped__r03,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,publication_grouped,3,5,476,117,53,13,0,0.0,117,13,13.522664288872564,16.27405015241533,3.723644850779872,0.1190751681450539,11.74221123012176
44,step17__minimum_source_size_3__publication_grouped__r04,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,publication_grouped,4,1,473,120,52,14,0,0.0,120,14,12.899895387201006,16.01954128430814,4.816042189719569,-0.1283396909425591,11.009229398691918
44,step17__minimum_source_size_3__publication_grouped__r04,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,publication_grouped,4,2,473,120,52,14,0,0.0,120,14,10.998011101457903,15.055292051904376,2.1052868546767787,0.0960220536581119,12.173971310757304
44,step17__minimum_source_size_3__publication_grouped__r04,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,publication_grouped,4,3,475,118,53,13,0,0.0,118,13,17.022735823668427,23.56205530998981,7.9613866911349636,-0.1723079475410569,14.5264183432024
44,step17__minimum_source_size_3__publication_grouped__r04,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,publication_grouped,4,4,476,117,53,13,0,0.0,117,13,12.00048652805591,15.338443369494156,1.693742272459296,0.0684827554406863,10.357315774956358
44,step17__minimum_source_size_3__publication_grouped__r04,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,publication_grouped,4,5,475,118,54,12,0,0.0,118,12,14.092914914635768,17.566415151235766,-8.469277863379585,-0.5818058911618489,11.325342784944766
45,step17__minimum_source_size_3__publication_grouped__r05,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,publication_grouped,5,1,475,118,53,13,0,0.0,118,13,11.881166305126278,14.62146685719794,-0.95656934415834,-0.0414029353940201,10.757066873433406
45,step17__minimum_source_size_3__publication_grouped__r05,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,publication_grouped,5,2,473,120,52,14,0,0.0,120,14,10.74143052831169,14.613751887789295,3.2065305815079785,-0.0738105599631628,10.351287781950983
45,step17__minimum_source_size_3__publication_grouped__r05,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,publication_grouped,5,3,476,117,54,12,0,0.0,117,12,16.354045009163883,22.235643758663038,-1.4009774432182942,-0.1035991570708021,16.910875004877102
45,step17__minimum_source_size_3__publication_grouped__r05,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,publication_grouped,5,4,473,120,52,14,0,0.0,120,14,11.383788463144112,14.1782770048062,-1.0939195665265091,0.1752532119253355,10.425134954742727
45,step17__minimum_source_size_3__publication_grouped__r05,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,publication_grouped,5,5,475,118,53,13,0,0.0,118,13,12.955631128266711,16.09759611636982,4.961427560757202,0.1862322983474723,12.624433716333751
46,step17__minimum_source_size_3__random_rowwise__r01,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,random_rowwise,1,1,474,119,66,50,50,1.0,119,50,7.871849125821549,12.83692021933934,-0.3508075621341134,0.3749720492486484,8.82723345821366
46,step17__minimum_source_size_3__random_rowwise__r01,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,random_rowwise,1,2,474,119,66,45,45,1.0,119,45,7.412016268818802,10.130040034373955,-1.638805106125875,0.5897464943279895,7.175660209054831
46,step17__minimum_source_size_3__random_rowwise__r01,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,random_rowwise,1,3,474,119,66,48,48,1.0,119,48,7.224921965120406,10.557201249874476,-1.008769985791804,0.5689577902188645,7.426758111381358
46,step17__minimum_source_size_3__random_rowwise__r01,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,random_rowwise,1,4,475,118,66,48,48,1.0,118,48,8.406022873410759,11.384664263876813,1.4500058649433385,0.5721050362895037,8.021350543131067
46,step17__minimum_source_size_3__random_rowwise__r01,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,random_rowwise,1,5,475,118,66,55,55,1.0,118,55,8.93414858828919,13.52867976025472,1.0659204550203127,0.5128146417138684,7.972165466384257
47,step17__minimum_source_size_3__random_rowwise__r02,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,random_rowwise,2,1,474,119,64,54,52,0.9495798319327732,119,54,8.622603653127944,12.43297037460384,-0.5148818525325267,0.4249839546240752,8.537176768359931
47,step17__minimum_source_size_3__random_rowwise__r02,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,random_rowwise,2,2,474,119,66,47,47,1.0,119,47,7.876809581412941,11.469825664665406,-0.2452444632853147,0.5737365021651382,8.277583419684897
47,step17__minimum_source_size_3__random_rowwise__r02,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,random_rowwise,2,3,474,119,66,52,52,1.0,119,52,8.576826072297317,12.1872604780089,-1.7655881863538578,0.443239728401396,7.297934724562386
47,step17__minimum_source_size_3__random_rowwise__r02,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,random_rowwise,2,4,475,118,66,44,44,1.0,118,44,8.433515764597939,12.395882998766153,0.1170121208403899,0.459929575959092,9.20563526690986
47,step17__minimum_source_size_3__random_rowwise__r02,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,random_rowwise,2,5,475,118,66,47,47,1.0,118,47,7.465272671080709,11.107169716027808,0.8382069197639042,0.6214122136266291,7.355091853439379
48,step17__minimum_source_size_3__random_rowwise__r03,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,random_rowwise,3,1,474,119,66,48,48,1.0,119,48,8.454693378279526,11.396418450369788,-1.479895843026075,0.5654432234116975,8.40657409407541
48,step17__minimum_source_size_3__random_rowwise__r03,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,random_rowwise,3,2,474,119,66,55,55,1.0,119,55,7.663187731470571,11.304861873035804,1.0947192302597997,0.5827629709323363,7.61190596426934
48,step17__minimum_source_size_3__random_rowwise__r03,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,random_rowwise,3,3,474,119,65,50,49,0.9747899159663864,119,50,8.266041665776358,12.621842629328304,-0.2434993743237742,0.4128041372927492,9.112003333823374
48,step17__minimum_source_size_3__random_rowwise__r03,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,random_rowwise,3,4,475,118,66,53,53,1.0,118,53,8.81616058399716,13.69757682299361,-1.2088095748181529,0.2860717027949261,8.549086172847556
48,step17__minimum_source_size_3__random_rowwise__r03,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,random_rowwise,3,5,475,118,66,49,49,1.0,118,49,7.849743864875373,11.488553453952608,1.2640787945721788,0.5808060341965092,7.67851314313763
49,step17__minimum_source_size_3__random_rowwise__r04,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,random_rowwise,4,1,474,119,66,49,49,1.0,119,49,8.28863482195604,12.84838646104362,0.1560399108095397,0.4872255361172303,8.396053325657064
49,step17__minimum_source_size_3__random_rowwise__r04,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,random_rowwise,4,2,474,119,65,50,49,0.9747899159663864,119,50,7.247073152706202,11.216104188743252,-1.0477756756535397,0.4532461224666064,7.333178886817356
49,step17__minimum_source_size_3__random_rowwise__r04,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,random_rowwise,4,3,474,119,66,47,47,1.0,119,47,7.8214961921608435,11.416727907896613,0.5938200302491614,0.5361997020337019,7.958925881103688
49,step17__minimum_source_size_3__random_rowwise__r04,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,random_rowwise,4,4,475,118,66,51,51,1.0,118,51,8.637984360995187,12.020791141598655,-0.5835102281160939,0.5382873646523132,8.157081153222965
49,step17__minimum_source_size_3__random_rowwise__r04,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,random_rowwise,4,5,475,118,66,50,50,1.0,118,50,9.116042549459635,13.778604781415153,-0.7734774384382813,0.3709264761353481,8.728688999717988
50,step17__minimum_source_size_3__random_rowwise__r05,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,random_rowwise,5,1,474,119,65,50,49,0.9663865546218487,119,50,8.09713760881634,12.053805479160804,-1.9040597527157164,0.5220239965501439,7.654999903058564
50,step17__minimum_source_size_3__random_rowwise__r05,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,random_rowwise,5,2,474,119,66,48,48,1.0,119,48,6.798188118700234,9.09029116884841,-0.3157881889867218,0.6590927648626904,6.543288753656942
50,step17__minimum_source_size_3__random_rowwise__r05,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,random_rowwise,5,3,474,119,66,53,53,1.0,119,53,9.970467682072012,15.767998493516584,1.6525054898049965,0.3479839131838309,9.277666971957254
50,step17__minimum_source_size_3__random_rowwise__r05,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,random_rowwise,5,4,475,118,66,44,44,1.0,118,44,7.97018544345016,12.136163020540032,0.7821730453544847,0.5228670498729983,7.197499122758448
50,step17__minimum_source_size_3__random_rowwise__r05,minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,44,random_rowwise,5,5,475,118,66,46,46,1.0,118,46,8.963743845187741,13.13190339616087,-2.389157905347794,0.1772388147714375,10.001978383333586
51,step17__minimum_source_size_5__publication_grouped__r01,minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,44,publication_grouped,1,1,400,99,32,8,0,0.0,99,8,14.83998160204057,18.598357443044183,-0.1321695381338898,-0.5196340169616842,14.236212079317886
51,step17__minimum_source_size_5__publication_grouped__r01,minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,44,publication_grouped,1,2,400,99,33,7,0,0.0,99,7,11.13455020267182,14.459628554651236,-7.534867830777368,-0.8471726830966833,10.095791904371014
51,step17__minimum_source_size_5__publication_grouped__r01,minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,44,publication_grouped,1,3,396,103,31,9,0,0.0,103,9,14.184164431439214,20.772377121927278,4.147682131571876,-0.0023569218203329,13.392392245791696
51,step17__minimum_source_size_5__publication_grouped__r01,minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,44,publication_grouped,1,4,400,99,32,8,0,0.0,99,8,16.252190402783157,20.834550068338928,10.712667956012522,-0.5228326265507297,14.843858433568473
51,step17__minimum_source_size_5__publication_grouped__r01,minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,44,publication_grouped,1,5,400,99,32,8,0,0.0,99,8,14.649257499565554,17.282263045649863,-2.1292234033362787,-0.0732593512766919,13.34461568434351
52,step17__minimum_source_size_5__publication_grouped__r02,minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,44,publication_grouped,2,1,400,99,32,8,0,0.0,99,8,15.06997659329651,17.653126427864485,-2.045647922769502,-0.7137366338047344,15.125708544272271
52,step17__minimum_source_size_5__publication_grouped__r02,minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,44,publication_grouped,2,2,400,99,32,8,0,0.0,99,8,15.493681751167664,19.306717193925664,-0.1703982998705172,-0.114350683897124,14.161252809225427
52,step17__minimum_source_size_5__publication_grouped__r02,minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,44,publication_grouped,2,3,400,99,33,7,0,0.0,99,7,12.500062120096578,15.794203395641157,-4.698366888776198,0.0177722715561263,10.895027174639424
52,step17__minimum_source_size_5__publication_grouped__r02,minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,44,publication_grouped,2,4,400,99,32,8,0,0.0,99,8,13.26305554347626,16.198060024076685,-0.7863940728851103,-0.0618578591485203,11.567970791935885
52,step17__minimum_source_size_5__publication_grouped__r02,minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,44,publication_grouped,2,5,396,103,31,9,0,0.0,103,9,14.207307826251188,21.043037004225543,6.911299531642273,-0.0911693713955736,13.290186214836446
53,step17__minimum_source_size_5__publication_grouped__r03,minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,44,publication_grouped,3,1,400,99,32,8,0,0.0,99,8,12.6068325815501,16.371982831913645,-1.142230417838728,-0.1477806932626564,12.018154116944308
53,step17__minimum_source_size_5__publication_grouped__r03,minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,44,publication_grouped,3,2,400,99,33,7,0,0.0,99,7,14.282716779592697,21.649091560425298,2.241852178698756,-0.1281282854675325,12.586767804256072
53,step17__minimum_source_size_5__publication_grouped__r03,minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,44,publication_grouped,3,3,400,99,32,8,0,0.0,99,8,16.187155319930067,18.74641600463689,-2.900726192357288,0.0429073113498218,15.577489989066104
53,step17__minimum_source_size_5__publication_grouped__r03,minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,44,publication_grouped,3,4,400,99,32,8,0,0.0,99,8,14.44074708004647,18.14225461599209,7.289129305082286,-0.2244963037816119,12.608320525366173
53,step17__minimum_source_size_5__publication_grouped__r03,minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,44,publication_grouped,3,5,396,103,31,9,0,0.0,103,9,8.89673910002089,11.38347272840313,0.6230684765638472,0.3109791542569763,7.854187709290825
54,step17__minimum_source_size_5__publication_grouped__r04,minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,44,publication_grouped,4,1,400,99,32,8,0,0.0,99,8,12.72317353012411,15.469047343976724,-0.4460626263613932,0.1370426721106145,10.015686938152491
54,step17__minimum_source_size_5__publication_grouped__r04,minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,44,publication_grouped,4,2,400,99,33,7,0,0.0,99,7,12.186422470140377,15.18698137608313,-5.087936330041183,-0.1014897494224023,11.59714364132414
54,step17__minimum_source_size_5__publication_grouped__r04,minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,44,publication_grouped,4,3,400,99,32,8,0,0.0,99,8,17.643669333484713,22.0906312706524,6.524394671467112,-0.6162051053856137,15.117627081773708
54,step17__minimum_source_size_5__publication_grouped__r04,minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,44,publication_grouped,4,4,400,99,32,8,0,0.0,99,8,12.1518924973889,14.718980565018164,0.549243861050071,0.1574664785387288,11.403537362867992
54,step17__minimum_source_size_5__publication_grouped__r04,minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,44,publication_grouped,4,5,396,103,31,9,0,0.0,103,9,16.00720773945471,22.442742760689743,5.12732908799947,-0.3583302848744929,14.138323862344471
55,step17__minimum_source_size_5__publication_grouped__r05,minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,44,publication_grouped,5,1,400,99,32,8,0,0.0,99,8,14.779694979508688,18.068190744542974,-1.2762888884050525,0.079725328416526,12.753027538261474
55,step17__minimum_source_size_5__publication_grouped__r05,minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,44,publication_grouped,5,2,400,99,32,8,0,0.0,99,8,16.701374582748866,20.952768496090677,6.661009049666252,-0.5101385187768777,14.73834450035132
55,step17__minimum_source_size_5__publication_grouped__r05,minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,44,publication_grouped,5,3,400,99,33,7,0,0.0,99,7,10.001406042368677,12.061451962027768,-6.062459920394353,-0.1554122440520038,8.244824613814108
55,step17__minimum_source_size_5__publication_grouped__r05,minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,44,publication_grouped,5,4,396,103,31,9,0,0.0,103,9,15.215780116198864,22.112730275097523,10.805606374637172,-0.1964624564051333,13.6553585599788
55,step17__minimum_source_size_5__publication_grouped__r05,minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,44,publication_grouped,5,5,400,99,32,8,0,0.0,99,8,11.573831730037748,14.0526789532626,-2.5852312490795706,-0.1938582513868638,10.861003215024368
56,step17__minimum_source_size_5__random_rowwise__r01,minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,44,random_rowwise,1,1,399,100,40,37,37,1.0,100,37,7.516668699316463,10.666650055968098,-0.2765040606630938,0.6277135663190695,6.979601088950087
56,step17__minimum_source_size_5__random_rowwise__r01,minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,44,random_rowwise,1,2,399,100,40,35,35,1.0,100,35,6.8216084225595885,9.347579298698395,-1.1733879823799604,0.5355508843827397,6.597171296492823
56,step17__minimum_source_size_5__random_rowwise__r01,minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,44,random_rowwise,1,3,399,100,40,37,37,1.0,100,37,7.926792454228511,12.211994464317163,0.2357266007671042,0.5847880238155059,8.441951300785519
56,step17__minimum_source_size_5__random_rowwise__r01,minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,44,random_rowwise,1,4,399,100,40,33,33,1.0,100,33,7.790506090908545,11.684481440161884,0.0631165513104588,0.5918806959726495,7.471210522423171
56,step17__minimum_source_size_5__random_rowwise__r01,minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,44,random_rowwise,1,5,400,99,40,34,34,1.0,99,34,8.532321225297466,12.707629762142629,1.3986964720611743,0.4541579613619086,7.476062106721152
