scenario_key,scenario_label,source_column,feature_mode,validation_design,repeat,source_seen_fraction,prediction_rows,publication_count,mae,rmse,bias,r2,macro_publication_mae
minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,random_rowwise,2,0.9898819561551433,593,66,8.195833917240853,11.931107287739483,-0.316769273131746,0.5110623109376768,8.450230839965917
minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,random_rowwise,3,0.9949409780775716,593,66,8.209550649670502,12.135807293185941,-0.11516133985285133,0.4941411450053663,8.571232671559054
minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,random_rowwise,4,0.9949409780775716,593,66,8.220037894242186,12.290665123194636,-0.3298086291234436,0.481148848149648,8.484659155193297
minimum_source_size_3,Exclude DOI sources with fewer than 3 rows,meta_primary_source_id,prospective_design,random_rowwise,5,0.9932546374367622,593,66,8.35958359494151,12.61967095021838,-0.43362220110456323,0.45299905615584934,8.742759049037412
minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,publication_grouped,1,0.0,499,40,14.211805465806188,18.562000868134508,1.037947035560394,-0.15453770715117665,13.26498907801403
minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,publication_grouped,2,0.0,499,40,14.107622306411894,18.13083013757713,-0.10123458814965347,-0.1015238947892374,13.067908082986815
minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,publication_grouped,3,0.0,499,40,13.247679061428789,17.548058903447274,1.2174158628677227,-0.03185033923535352,12.010669526610565
minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,publication_grouped,4,0.0,499,40,14.157420886666348,18.357512861300805,1.363806040279141,-0.12923993024598945,12.51799328281807
minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,publication_grouped,5,0.0,499,40,13.666933423046528,17.91201002539214,1.5830527590672725,-0.07509586507177457,12.185775034140132
minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,random_rowwise,1,1.0,499,40,7.71594662927006,11.384019959736126,0.04682577482466359,0.565739986739836,7.42679789047277
minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,random_rowwise,2,1.0,499,40,7.758942604820816,11.549047245651803,0.1762432756120098,0.5530583168183095,7.418859890210733
minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,random_rowwise,3,1.0,499,40,7.910615447713949,11.79876767391634,-0.221389245870348,0.5335212726987769,7.773779012029887
minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,random_rowwise,4,1.0,499,40,7.857989868672621,11.703588203578912,0.039526993327678915,0.5410169904687329,7.593682306983095
minimum_source_size_5,Exclude DOI sources with fewer than 5 rows,meta_primary_source_id,prospective_design,random_rowwise,5,1.0,499,40,8.149092290069277,11.78435710088709,-0.06893425599816323,0.5346600561403392,7.919984906360928
missingness_le_20,Prospective features with <=20% missingness,meta_primary_source_id,missingness_le_20,publication_grouped,1,0.0,608,75,13.851847002974804,17.726249463946047,1.2958765063527402,-0.08850154499951457,12.72051346353437
missingness_le_20,Prospective features with <=20% missingness,meta_primary_source_id,missingness_le_20,publication_grouped,2,0.0,608,75,13.695756218447194,17.964040211202192,1.9479678376946963,-0.11790107316990994,12.635920832940089
missingness_le_20,Prospective features with <=20% missingness,meta_primary_source_id,missingness_le_20,publication_grouped,3,0.0,608,75,13.350721391141247,17.396567861432185,1.4013289689365334,-0.04838907609113097,12.263740659238445
missingness_le_20,Prospective features with <=20% missingness,meta_primary_source_id,missingness_le_20,publication_grouped,4,0.0,608,75,13.81866595236398,18.150302656239447,2.2183188600444823,-0.1412034570495535,12.959738995518693
missingness_le_20,Prospective features with <=20% missingness,meta_primary_source_id,missingness_le_20,publication_grouped,5,0.0,608,75,13.759635427275521,17.89897925629919,1.0795005015599621,-0.10981825849801852,12.668888512212977
missingness_le_20,Prospective features with <=20% missingness,meta_primary_source_id,missingness_le_20,random_rowwise,1,0.9802631578947368,608,75,8.673606311946754,12.382834760620716,-0.25923575250066877,0.4688276116020492,8.921339627892976
missingness_le_20,Prospective features with <=20% missingness,meta_primary_source_id,missingness_le_20,random_rowwise,2,0.9901315789473685,608,75,8.8502708774238,12.741000625126631,-0.4488566302681934,0.4376555541747663,9.320196455396994
missingness_le_20,Prospective features with <=20% missingness,meta_primary_source_id,missingness_le_20,random_rowwise,3,0.9851973684210527,608,75,8.840953469133034,12.459605604625402,-0.5250992074411697,0.46222089151325285,9.22484326936624
missingness_le_20,Prospective features with <=20% missingness,meta_primary_source_id,missingness_le_20,random_rowwise,4,0.9851973684210527,608,75,8.85394543113635,12.84796862178078,-0.31727738715292514,0.4281735096438045,9.24985420779963
missingness_le_20,Prospective features with <=20% missingness,meta_primary_source_id,missingness_le_20,random_rowwise,5,0.9917763157894737,608,75,8.597237555526082,12.391580677459723,-0.2835758357373213,0.4680770193182947,8.79823777769057
