global_task_number,task_id,dataset,target_key,target_label,unit,feature_set,validation_design,repeat,outer_fold,model_variant,model_display_name,method_key,outer_training_rows,outer_test_rows,outer_training_publications,outer_test_publications,source_overlap_count,prediction_rows,publication_count,mae,rmse,bias,r2,macro_publication_mae,source_seen_fraction,oob_nonfinite_count,residual_fixed_intercept,between_source_variance_raw,between_source_variance,residual_variance,residual_random_intercept_icc,minimum_shrinkage,mean_shrinkage,maximum_shrinkage,weighted_random_effect_mean
25,cell_viability__prospective_design__publication_grouped__r05__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,5,5,random_intercept_rf_marginal,Marginal random-intercept RF,oob_residual_empirical_bayes_random_intercept_rf,486,122,60,15,0,122,15,13.567425483021855,18.23284400489808,8.394716990660818,-0.0580174933001298,11.584998860770408,0.0,0,0.0774601095372943,-14.60612747553813,0.0,145.8001615760228,0.0,0.0,0.0,0.0,0.0
25,cell_viability__prospective_design__publication_grouped__r05__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,5,5,random_intercept_rf_conditional,Conditional random-intercept RF,oob_residual_empirical_bayes_random_intercept_rf,486,122,60,15,0,122,15,13.567425483021855,18.23284400489808,8.394716990660818,-0.0580174933001298,11.584998860770408,0.0,0,0.0774601095372943,-14.60612747553813,0.0,145.8001615760228,0.0,0.0,0.0,0.0,0.0
26,cell_viability__prospective_design__random_rowwise__r01__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,1,tuned_rf_reference,Tuned Random Forest,oob_residual_empirical_bayes_random_intercept_rf,486,122,75,50,50,122,50,6.372432519400008,10.765218091255829,-0.2101448091351892,0.5055148101361977,6.681214813503234,1.0,0,0.3923508461187144,-17.88779201068986,0.0,166.87316482805068,0.0,0.0,0.0,0.0,0.0
26,cell_viability__prospective_design__random_rowwise__r01__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,1,matched_fixed_rf,Matched fixed Random Forest,oob_residual_empirical_bayes_random_intercept_rf,486,122,75,50,50,122,50,7.02225379698763,11.213714647872502,-0.629593551581921,0.463454416135292,7.261362623293017,1.0,0,0.3923508461187144,-17.88779201068986,0.0,166.87316482805068,0.0,0.0,0.0,0.0,0.0
26,cell_viability__prospective_design__random_rowwise__r01__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,1,random_intercept_rf_marginal,Marginal random-intercept RF,oob_residual_empirical_bayes_random_intercept_rf,486,122,75,50,50,122,50,6.972275565918974,11.198539738064616,-0.2372427054632042,0.4649055894556113,7.22131455984892,1.0,0,0.3923508461187144,-17.88779201068986,0.0,166.87316482805068,0.0,0.0,0.0,0.0,0.0
26,cell_viability__prospective_design__random_rowwise__r01__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,1,random_intercept_rf_conditional,Conditional random-intercept RF,oob_residual_empirical_bayes_random_intercept_rf,486,122,75,50,50,122,50,6.972275565918974,11.198539738064616,-0.2372427054632042,0.4649055894556113,7.22131455984892,1.0,0,0.3923508461187144,-17.88779201068986,0.0,166.87316482805068,0.0,0.0,0.0,0.0,0.0
27,cell_viability__prospective_design__random_rowwise__r01__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,2,tuned_rf_reference,Tuned Random Forest,oob_residual_empirical_bayes_random_intercept_rf,486,122,74,52,51,122,52,9.165143600470568,13.872722850196666,-0.1585499145086933,0.3168756661922856,9.954277873376345,0.9836065573770492,0,0.2498105158025409,-12.989305600226508,0.0,146.1836311551365,0.0,0.0,0.0,0.0,0.0
27,cell_viability__prospective_design__random_rowwise__r01__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,2,matched_fixed_rf,Matched fixed Random Forest,oob_residual_empirical_bayes_random_intercept_rf,486,122,74,52,51,122,52,9.050958900787638,13.698884892267117,-0.4252505316106794,0.3338887498933549,9.918686977618446,0.9836065573770492,0,0.2498105158025409,-12.989305600226508,0.0,146.1836311551365,0.0,0.0,0.0,0.0,0.0
27,cell_viability__prospective_design__random_rowwise__r01__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,2,random_intercept_rf_marginal,Marginal random-intercept RF,oob_residual_empirical_bayes_random_intercept_rf,486,122,74,52,51,122,52,9.032610056139648,13.693406752013752,-0.1754400158081412,0.3344213948873434,9.901899896323547,0.9836065573770492,0,0.2498105158025409,-12.989305600226508,0.0,146.1836311551365,0.0,0.0,0.0,0.0,0.0
27,cell_viability__prospective_design__random_rowwise__r01__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,2,random_intercept_rf_conditional,Conditional random-intercept RF,oob_residual_empirical_bayes_random_intercept_rf,486,122,74,52,51,122,52,9.032610056139648,13.693406752013752,-0.1754400158081412,0.3344213948873434,9.901899896323547,0.9836065573770492,0,0.2498105158025409,-12.989305600226508,0.0,146.1836311551365,0.0,0.0,0.0,0.0,0.0
28,cell_viability__prospective_design__random_rowwise__r01__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,3,tuned_rf_reference,Tuned Random Forest,oob_residual_empirical_bayes_random_intercept_rf,486,122,75,50,50,122,50,9.401577976134964,13.95233983164436,1.2532519883156732,0.457794458462626,8.87046507099535,1.0,0,0.1967986973940469,-16.783453580411173,0.0,155.25433700141724,0.0,0.0,0.0,0.0,0.0
28,cell_viability__prospective_design__random_rowwise__r01__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,3,matched_fixed_rf,Matched fixed Random Forest,oob_residual_empirical_bayes_random_intercept_rf,486,122,75,50,50,122,50,9.487916957857992,13.105577090679908,1.1428637188505666,0.5216099266260065,8.986688446557498,1.0,0,0.1967986973940469,-16.783453580411173,0.0,155.25433700141724,0.0,0.0,0.0,0.0,0.0
28,cell_viability__prospective_design__random_rowwise__r01__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,3,random_intercept_rf_marginal,Marginal random-intercept RF,oob_residual_empirical_bayes_random_intercept_rf,486,122,75,50,50,122,50,9.458881084471985,13.124203167788414,1.3396624162446102,0.5202491529183992,8.95379523397387,1.0,0,0.1967986973940469,-16.783453580411173,0.0,155.25433700141724,0.0,0.0,0.0,0.0,0.0
28,cell_viability__prospective_design__random_rowwise__r01__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,3,random_intercept_rf_conditional,Conditional random-intercept RF,oob_residual_empirical_bayes_random_intercept_rf,486,122,75,50,50,122,50,9.458881084471985,13.124203167788414,1.3396624162446102,0.5202491529183992,8.95379523397387,1.0,0,0.1967986973940469,-16.783453580411173,0.0,155.25433700141724,0.0,0.0,0.0,0.0,0.0
29,cell_viability__prospective_design__random_rowwise__r01__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,4,tuned_rf_reference,Tuned Random Forest,oob_residual_empirical_bayes_random_intercept_rf,487,121,72,55,52,121,55,8.025124097418486,12.01788861878762,-0.5087292433485122,0.5143065784686185,8.814539925343718,0.975206611570248,0,0.1178913288283473,-15.750071523681758,0.0,157.08469382388054,0.0,0.0,0.0,0.0,0.0
29,cell_viability__prospective_design__random_rowwise__r01__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,4,matched_fixed_rf,Matched fixed Random Forest,oob_residual_empirical_bayes_random_intercept_rf,487,121,72,55,52,121,55,8.351159495752755,11.68244555499866,-0.4904791657815277,0.5410415150059933,9.192165565325697,0.975206611570248,0,0.1178913288283473,-15.750071523681758,0.0,157.08469382388054,0.0,0.0,0.0,0.0,0.0
29,cell_viability__prospective_design__random_rowwise__r01__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,4,random_intercept_rf_marginal,Marginal random-intercept RF,oob_residual_empirical_bayes_random_intercept_rf,487,121,72,55,52,121,55,8.339600506243126,11.678089999211668,-0.3725878369531781,0.5413836773776652,9.166613303907033,0.975206611570248,0,0.1178913288283473,-15.750071523681758,0.0,157.08469382388054,0.0,0.0,0.0,0.0,0.0
29,cell_viability__prospective_design__random_rowwise__r01__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,4,random_intercept_rf_conditional,Conditional random-intercept RF,oob_residual_empirical_bayes_random_intercept_rf,487,121,72,55,52,121,55,8.339600506243126,11.678089999211668,-0.3725878369531781,0.5413836773776652,9.166613303907033,0.975206611570248,0,0.1178913288283473,-15.750071523681758,0.0,157.08469382388054,0.0,0.0,0.0,0.0,0.0
30,cell_viability__prospective_design__random_rowwise__r01__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,5,tuned_rf_reference,Tuned Random Forest,oob_residual_empirical_bayes_random_intercept_rf,487,121,74,57,56,121,57,6.9990904470965445,10.162465179849525,-1.0585587460550108,0.6137554029997767,7.161749070691349,0.9834710743801652,0,0.233671294227812,-16.543038244583002,0.0,170.6366103284746,0.0,0.0,0.0,0.0,0.0
30,cell_viability__prospective_design__random_rowwise__r01__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,5,matched_fixed_rf,Matched fixed Random Forest,oob_residual_empirical_bayes_random_intercept_rf,487,121,74,57,56,121,57,7.528744168606922,10.498938316691698,-1.1804332847017318,0.5877553344912345,7.599189827673247,0.9834710743801652,0,0.233671294227812,-16.543038244583002,0.0,170.6366103284746,0.0,0.0,0.0,0.0,0.0
30,cell_viability__prospective_design__random_rowwise__r01__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,5,random_intercept_rf_marginal,Marginal random-intercept RF,oob_residual_empirical_bayes_random_intercept_rf,487,121,74,57,56,121,57,7.472798964166252,10.475239439013864,-0.9467619904739148,0.5896143242613017,7.525560447078465,0.9834710743801652,0,0.233671294227812,-16.543038244583002,0.0,170.6366103284746,0.0,0.0,0.0,0.0,0.0
30,cell_viability__prospective_design__random_rowwise__r01__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,1,5,random_intercept_rf_conditional,Conditional random-intercept RF,oob_residual_empirical_bayes_random_intercept_rf,487,121,74,57,56,121,57,7.472798964166252,10.475239439013864,-0.9467619904739148,0.5896143242613017,7.525560447078465,0.9834710743801652,0,0.233671294227812,-16.543038244583002,0.0,170.6366103284746,0.0,0.0,0.0,0.0,0.0
31,cell_viability__prospective_design__random_rowwise__r02__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,1,tuned_rf_reference,Tuned Random Forest,oob_residual_empirical_bayes_random_intercept_rf,486,122,75,53,53,122,53,7.513169746325282,11.729765677943144,-1.4376152558448736,0.4697105874796204,7.394797280565927,1.0,0,0.2970950274173835,-17.66308940064443,0.0,170.8352884710993,0.0,0.0,0.0,0.0,0.0
31,cell_viability__prospective_design__random_rowwise__r02__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,1,matched_fixed_rf,Matched fixed Random Forest,oob_residual_empirical_bayes_random_intercept_rf,486,122,75,53,53,122,53,7.77728997215157,11.594409290587716,-1.302304169744401,0.4818785910562045,7.342372947157249,1.0,0,0.2970950274173835,-17.66308940064443,0.0,170.8352884710993,0.0,0.0,0.0,0.0,0.0
31,cell_viability__prospective_design__random_rowwise__r02__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,1,random_intercept_rf_marginal,Marginal random-intercept RF,oob_residual_empirical_bayes_random_intercept_rf,486,122,75,53,53,122,53,7.714316660246648,11.5648076536945,-1.0052091423270164,0.4845208409038567,7.273442368512218,1.0,0,0.2970950274173835,-17.66308940064443,0.0,170.8352884710993,0.0,0.0,0.0,0.0,0.0
31,cell_viability__prospective_design__random_rowwise__r02__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,1,random_intercept_rf_conditional,Conditional random-intercept RF,oob_residual_empirical_bayes_random_intercept_rf,486,122,75,53,53,122,53,7.714316660246648,11.5648076536945,-1.0052091423270164,0.4845208409038567,7.273442368512218,1.0,0,0.2970950274173835,-17.66308940064443,0.0,170.8352884710993,0.0,0.0,0.0,0.0,0.0
32,cell_viability__prospective_design__random_rowwise__r02__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,2,tuned_rf_reference,Tuned Random Forest,oob_residual_empirical_bayes_random_intercept_rf,486,122,74,52,51,122,52,8.871266436975285,13.46750644550087,1.1536093672022971,0.4622930610311102,8.694496776740742,0.9918032786885246,0,0.4524210981109431,-12.269240991569664,0.0,145.51255190816423,0.0,0.0,0.0,0.0,0.0
32,cell_viability__prospective_design__random_rowwise__r02__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,2,matched_fixed_rf,Matched fixed Random Forest,oob_residual_empirical_bayes_random_intercept_rf,486,122,74,52,51,122,52,8.804787935212916,13.4722359242823,1.203839804927402,0.4619153340772348,8.592317515063744,0.9918032786885246,0,0.4524210981109431,-12.269240991569664,0.0,145.51255190816423,0.0,0.0,0.0,0.0,0.0
32,cell_viability__prospective_design__random_rowwise__r02__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,2,random_intercept_rf_marginal,Marginal random-intercept RF,oob_residual_empirical_bayes_random_intercept_rf,486,122,74,52,51,122,52,8.75662141900243,13.520174211249216,1.6562609030383475,0.4580791853902025,8.519624189528082,0.9918032786885246,0,0.4524210981109431,-12.269240991569664,0.0,145.51255190816423,0.0,0.0,0.0,0.0,0.0
32,cell_viability__prospective_design__random_rowwise__r02__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,2,random_intercept_rf_conditional,Conditional random-intercept RF,oob_residual_empirical_bayes_random_intercept_rf,486,122,74,52,51,122,52,8.75662141900243,13.520174211249216,1.6562609030383475,0.4580791853902025,8.519624189528082,0.9918032786885246,0,0.4524210981109431,-12.269240991569664,0.0,145.51255190816423,0.0,0.0,0.0,0.0,0.0
33,cell_viability__prospective_design__random_rowwise__r02__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,3,tuned_rf_reference,Tuned Random Forest,oob_residual_empirical_bayes_random_intercept_rf,486,122,74,52,51,122,52,7.884676165821874,11.92561932249983,0.3600315113900685,0.5866852007684976,7.838152161274475,0.9918032786885246,0,0.258233431794275,-13.884359190812038,0.0,155.28025319466013,0.0,0.0,0.0,0.0,0.0
33,cell_viability__prospective_design__random_rowwise__r02__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,3,matched_fixed_rf,Matched fixed Random Forest,oob_residual_empirical_bayes_random_intercept_rf,486,122,74,52,51,122,52,8.091770599671143,11.889859798464023,0.1632341801627737,0.5891601718251762,8.042205831966992,0.9918032786885246,0,0.258233431794275,-13.884359190812038,0.0,155.28025319466013,0.0,0.0,0.0,0.0,0.0
33,cell_viability__prospective_design__random_rowwise__r02__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,3,random_intercept_rf_marginal,Marginal random-intercept RF,oob_residual_empirical_bayes_random_intercept_rf,486,122,74,52,51,122,52,8.074859214886644,11.89620761324744,0.421467611957054,0.5887213724873345,8.013430734336794,0.9918032786885246,0,0.258233431794275,-13.884359190812038,0.0,155.28025319466013,0.0,0.0,0.0,0.0,0.0
33,cell_viability__prospective_design__random_rowwise__r02__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,3,random_intercept_rf_conditional,Conditional random-intercept RF,oob_residual_empirical_bayes_random_intercept_rf,486,122,74,52,51,122,52,8.074859214886644,11.89620761324744,0.421467611957054,0.5887213724873345,8.013430734336794,0.9918032786885246,0,0.258233431794275,-13.884359190812038,0.0,155.28025319466013,0.0,0.0,0.0,0.0,0.0
34,cell_viability__prospective_design__random_rowwise__r02__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,4,tuned_rf_reference,Tuned Random Forest,oob_residual_empirical_bayes_random_intercept_rf,487,121,73,58,56,121,58,7.148119404223712,10.884807644890774,1.067106031989859,0.538710108766657,7.420513334403662,0.975206611570248,0,0.2004444665213966,-16.02303185843747,0.0,164.58818939776523,0.0,0.0,0.0,0.0,0.0
34,cell_viability__prospective_design__random_rowwise__r02__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,4,matched_fixed_rf,Matched fixed Random Forest,oob_residual_empirical_bayes_random_intercept_rf,487,121,73,58,56,121,58,7.64337181956859,11.028172499397476,0.6857401428878916,0.5264786976491674,8.026581776652948,0.975206611570248,0,0.2004444665213966,-16.02303185843747,0.0,164.58818939776523,0.0,0.0,0.0,0.0,0.0
34,cell_viability__prospective_design__random_rowwise__r02__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,4,random_intercept_rf_marginal,Marginal random-intercept RF,oob_residual_empirical_bayes_random_intercept_rf,487,121,73,58,56,121,58,7.622373048983341,11.042448654843398,0.8861846094092821,0.5252519414975059,7.992993430688831,0.975206611570248,0,0.2004444665213966,-16.02303185843747,0.0,164.58818939776523,0.0,0.0,0.0,0.0,0.0
34,cell_viability__prospective_design__random_rowwise__r02__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,4,random_intercept_rf_conditional,Conditional random-intercept RF,oob_residual_empirical_bayes_random_intercept_rf,487,121,73,58,56,121,58,7.622373048983341,11.042448654843398,0.8861846094092821,0.5252519414975059,7.992993430688831,0.975206611570248,0,0.2004444665213966,-16.02303185843747,0.0,164.58818939776523,0.0,0.0,0.0,0.0,0.0
35,cell_viability__prospective_design__random_rowwise__r02__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,5,tuned_rf_reference,Tuned Random Forest,oob_residual_empirical_bayes_random_intercept_rf,487,121,75,49,49,121,49,6.911199497551428,11.071214729072452,-1.4323729385879085,0.4926197020530708,6.749022086244027,1.0,0,0.3068775271125664,-18.36690082621846,0.0,166.80869236137778,0.0,0.0,0.0,0.0,0.0
35,cell_viability__prospective_design__random_rowwise__r02__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,5,matched_fixed_rf,Matched fixed Random Forest,oob_residual_empirical_bayes_random_intercept_rf,487,121,75,49,49,121,49,7.354612526311827,11.315685186485554,-1.98422945963366,0.4699647371489119,7.212437732491738,1.0,0,0.3068775271125664,-18.36690082621846,0.0,166.80869236137778,0.0,0.0,0.0,0.0,0.0
35,cell_viability__prospective_design__random_rowwise__r02__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,5,random_intercept_rf_marginal,Marginal random-intercept RF,oob_residual_empirical_bayes_random_intercept_rf,487,121,75,49,49,121,49,7.291208078561297,11.265925359095132,-1.6773519325210977,0.4746160636841491,7.104468933594118,1.0,0,0.3068775271125664,-18.36690082621846,0.0,166.80869236137778,0.0,0.0,0.0,0.0,0.0
35,cell_viability__prospective_design__random_rowwise__r02__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,2,5,random_intercept_rf_conditional,Conditional random-intercept RF,oob_residual_empirical_bayes_random_intercept_rf,487,121,75,49,49,121,49,7.291208078561297,11.265925359095132,-1.6773519325210977,0.4746160636841491,7.104468933594118,1.0,0,0.3068775271125664,-18.36690082621846,0.0,166.80869236137778,0.0,0.0,0.0,0.0,0.0
36,cell_viability__prospective_design__random_rowwise__r03__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,3,1,tuned_rf_reference,Tuned Random Forest,oob_residual_empirical_bayes_random_intercept_rf,486,122,74,50,49,122,50,7.798740123167674,10.059245003589808,-0.3700789178080867,0.5796225420079119,7.596403637242811,0.9836065573770492,0,0.3805735630479283,-16.581292381475425,0.0,169.84849915032302,0.0,0.0,0.0,0.0,0.0
36,cell_viability__prospective_design__random_rowwise__r03__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,3,1,matched_fixed_rf,Matched fixed Random Forest,oob_residual_empirical_bayes_random_intercept_rf,486,122,74,50,49,122,50,8.535390361683366,11.07041172108092,-0.8681882668952833,0.4908612008593411,8.171619812548618,0.9836065573770492,0,0.3805735630479283,-16.581292381475425,0.0,169.84849915032302,0.0,0.0,0.0,0.0,0.0
36,cell_viability__prospective_design__random_rowwise__r03__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,3,1,random_intercept_rf_marginal,Marginal random-intercept RF,oob_residual_empirical_bayes_random_intercept_rf,486,122,74,50,49,122,50,8.486857827537149,11.047082551826945,-0.4876147038473525,0.49300480133713,8.105844822974602,0.9836065573770492,0,0.3805735630479283,-16.581292381475425,0.0,169.84849915032302,0.0,0.0,0.0,0.0,0.0
36,cell_viability__prospective_design__random_rowwise__r03__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,3,1,random_intercept_rf_conditional,Conditional random-intercept RF,oob_residual_empirical_bayes_random_intercept_rf,486,122,74,50,49,122,50,8.486857827537149,11.047082551826945,-0.4876147038473525,0.49300480133713,8.105844822974602,0.9836065573770492,0,0.3805735630479283,-16.581292381475425,0.0,169.84849915032302,0.0,0.0,0.0,0.0,0.0
37,cell_viability__prospective_design__random_rowwise__r03__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,3,2,tuned_rf_reference,Tuned Random Forest,oob_residual_empirical_bayes_random_intercept_rf,486,122,74,57,56,122,57,8.05814875943011,13.07671945886004,1.793576459582822,0.5820635434524486,7.3167963528644115,0.9918032786885246,0,0.148360791213062,-15.78607645502462,0.0,150.09967983102308,0.0,0.0,0.0,0.0,0.0
37,cell_viability__prospective_design__random_rowwise__r03__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,3,2,matched_fixed_rf,Matched fixed Random Forest,oob_residual_empirical_bayes_random_intercept_rf,486,122,74,57,56,122,57,8.32559561630517,13.482462635288517,1.8507773469325868,0.5557257999285758,7.412044588637702,0.9918032786885246,0,0.148360791213062,-15.78607645502462,0.0,150.09967983102308,0.0,0.0,0.0,0.0,0.0
37,cell_viability__prospective_design__random_rowwise__r03__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,3,2,random_intercept_rf_marginal,Marginal random-intercept RF,oob_residual_empirical_bayes_random_intercept_rf,486,122,74,57,56,122,57,8.310332070937456,13.503628224274417,1.999138138145652,0.5543298077681145,7.393195301790621,0.9918032786885246,0,0.148360791213062,-15.78607645502462,0.0,150.09967983102308,0.0,0.0,0.0,0.0,0.0
37,cell_viability__prospective_design__random_rowwise__r03__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,3,2,random_intercept_rf_conditional,Conditional random-intercept RF,oob_residual_empirical_bayes_random_intercept_rf,486,122,74,57,56,122,57,8.310332070937456,13.503628224274417,1.999138138145652,0.5543298077681145,7.393195301790621,0.9918032786885246,0,0.148360791213062,-15.78607645502462,0.0,150.09967983102308,0.0,0.0,0.0,0.0,0.0
38,cell_viability__prospective_design__random_rowwise__r03__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,3,3,tuned_rf_reference,Tuned Random Forest,oob_residual_empirical_bayes_random_intercept_rf,486,122,74,51,50,122,51,8.700844960669478,13.354676241396296,0.475033154247143,0.3117451238939138,8.715100111126668,0.9918032786885246,0,0.2014394675906082,-12.955730764260334,0.0,144.7795516073385,0.0,0.0,0.0,0.0,0.0
38,cell_viability__prospective_design__random_rowwise__r03__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,3,3,matched_fixed_rf,Matched fixed Random Forest,oob_residual_empirical_bayes_random_intercept_rf,486,122,74,51,50,122,51,9.237412801184297,13.646378476631916,0.2062854883144058,0.2813500603811925,9.444515048524837,0.9918032786885246,0,0.2014394675906082,-12.955730764260334,0.0,144.7795516073385,0.0,0.0,0.0,0.0,0.0
38,cell_viability__prospective_design__random_rowwise__r03__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,3,3,random_intercept_rf_marginal,Marginal random-intercept RF,oob_residual_empirical_bayes_random_intercept_rf,486,122,74,51,50,122,51,9.207692223998798,13.650909547149643,0.40772495590501,0.2808727477881028,9.4107349099821,0.9918032786885246,0,0.2014394675906082,-12.955730764260334,0.0,144.7795516073385,0.0,0.0,0.0,0.0,0.0
38,cell_viability__prospective_design__random_rowwise__r03__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,3,3,random_intercept_rf_conditional,Conditional random-intercept RF,oob_residual_empirical_bayes_random_intercept_rf,486,122,74,51,50,122,51,9.207692223998798,13.650909547149643,0.40772495590501,0.2808727477881028,9.4107349099821,0.9918032786885246,0,0.2014394675906082,-12.955730764260334,0.0,144.7795516073385,0.0,0.0,0.0,0.0,0.0
39,cell_viability__prospective_design__random_rowwise__r03__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,3,4,tuned_rf_reference,Tuned Random Forest,oob_residual_empirical_bayes_random_intercept_rf,487,121,74,49,48,121,49,8.35332723995001,13.172185558649277,0.0001226556107012,0.4772202286914728,8.863286245047268,0.975206611570248,0,0.2160911377200992,-15.087559394028151,0.0,151.32720867905005,0.0,0.0,0.0,0.0,0.0
39,cell_viability__prospective_design__random_rowwise__r03__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,3,4,matched_fixed_rf,Matched fixed Random Forest,oob_residual_empirical_bayes_random_intercept_rf,487,121,74,49,48,121,49,8.811036772481343,12.968602476724476,0.0411619282085558,0.4932550252626192,9.091825186128895,0.975206611570248,0,0.2160911377200992,-15.087559394028151,0.0,151.32720867905005,0.0,0.0,0.0,0.0,0.0
39,cell_viability__prospective_design__random_rowwise__r03__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,3,4,random_intercept_rf_marginal,Marginal random-intercept RF,oob_residual_empirical_bayes_random_intercept_rf,487,121,74,49,48,121,49,8.80011010182087,12.971088429075644,0.2572530659286548,0.4930607306801692,9.05935554574016,0.975206611570248,0,0.2160911377200992,-15.087559394028151,0.0,151.32720867905005,0.0,0.0,0.0,0.0,0.0
39,cell_viability__prospective_design__random_rowwise__r03__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,3,4,random_intercept_rf_conditional,Conditional random-intercept RF,oob_residual_empirical_bayes_random_intercept_rf,487,121,74,49,48,121,49,8.80011010182087,12.971088429075644,0.2572530659286548,0.4930607306801692,9.05935554574016,0.975206611570248,0,0.2160911377200992,-15.087559394028151,0.0,151.32720867905005,0.0,0.0,0.0,0.0,0.0
40,cell_viability__prospective_design__random_rowwise__r03__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,3,5,tuned_rf_reference,Tuned Random Forest,oob_residual_empirical_bayes_random_intercept_rf,487,121,70,55,50,121,55,5.894666474167856,9.350211079657948,-1.961958984513348,0.5301096591846275,6.422555185658704,0.9256198347107438,0,0.3619862145732458,-17.75330788065073,0.0,177.53620740535857,0.0,0.0,0.0,0.0,0.0
40,cell_viability__prospective_design__random_rowwise__r03__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,3,5,matched_fixed_rf,Matched fixed Random Forest,oob_residual_empirical_bayes_random_intercept_rf,487,121,70,55,50,121,55,5.892297540488351,8.668816725160678,-2.3025276593305555,0.5961004866210303,6.409204535827167,0.9256198347107438,0,0.3619862145732458,-17.75330788065073,0.0,177.53620740535857,0.0,0.0,0.0,0.0,0.0
40,cell_viability__prospective_design__random_rowwise__r03__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,3,5,random_intercept_rf_marginal,Marginal random-intercept RF,oob_residual_empirical_bayes_random_intercept_rf,487,121,70,55,50,121,55,5.795871980512096,8.579769862371835,-1.9405414447573064,0.6043556528734659,6.2628302036523325,0.9256198347107438,0,0.3619862145732458,-17.75330788065073,0.0,177.53620740535857,0.0,0.0,0.0,0.0,0.0
