dataset,target_key,target_label,unit,feature_set,validation_design,repeat,model_variant,model_display_name,prediction_rows,publication_count,mae,rmse,bias,r2,macro_publication_mae,source_seen_fraction
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,2,random_intercept_rf_marginal,Marginal random-intercept RF,286,54,123.63871497640548,209.19839123369007,-2.3172233671565285,0.7427949329009722,152.90332997634027,0.9615384615384616
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,2,tuned_rf_reference,Tuned Random Forest,286,54,112.88794235547674,197.41670014031368,-9.420907145742005,0.7709498312920893,139.99567488068638,0.9615384615384616
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,3,matched_fixed_rf,Matched fixed Random Forest,286,54,125.72971991023707,205.286195129323,10.003033926944621,0.7523249096382214,162.300137576884,0.9475524475524476
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,3,random_intercept_rf_conditional,Conditional random-intercept RF,286,54,120.76109623417483,199.06196657362588,11.995970827126834,0.767116124441271,152.52973152172763,0.9475524475524476
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,3,random_intercept_rf_marginal,Marginal random-intercept RF,286,54,126.33881106139195,205.77611978211985,11.682697479390338,0.7511413237007565,162.96407845986306,0.9475524475524476
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,3,tuned_rf_reference,Tuned Random Forest,286,54,107.56530575441448,179.3812531717331,1.4072989810303713,0.8108889322293689,142.59956928632238,0.9475524475524476
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,4,matched_fixed_rf,Matched fixed Random Forest,286,54,121.08180177134993,201.66030916375394,3.514126358709537,0.7609968104726641,159.17789651257277,0.9545454545454546
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,4,random_intercept_rf_conditional,Conditional random-intercept RF,286,54,116.95701213061581,197.2204475201819,3.8675649802178618,0.7714050040550926,150.56023347817614,0.9545454545454546
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,4,random_intercept_rf_marginal,Marginal random-intercept RF,286,54,121.37918380449516,201.8468986743708,4.456441383275938,0.7605543226106902,159.48161297627433,0.9545454545454546
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,4,tuned_rf_reference,Tuned Random Forest,286,54,108.06589339066299,184.70031727020836,-4.072647512351149,0.7995075041316064,148.12727006990798,0.9545454545454546
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,5,matched_fixed_rf,Matched fixed Random Forest,286,54,124.33455691228494,198.88873779183928,4.86828475649314,0.7675212710130185,160.35678527876541,0.9755244755244755
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,5,random_intercept_rf_conditional,Conditional random-intercept RF,286,54,117.46568800024107,190.2932574362401,5.277787018582509,0.7871813714295567,147.2151279401408,0.9755244755244755
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,5,random_intercept_rf_marginal,Marginal random-intercept RF,286,54,124.54328284083276,198.6851955566296,6.700721793386412,0.7679968638240142,160.62751116205303,0.9755244755244755
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,5,tuned_rf_reference,Tuned Random Forest,286,54,106.19758387520253,174.96450554316448,-1.4984592350799695,0.8200869165053225,134.24957486610035,0.9755244755244755
