outcome_key,validation_design,meta_primary_source_id,row_count,positive_count,negative_count,accuracy,mean_absolute_probability_error,brier_score,roc_auc
filament_diameter,publication_grouped,ref:fisch zenobi wong biofab 2021,4,0,4,1.0,0.20095162737913216,0.04046718297495794,
filament_diameter,publication_grouped,ref:gantumar sakai,2,0,2,1.0,0.08089027574203422,0.0065960304635531986,
filament_diameter,publication_grouped,ref:gao cho advfuncmat 2017,4,3,1,0.25,0.5452625041133922,0.30386304694626315,0.3333333333333333
filament_diameter,publication_grouped,ref:gao ma biomat 2015,1,0,1,1.0,0.4719776164439821,0.2227628704241427,
filament_diameter,publication_grouped,ref:giuseppe 2018,3,0,3,1.0,0.1576663248249409,0.024889678013182332,
filament_diameter,publication_grouped,ref:idaszek swieszkowski biofab 2019,3,0,3,1.0,0.12584834308974702,0.01588146369953006,
filament_diameter,publication_grouped,ref:jia khademhosseini biomat 2016,9,0,9,0.6666666666666666,0.4809124205369301,0.23291921663837462,
filament_diameter,publication_grouped,ref:kang jin small 2020,12,0,12,1.0,0.2715135007999164,0.0738640012214375,
filament_diameter,publication_grouped,ref:kilian ahlfeld akkineni bioprint 2020,12,0,12,1.0,0.10724676048850207,0.011515431640893109,
filament_diameter,publication_grouped,ref:kolan leu bioprintamer 2019,6,0,6,1.0,0.10808218188586215,0.011751355182707174,
filament_diameter,publication_grouped,ref:kolesky lewis advmat 2014,4,0,4,1.0,0.12808492552799816,0.01641561378184277,
filament_diameter,publication_grouped,ref:kosik koziol swieszkowski biofab 2019,6,1,5,0.8333333333333334,0.3682871749328532,0.16017950090863217,0.5
filament_diameter,publication_grouped,ref:li fu scirep 2018,8,0,8,1.0,0.1912234251002899,0.03773459765269988,
filament_diameter,publication_grouped,ref:li li acsapplmatinterf 2017,2,0,2,1.0,0.12415507847769301,0.01543110912220576,
filament_diameter,publication_grouped,ref:li xu 3biotech 2018,3,1,2,0.6666666666666666,0.40489203987091876,0.25759125959859325,0.0
filament_diameter,publication_grouped,ref:li zhou addman 2021,4,0,4,1.0,0.17428034798246575,0.030373713753351905,
filament_diameter,publication_grouped,ref:lim levato advhealthmat 2020,4,0,4,1.0,0.25677144908410804,0.06593183940637912,
filament_diameter,publication_grouped,ref:liu zhang advhealthmat 2017,3,0,3,1.0,0.24546819519094368,0.06026255239039915,
