dataset,target_key,target_family,target_column,target_label,unit,baseline,baseline_display_name,validation_design,repeat,prediction_rows,publication_count,source_seen_fraction,fallback_fraction,mae,median_absolute_error,rmse,bias,r2,pearson_r,calibration_intercept,calibration_slope,macro_publication_mae,macro_publication_rmse,macro_publication_absolute_bias,publication_mean_mae,publication_mean_rmse,publication_mean_r2,publication_mean_pearson_r
filament_diameter,filament_diameter,raw_outcome,filament_diameter_um,Filament diameter,µm,source_training_mean_with_global_fallback,Source training mean with global fallback,leave_one_publication_out,1,286,54,0.0,1.0,338.83109688192036,319.7988295373666,422.43939895211724,-3.1407498414882484,-0.048797567555594945,-0.8013120750055488,20716.51299185689,-26.839086585719524,357.1348389067964,376.04117786255404,350.2517366446578,350.2517366446578,395.3858120012437,-0.08894583660606825,-0.8011032761027402
filament_diameter,filament_diameter,raw_outcome,filament_diameter_um,Filament diameter,µm,source_training_mean_with_global_fallback,Source training mean with global fallback,publication_grouped,1,286,54,0.0,1.0,330.45622336078463,320.1854260926607,415.16311029993005,0.029577648722606428,-0.012978792599960709,-0.1522000296016219,3746.6790956136565,-4.014267671850132,351.46360742774465,370.2514763403329,344.78445419699165,344.78445419699176,389.24052037527554,-0.055358969720422646,-0.03053965293100963
filament_diameter,filament_diameter,raw_outcome,filament_diameter_um,Filament diameter,µm,source_training_mean_with_global_fallback,Source training mean with global fallback,publication_grouped,2,286,54,0.0,1.0,337.1622859307053,321.54999999999995,421.68945401350294,0.008878575712499257,-0.045077070520162854,-0.2837704531066079,3748.9803808441216,-4.017458801988379,357.5347317961435,376.5686355040613,350.97950028239575,350.97950028239575,395.8445165196961,-0.09147397043868821,-0.2214149092733616
filament_diameter,filament_diameter,raw_outcome,filament_diameter_um,Filament diameter,µm,source_training_mean_with_global_fallback,Source training mean with global fallback,publication_grouped,3,286,54,0.0,1.0,331.32582796932246,324.60986885964894,418.08213982054355,0.03244497807211135,-0.027273463891421823,-0.2206743507687194,3747.736416845821,-4.015667288592641,351.89367942715734,371.111821562071,345.7705855929246,345.7705855929246,392.04396640950773,-0.07061584226378614,-0.13643954100461517
filament_diameter,filament_diameter,raw_outcome,filament_diameter_um,Filament diameter,µm,source_training_mean_with_global_fallback,Source training mean with global fallback,publication_grouped,4,286,54,0.0,1.0,338.1937078868213,316.12726593886464,424.2580820646394,0.10237106785990631,-0.057847558429058976,-0.3210762193817281,3742.8475231264238,-4.008749296082438,356.10396957306534,374.92982983746674,349.9426295768532,349.9426295768532,395.31596310739127,-0.08856112404778416,-0.173052204712605
filament_diameter,filament_diameter,raw_outcome,filament_diameter_um,Filament diameter,µm,source_training_mean_with_global_fallback,Source training mean with global fallback,publication_grouped,5,286,54,0.0,1.0,343.26002200595315,329.53499999999997,428.92418859870656,0.04931709750828075,-0.08124451191375726,-0.3808938995883993,3748.118707172955,-4.016088227004624,359.6324524855859,378.2240368719594,353.3320855358921,353.3320855358921,398.9241522920347,-0.10852317848800785,-0.21360551210905054
filament_diameter,filament_diameter,raw_outcome,filament_diameter_um,Filament diameter,µm,source_training_mean_with_global_fallback,Source training mean with global fallback,random_rowwise,1,286,54,0.9475524475524476,0.05244755244755245,130.69845879170137,56.71381746031733,227.04723089373795,14.946531854964158,0.697033047492506,0.8363741399359248,15.067795752105406,0.9606176565464121,168.16862965217763,181.7758175153152,80.14567666202483,80.14567666202483,190.46044682840923,0.7473183440357276,0.8686489096403132
filament_diameter,filament_diameter,raw_outcome,filament_diameter_um,Filament diameter,µm,source_training_mean_with_global_fallback,Source training mean with global fallback,random_rowwise,2,286,54,0.9615384615384616,0.038461538461538464,124.82351149738582,53.77923076923081,219.9623969084333,5.305712249412756,0.7156457482316474,0.8467163978882998,23.27422766843431,0.9620192906861583,161.64189136973982,176.75931072402707,72.6350757715212,72.6350757715212,171.68463346973365,0.794682027050387,0.8932960394061196
filament_diameter,filament_diameter,raw_outcome,filament_diameter_um,Filament diameter,µm,source_training_mean_with_global_fallback,Source training mean with global fallback,random_rowwise,3,286,54,0.9475524475524476,0.05244755244755245,123.58950371810188,53.304999999999836,226.15690535792064,8.85016476684268,0.6994044514155542,0.8386777670621455,41.07022919322477,0.9339703647535926,157.1394240486484,173.12738728040665,74.35099662183761,74.35099662183761,180.2719999176009,0.7736290621013079,0.8819208494169423
filament_diameter,filament_diameter,raw_outcome,filament_diameter_um,Filament diameter,µm,source_training_mean_with_global_fallback,Source training mean with global fallback,random_rowwise,4,286,54,0.9545454545454546,0.045454545454545456,123.92777045097267,52.70374999999998,222.51239737089455,3.671404409474335,0.7090145557447489,0.8432393125917998,33.772231936726385,0.9501317601882986,161.19370022252284,176.37592548782774,84.28783371665904,84.28783371665907,195.85717534897992,0.7327959168506668,0.856372910452482
filament_diameter,filament_diameter,raw_outcome,filament_diameter_um,Filament diameter,µm,source_training_mean_with_global_fallback,Source training mean with global fallback,random_rowwise,5,286,54,0.9755244755244755,0.024475524475524476,121.13770249617319,54.94332142857132,216.36599591375636,3.104804574357458,0.7248681581709745,0.8534949347120636,45.71731112932127,0.9349285532227638,151.35153399426352,164.68505271083328,58.10515969329258,58.10515969329257,156.2182559667698,0.8300083119017144,0.9114065954471683
