Reference,Final_Alginate_Conc_(%w/v),Final_Gelatin_Conc_(%w/v),Final_GelMA_Conc_(%w/v),Final_Hyaluronic_Acid_Conc_(%w/v),Final_MeHA_Conc_(%w/v),Final_NorHA_Conc_(%w/v),Final_Fibronin/Fibrinogen_Conc_(%w/v),Final_P127_Conc_(%w/v),Final_Collagen_Conc_(%w/v),Final_TCP_Conc_(%w/v)_(%w/v),Final_Gellan_Conc_(%w/v),Final_Nano/Methycellulose_Conc_(%w/v),PEGDA_Conc_(%w/v),Agarose_Conc_(%w/v),CaCl2_Conc_(mM),NaCl2_Conc_(mM),BaCl2_Conc_(mM),SrCl2_Conc_(mM),Physical_Crosslinking_Durantion_(s),Photocrosslinking_Duration_(s),Extrusion_Pressure (kPa),Extrusion_Rate_Lengthwise_(mm/s),Extrusion_Rate_Volume-wise_(mL/s),Nozzle_Movement_Speed_(mm/s),Inner_Nozzle_Outer_Diameter_(µm),Outer_Nozzle_Inner_Diameter_(µm),Filament_Diameter_(µm),Cell_Density_(cells/mL),Syringe_Temperature_(°C),Substrate_Temperature_(°C),Days_Observed,Construct_Base_Area_(mm^2),Construct_Total_Thickness_(mm),Cell_Culture_Medium_Used?,DI_Water_Used?,Precrosslinking_Solution_Used?,Saline_Solution_Used?,EtOH_Solution_Used?,Photoinitiator_Used?,Enzymatic_Crosslinker_Used?,Conical_or_Straight_Nozzle,Acceptable_Filament_Diameter_(Yes/No)
Kolan_Leu_BioprintAmer_2019,3,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,27.6,,,15,0,410,1015.78,2000000,37,22,1,144,1,Y,Y,N,N,N,N,N,S,N
Kolan_Leu_BioprintAmer_2019,3,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,27.6,,,15,0,410,1074.07,2000000,37,22,7,144,1,Y,Y,N,N,N,N,N,S,N
Kolan_Leu_BioprintAmer_2019,3,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,27.6,,,15,0,410,1015.78,2000000,37,22,1,144,1,Y,Y,N,N,N,N,N,S,N
Kolan_Leu_BioprintAmer_2019,3,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,27.6,,,15,0,410,1074.07,2000000,37,22,7,144,1,Y,Y,N,N,N,N,N,S,N
Li_Xu_3Biotech_2018,2,10,0,0,0,0,0,0,0,0,0,0,0,0,270.3,0,0,0,180,0,,,0.15,3.5,0,260,234.14,2000000,37,8,0,,1,N,N,N,Y,N,N,N,S,Y
Li_Xu_3Biotech_2018,2,10,0,0,0,0,0,0,0,0,0,0,0,0,270.3,0,0,0,180,0,,,0.15,3.5,0,260,181.71,2000000,37,8,7,,1,N,N,N,Y,N,N,N,S,N
Li_Xu_3Biotech_2018,2,10,0,0,0,0,0,0,0,0,0,0,0,0,270.3,0,0,0,180,0,,,0.15,3.5,0,260,132.84,2000000,37,8,14,,1,N,N,N,Y,N,N,N,S,N
Li_Fu_SciRep_2018,8,20,0,0,0,0,0,0,0,0,0,0,0,0,901.1,0,0,0,600,0,280,,,6.5,0,340,568.017,10000000,10,10,0,1256.637061,3,Y,N,N,N,N,N,N,S,N
Li_Fu_SciRep_2018,8,20,0,0,0,0,0,0,0,0,0,0,0,0,901.1,0,0,0,600,0,280,,,6.5,0,340,543.08,10000000,10,10,14,1256.637061,3,Y,N,N,N,N,N,N,S,N
Li_Fu_SciRep_2018,8,20,0,0,0,0,0,0,0,0,0,0,0,0,901.1,68,0,0,600,0,250,,,6.5,0,340,488.83,10000000,10,10,0,1256.637061,3,Y,N,N,Y,N,N,N,S,N
Li_Fu_SciRep_2018,8,20,0,0,0,0,0,0,0,0,0,0,0,0,901.1,68,0,0,600,0,250,,,6.5,0,340,574.24,10000000,10,10,14,1256.637061,3,Y,N,N,Y,N,N,N,S,N
Li_Fu_SciRep_2018,8,20,0,0,0,0,0,0,0,0,0,0,0,0,901.1,136,0,0,600,0,230,,,6.5,0,340,643.59,10000000,10,10,0,1256.637061,3,Y,N,N,Y,N,N,N,S,N
Li_Fu_SciRep_2018,8,20,0,0,0,0,0,0,0,0,0,0,0,0,901.1,136,0,0,600,0,230,,,6.5,0,340,651.22,10000000,10,10,14,1256.637061,3,Y,N,N,Y,N,N,N,S,N
Li_Fu_SciRep_2018,8,20,0,0,0,0,0,0,0,0,0,0,0,0,901.1,272,0,0,600,0,180,,,6.5,0,340,793.49,10000000,10,10,0,1256.637061,3,Y,N,N,Y,N,N,N,S,N
Li_Fu_SciRep_2018,8,20,0,0,0,0,0,0,0,0,0,0,0,0,901.1,272,0,0,600,0,180,,,6.5,0,340,716.9,10000000,10,10,14,1256.637061,3,Y,N,N,Y,N,N,N,S,N
Moncal_Ozbolat_JMatSciMatMed_2019,0,0,0,0,0,0,0,30,3,0,0,0,0,0,,0,0,0,0,0,67.5,,,3.33,0,337,462,10000000,44,37,0,,,N,N,N,N,N,N,N,S,N
Moncal_Ozbolat_JMatSciMatMed_2019,0,0,0,0,0,0,0,30,3,0,0,0,0,0,,0,0,0,0,0,67.5,,,3.33,0,337,462,10000000,44,37,0,,,N,N,N,N,N,N,N,S,N
Moncal_Ozbolat_JMatSciMatMed_2019,0,0,0,0,0,0,0,30,3,0,0,0,0,0,,0,0,0,0,0,67.5,,,3.33,0,337,462,10000000,44,37,0,,,N,N,N,N,N,N,N,S,N
Kang_Jin_Small_2020,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,45,6.67,,,0,500,1000,6000000,,37,1,0.785398163,0.5,Y,Y,N,Y,N,N,N,C,N
