dataset,target_family,target_key,target_column,target_label,unit,feature_set,validation_design,repeat,model_key,model_display_name,feature_set_display_name,validation_display_name,prediction_rows,publication_count,mae,median_absolute_error,rmse,bias,r2,pearson_r,calibration_intercept,calibration_slope,macro_publication_mae,macro_publication_rmse,macro_publication_absolute_bias,publication_mean_mae,publication_mean_rmse,publication_mean_r2,publication_mean_pearson_r
cell_viability,raw_outcome,cell_viability,cell_viability_percent,Cell viability,%,core_physics,publication_grouped,3,random_forest,Random Forest,Core physics,Publication-grouped,608,75,13.234686266100859,10.60553334656084,17.459821911583735,1.7648504683193058,-0.056026837330011015,0.01762984705888976,73.47892129546173,0.07630336759012335,11.950955927732165,13.655639311469738,9.736033787094486,9.736033787094486,12.185532117801264,-0.10580672723031159,0.018431343288750835
cell_viability,raw_outcome,cell_viability,cell_viability_percent,Cell viability,%,core_physics,publication_grouped,3,rbf_svr,RBF-SVR,Core physics,Publication-grouped,608,75,13.193133732854603,9.96913577559669,18.271489518490377,5.21008093696693,-0.15649362264328937,-0.17161812394157988,190.4575692295806,-1.3045581061221403,11.698681821308197,13.570720562747248,9.819318090392576,9.819318090392574,12.586480735248896,-0.17977410916890646,-0.2589798622746494
cell_viability,raw_outcome,cell_viability,cell_viability_percent,Cell viability,%,core_physics,publication_grouped,3,ridge,Ridge regression,Core physics,Publication-grouped,608,75,14.945839638537029,12.723287418334188,19.349910660362106,0.18746187063236014,-0.2970396855579931,-0.002489155278086273,80.0611258942523,-0.004588995680834146,14.055953800224858,15.674280436987234,11.68882710312024,11.68882710312024,14.833509862802552,-0.6386193524692063,-0.07856580865571237
cell_viability,raw_outcome,cell_viability,cell_viability_percent,Cell viability,%,core_physics,publication_grouped,4,elastic_net,Elastic Net,Core physics,Publication-grouped,608,75,14.942881433946521,12.292546659754926,19.571742689252325,-1.0518508648994347,-0.32694930364947394,-0.07026093526599654,90.69062220569458,-0.13982321246880536,14.059579175226391,15.58715064203984,11.423913454876816,11.423913454876816,15.042386403518933,-0.6850923664638826,-0.11295564659525868
cell_viability,raw_outcome,cell_viability,cell_viability_percent,Cell viability,%,core_physics,publication_grouped,4,random_forest,Random Forest,Core physics,Publication-grouped,608,75,13.335424267110076,11.056844148811216,17.4769493607124,2.0530800373654907,-0.058099701233553125,0.031526607642881024,69.06494741744052,0.1300294647622107,12.364700617272765,13.988735553787185,10.067947313112896,10.067947313112896,12.265535338474816,-0.12037457936586371,0.054047580236977685
cell_viability,raw_outcome,cell_viability,cell_viability_percent,Cell viability,%,core_physics,publication_grouped,4,rbf_svr,RBF-SVR,Core physics,Publication-grouped,608,75,13.224844659019164,10.488005515488851,18.0056765371422,4.580881865147231,-0.1230891303444388,-0.137584835276096,171.92887543143638,-1.0944391290897943,11.806469234357406,13.613446803880857,9.792996829646269,9.79299682964627,12.40589180152029,-0.14616253522444644,-0.18892174455654773
cell_viability,raw_outcome,cell_viability,cell_viability_percent,Cell viability,%,core_physics,publication_grouped,4,ridge,Ridge regression,Core physics,Publication-grouped,608,75,15.811581134629701,12.142527444426655,22.60723941640825,-1.3439746793412641,-0.7704774646666182,-0.06555056726820241,86.02659188055918,-0.08081682034072472,15.05948171819589,16.682713760347195,12.507931226058663,12.507931226058663,18.602102250928688,-1.576999206059286,-0.09522512274062093
cell_viability,raw_outcome,cell_viability,cell_viability_percent,Cell viability,%,core_physics,publication_grouped,5,elastic_net,Elastic Net,Core physics,Publication-grouped,608,75,13.998350982393342,12.052599650721561,17.791091388113728,-0.2289156584695305,-0.09647950166683583,-0.009778878929929867,82.2788493533748,-0.03252099794212105,13.301967165859029,14.77641336649039,10.670183404008627,10.670183404008627,13.152358716944452,-0.2882421977406979,-0.10252391368318255
cell_viability,raw_outcome,cell_viability,cell_viability_percent,Cell viability,%,core_physics,publication_grouped,5,random_forest,Random Forest,Core physics,Publication-grouped,608,75,13.0233573952091,10.205758511904719,17.641547276590927,2.1002528061480383,-0.07812392013040537,0.0537929000757646,65.50954441916487,0.17342182132461736,12.1283802001714,13.850151050118852,10.027322588594119,10.027322588594119,12.649410628703293,-0.19160087167700746,0.013477399884079018
cell_viability,raw_outcome,cell_viability,cell_viability_percent,Cell viability,%,core_physics,publication_grouped,5,rbf_svr,RBF-SVR,Core physics,Publication-grouped,608,75,12.944830217338984,10.071364673474243,17.729082017861213,4.6193833956024255,-0.08884944551409135,-0.030222274417631718,106.33636192924821,-0.31598353779166743,11.493913388402415,13.326610489221368,9.505047012887907,9.505047012887907,12.079135318462024,-0.08658054133097015,-0.11484276544513031
cell_viability,raw_outcome,cell_viability,cell_viability_percent,Cell viability,%,core_physics,publication_grouped,5,ridge,Ridge regression,Core physics,Publication-grouped,608,75,14.553906809887861,11.853354438774787,18.88563668983838,-0.4143283345553284,-0.23554508522595707,-0.030861855479227703,85.07391998970765,-0.06785264137226216,13.766326144085523,15.325331971042548,11.259890135851094,11.259890135851094,14.311788414983372,-0.5253799874619747,-0.08966280672658927
cell_viability,raw_outcome,cell_viability,cell_viability_percent,Cell viability,%,core_physics,random_rowwise,1,elastic_net,Elastic Net,Core physics,Random row-wise,608,75,11.693860903887867,9.080458430054826,15.628719155252421,-0.16285833591542745,0.1538602260265396,0.39952439530581607,12.773091498715411,0.8414439167073465,12.79130712019001,14.416930627251764,9.384579365073698,9.384579365073696,11.98117814533765,-0.06902849506383735,0.3199413813550811
cell_viability,raw_outcome,cell_viability,cell_viability_percent,Cell viability,%,core_physics,random_rowwise,1,random_forest,Random Forest,Core physics,Random row-wise,608,75,8.1523110004734,5.3276916666666665,12.52350450103911,-0.24541376952301808,0.45669076335995573,0.6801995203393486,8.227760362903107,0.8995288406714471,8.491829016149097,9.890982250127594,3.140705553571527,3.1407055535715256,5.075358288196414,0.80816685694412,0.9110335375749417
