dataset,target_key,target_label,unit,feature_set,validation_design,model_variant,model_display_name,meta_primary_source_id,repeat_count,source_rows,source_mae,source_rmse,source_bias,source_seen_fraction
cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,merf_conditional,Conditional MERF,doi:10.1038/s41598-018-26407-3,5,20,8.784802482378833,9.776375900080161,-8.784802482378833,0.0
cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,merf_conditional,Conditional MERF,doi:10.1038/s41598-019-55034-9,5,15,14.598192887978868,17.782867770822,3.8837880044263584,0.0
cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,merf_conditional,Conditional MERF,doi:10.1038/s41598-020-65050-9,5,18,17.54489702334746,20.936661850913726,17.032564068697393,0.0
cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,merf_conditional,Conditional MERF,doi:10.1038/srep29977,5,3,11.251125994447353,12.571526657139412,-1.6037887152138228,0.0
cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,merf_conditional,Conditional MERF,doi:10.1039/c3bm00012e,5,6,15.455551567613009,15.559927902522826,-15.455551567613009,0.0
cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,merf_conditional,Conditional MERF,doi:10.1039/c4bm00234b,5,3,23.17690008033504,30.608601417501426,23.17690008033504,0.0
cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,merf_conditional,Conditional MERF,doi:10.1088/0960-1317/22/8/085014,5,4,4.295025757187891,4.568649057398232,-3.9723124102940504,0.0
cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,merf_conditional,Conditional MERF,doi:10.1088/1758-5082/5/2/025004,5,3,12.76879111487167,13.296167969692684,-12.76879111487167,0.0
cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,merf_conditional,Conditional MERF,doi:10.1088/1758-5082/6/2/024105,5,9,7.379639221379894,8.713645633628847,-1.7284176660056663,0.0
cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,merf_conditional,Conditional MERF,doi:10.1088/1758-5082/6/3/035001,5,4,20.866502869281852,25.412043643430028,-10.445091756010061,0.0
cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,merf_conditional,Conditional MERF,doi:10.1088/1758-5090/7/4/044101,5,3,19.27448705050504,21.77851823754971,1.1040707343520548,0.0
