global_task_number,task_id,dataset,target_key,target_label,unit,feature_set,validation_design,repeat,outer_fold,model_variant,model_display_name,outer_training_rows,outer_test_rows,outer_training_publications,outer_test_publications,source_overlap_count,prediction_rows,publication_count,mae,rmse,bias,r2,macro_publication_mae,source_seen_fraction,merf_converged,merf_iterations,merf_sigma_between,merf_sigma_residual,merf_final_delta,merf_final_relative_delta
1,cell_viability__prospective_design__publication_grouped__r01__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,1,1,tuned_rf_reference,Tuned Random Forest,487,121,60,15,0,121,15,11.64938263002378,14.997835281795636,3.110556075555892,0.1791547821891149,9.864189357178669,0.0,,,,,,
1,cell_viability__prospective_design__publication_grouped__r01__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,1,1,matched_fixed_rf,Matched fixed Random Forest,487,121,60,15,0,121,15,11.624723696512916,14.88624481165161,2.428483516916524,0.1913242367193324,9.839811351660162,0.0,,,,,,
1,cell_viability__prospective_design__publication_grouped__r01__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,1,1,merf_marginal,Marginal MERF,487,121,60,15,0,121,15,11.65155619276734,14.84609749614099,1.999497327760812,0.1956802555505812,9.991367712091662,0.0,True,1.0,0.0,84.6584827268307,,
1,cell_viability__prospective_design__publication_grouped__r01__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,1,1,merf_conditional,Conditional MERF,487,121,60,15,0,121,15,11.65155619276734,14.846097496140988,1.9994973277608104,0.1956802555505813,9.991367712091664,0.0,True,1.0,0.0,84.6584827268307,,
2,cell_viability__prospective_design__publication_grouped__r01__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,1,2,tuned_rf_reference,Tuned Random Forest,486,122,60,15,0,122,15,12.436378269176933,17.007093410355434,3.5331386077697027,0.0459188496375831,12.246126937779918,0.0,,,,,,
2,cell_viability__prospective_design__publication_grouped__r01__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,1,2,matched_fixed_rf,Matched fixed Random Forest,486,122,60,15,0,122,15,12.94018114450859,17.335165027193344,4.659960789986012,0.0087548341304874,11.76652184066538,0.0,,,,,,
2,cell_viability__prospective_design__publication_grouped__r01__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,1,2,merf_marginal,Marginal MERF,486,122,60,15,0,122,15,12.78025890952862,17.213401058691478,4.510108787584279,0.0226311425040001,11.57550597058864,0.0,True,1.0,0.0,70.38760329817974,,
2,cell_viability__prospective_design__publication_grouped__r01__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,1,2,merf_conditional,Conditional MERF,486,122,60,15,0,122,15,12.780258909528625,17.213401058691478,4.510108787584281,0.0226311425040001,11.57550597058864,0.0,True,1.0,0.0,70.38760329817974,,
3,cell_viability__prospective_design__publication_grouped__r01__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,1,3,tuned_rf_reference,Tuned Random Forest,487,121,60,15,0,121,15,11.248892823840528,14.14179038981854,2.259618088589522,-0.1750188414962104,10.99497864481671,0.0,,,,,,
3,cell_viability__prospective_design__publication_grouped__r01__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,1,3,matched_fixed_rf,Matched fixed Random Forest,487,121,60,15,0,121,15,13.422276974057924,16.541079597567474,0.9736695368788668,-0.6075472321335049,13.106518416623372,0.0,,,,,,
3,cell_viability__prospective_design__publication_grouped__r01__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,1,3,merf_marginal,Marginal MERF,487,121,60,15,0,121,15,13.30742118245926,16.53804904679086,1.1413829785895793,-0.606958237056334,12.933335827950089,0.0,True,1.0,0.0,83.89482373134115,,
3,cell_viability__prospective_design__publication_grouped__r01__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,1,3,merf_conditional,Conditional MERF,487,121,60,15,0,121,15,13.30742118245926,16.53804904679086,1.1413829785895788,-0.606958237056334,12.933335827950089,0.0,True,1.0,0.0,83.89482373134115,,
4,cell_viability__prospective_design__publication_grouped__r01__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,1,4,tuned_rf_reference,Tuned Random Forest,486,122,59,16,0,122,16,11.67756802932042,14.025661740515767,-1.7205851027827852,0.0841142772844223,11.385501536332235,0.0,,,,,,
4,cell_viability__prospective_design__publication_grouped__r01__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,1,4,matched_fixed_rf,Matched fixed Random Forest,486,122,59,16,0,122,16,12.817703502679006,15.378940790385457,-2.697458405003099,-0.1011523688027569,12.866822693122906,0.0,,,,,,
4,cell_viability__prospective_design__publication_grouped__r01__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,1,4,merf_marginal,Marginal MERF,486,122,59,16,0,122,16,12.398178338187805,14.77382134939669,-2.81115472045437,-0.0162024876991737,12.639228700606072,0.0,True,1.0,0.0,85.62483384809927,,
4,cell_viability__prospective_design__publication_grouped__r01__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,1,4,merf_conditional,Conditional MERF,486,122,59,16,0,122,16,12.398178338187805,14.773821349396693,-2.811154720454374,-0.0162024876991739,12.639228700606072,0.0,True,1.0,0.0,85.62483384809927,,
5,cell_viability__prospective_design__publication_grouped__r01__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,1,5,tuned_rf_reference,Tuned Random Forest,486,122,61,14,0,122,14,15.049551080762734,21.517843372477447,-0.0656611185164491,-0.0212772460479535,12.305219507792517,0.0,,,,,,
5,cell_viability__prospective_design__publication_grouped__r01__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,1,5,matched_fixed_rf,Matched fixed Random Forest,486,122,61,14,0,122,14,15.096771166387278,21.484453014996134,-0.0529232800367144,-0.0181101671041596,12.62104761501881,0.0,,,,,,
5,cell_viability__prospective_design__publication_grouped__r01__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,1,5,merf_marginal,Marginal MERF,486,122,61,14,0,122,14,15.479672323597656,21.530258743455637,-0.9549860384091102,-0.0224560996702896,12.896506892040174,0.0,True,1.0,0.0,56.16053018583971,,
5,cell_viability__prospective_design__publication_grouped__r01__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,1,5,merf_conditional,Conditional MERF,486,122,61,14,0,122,14,15.479672323597656,21.53025874345563,-0.9549860384091102,-0.0224560996702896,12.896506892040174,0.0,True,1.0,0.0,56.16053018583971,,
6,cell_viability__prospective_design__publication_grouped__r02__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,2,1,tuned_rf_reference,Tuned Random Forest,486,122,59,16,0,122,16,16.57633140135625,20.614850336514223,-0.2251580629851935,-0.2622061746978363,15.304687797532887,0.0,,,,,,
6,cell_viability__prospective_design__publication_grouped__r02__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,2,1,matched_fixed_rf,Matched fixed Random Forest,486,122,59,16,0,122,16,16.08288538353136,20.20670898356892,0.3308106519146763,-0.2127215685635193,14.65275697218113,0.0,,,,,,
6,cell_viability__prospective_design__publication_grouped__r02__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,2,1,merf_marginal,Marginal MERF,486,122,59,16,0,122,16,16.261042361499342,20.365871118688244,0.1018408227728315,-0.2319012906896982,14.773614209842115,0.0,True,1.0,0.0,70.3487479878938,,
6,cell_viability__prospective_design__publication_grouped__r02__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,2,1,merf_conditional,Conditional MERF,486,122,59,16,0,122,16,16.261042361499342,20.365871118688244,0.1018408227728315,-0.2319012906896982,14.773614209842115,0.0,True,1.0,0.0,70.3487479878938,,
7,cell_viability__prospective_design__publication_grouped__r02__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,2,2,tuned_rf_reference,Tuned Random Forest,487,121,60,15,0,121,15,13.378632692628775,17.057023788212614,3.1353049147913508,0.0275002181133425,13.273222517581916,0.0,,,,,,
7,cell_viability__prospective_design__publication_grouped__r02__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,2,2,matched_fixed_rf,Matched fixed Random Forest,487,121,60,15,0,121,15,14.40825744214605,18.291762112559027,3.900352953923932,-0.1183921025357304,13.763903183172657,0.0,,,,,,
7,cell_viability__prospective_design__publication_grouped__r02__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,2,2,merf_marginal,Marginal MERF,487,121,60,15,0,121,15,14.250549014392268,18.137573275772805,3.974470962769381,-0.0996167896767299,13.431366171876608,0.0,True,1.0,0.0,77.2015377890708,,
7,cell_viability__prospective_design__publication_grouped__r02__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,2,2,merf_conditional,Conditional MERF,487,121,60,15,0,121,15,14.25054901439227,18.137573275772805,3.97447096276938,-0.0996167896767299,13.431366171876608,0.0,True,1.0,0.0,77.2015377890708,,
8,cell_viability__prospective_design__publication_grouped__r02__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,2,3,tuned_rf_reference,Tuned Random Forest,486,122,61,14,0,122,14,11.25868181350983,13.87338675228694,-4.540360859630689,0.0221169530045253,11.09601339462138,0.0,,,,,,
8,cell_viability__prospective_design__publication_grouped__r02__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,2,3,matched_fixed_rf,Matched fixed Random Forest,486,122,61,14,0,122,14,12.623440288746316,15.792235835333734,-7.506881149799855,-0.2670949855272035,11.164545907036167,0.0,,,,,,
8,cell_viability__prospective_design__publication_grouped__r02__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,2,3,merf_marginal,Marginal MERF,486,122,61,14,0,122,14,11.807506888919043,14.931024747717323,-6.199799216432349,-0.1326641657046134,11.046696977307514,0.0,True,1.0,0.0,77.38060425585397,,
8,cell_viability__prospective_design__publication_grouped__r02__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,2,3,merf_conditional,Conditional MERF,486,122,61,14,0,122,14,11.807506888919043,14.931024747717329,-6.199799216432346,-0.1326641657046137,11.04669697730751,0.0,True,1.0,0.0,77.38060425585397,,
9,cell_viability__prospective_design__publication_grouped__r02__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,2,4,tuned_rf_reference,Tuned Random Forest,486,122,60,15,0,122,15,12.39544861836856,16.106678534844473,8.17043330556051,-0.2161699503406318,10.9685479535534,0.0,,,,,,
9,cell_viability__prospective_design__publication_grouped__r02__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,2,4,matched_fixed_rf,Matched fixed Random Forest,486,122,60,15,0,122,15,12.727294575374945,16.343692232014988,7.675097722536342,-0.252225771823374,11.47039522746604,0.0,,,,,,
9,cell_viability__prospective_design__publication_grouped__r02__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,2,4,merf_marginal,Marginal MERF,486,122,60,15,0,122,15,12.721149574432973,16.414112234758306,7.900006365876577,-0.263039939784498,11.414578319055382,0.0,True,1.0,0.0,82.64657281364344,,
9,cell_viability__prospective_design__publication_grouped__r02__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,2,4,merf_conditional,Conditional MERF,486,122,60,15,0,122,15,12.72114957443297,16.414112234758306,7.900006365876577,-0.263039939784498,11.414578319055382,0.0,True,1.0,0.0,82.64657281364344,,
10,cell_viability__prospective_design__publication_grouped__r02__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,2,5,tuned_rf_reference,Tuned Random Forest,487,121,60,15,0,121,15,13.287429598856914,20.311882565944693,4.118993533157966,-0.1997083595719457,10.707610539264872,0.0,,,,,,
10,cell_viability__prospective_design__publication_grouped__r02__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,2,5,matched_fixed_rf,Matched fixed Random Forest,487,121,60,15,0,121,15,13.985627338915984,20.196966036189345,2.9342951188502227,-0.186171817636328,11.161776300392342,0.0,,,,,,
10,cell_viability__prospective_design__publication_grouped__r02__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,2,5,merf_marginal,Marginal MERF,487,121,60,15,0,121,15,14.017124976770232,20.353108864981547,3.220071410984347,-0.204583311812351,11.192561026443675,0.0,True,1.0,0.0,69.85798176226285,,
10,cell_viability__prospective_design__publication_grouped__r02__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,2,5,merf_conditional,Conditional MERF,487,121,60,15,0,121,15,14.017124976770232,20.353108864981547,3.220071410984345,-0.2045833118123508,11.192561026443675,0.0,True,1.0,0.0,69.85798176226285,,
11,cell_viability__prospective_design__publication_grouped__r03__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,3,1,tuned_rf_reference,Tuned Random Forest,486,122,59,16,0,122,16,12.05214344414086,15.471624471667644,-0.8196205275037531,0.1365812616253644,11.545006869301982,0.0,,,,,,
11,cell_viability__prospective_design__publication_grouped__r03__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,3,1,matched_fixed_rf,Matched fixed Random Forest,486,122,59,16,0,122,16,12.213507842734472,15.627383749179195,-1.240499778232234,0.1191089606723694,11.681904405435835,0.0,,,,,,
11,cell_viability__prospective_design__publication_grouped__r03__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,3,1,merf_marginal,Marginal MERF,486,122,59,16,0,122,16,12.241895699525724,15.521149058694592,-1.4383222520887111,0.1310448172107859,11.81638801473388,0.0,True,1.0,0.0,71.27434087161008,,
11,cell_viability__prospective_design__publication_grouped__r03__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,3,1,merf_conditional,Conditional MERF,486,122,59,16,0,122,16,12.241895699525724,15.521149058694592,-1.43832225208871,0.1310448172107857,11.816388014733878,0.0,True,1.0,0.0,71.27434087161008,,
12,cell_viability__prospective_design__publication_grouped__r03__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,3,2,tuned_rf_reference,Tuned Random Forest,486,122,60,15,0,122,15,12.48162006954947,15.487516343162133,-4.816210197181417,0.0667300431441212,12.580244029152343,0.0,,,,,,
12,cell_viability__prospective_design__publication_grouped__r03__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,3,2,matched_fixed_rf,Matched fixed Random Forest,486,122,60,15,0,122,15,12.805008959621292,15.85370562119371,-4.152572232723411,0.0220755381489172,12.662764644266485,0.0,,,,,,
12,cell_viability__prospective_design__publication_grouped__r03__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,3,2,merf_marginal,Marginal MERF,486,122,60,15,0,122,15,13.124386231725923,16.114894430651475,-4.952173250318444,-0.0104123823986019,13.242671925631244,0.0,True,1.0,0.0,80.31244928736137,,
12,cell_viability__prospective_design__publication_grouped__r03__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,3,2,merf_conditional,Conditional MERF,486,122,60,15,0,122,15,13.12438623172592,16.114894430651475,-4.952173250318443,-0.0104123823986017,13.24267192563124,0.0,True,1.0,0.0,80.31244928736137,,
13,cell_viability__prospective_design__publication_grouped__r03__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,3,3,tuned_rf_reference,Tuned Random Forest,487,121,60,15,0,121,15,14.989474225499794,21.68841383612629,8.499851160433515,-0.154568715426524,12.818456422565331,0.0,,,,,,
13,cell_viability__prospective_design__publication_grouped__r03__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,3,3,matched_fixed_rf,Matched fixed Random Forest,487,121,60,15,0,121,15,15.150236641884211,21.510445534323253,7.875934367553778,-0.1356984009042685,12.653560088953093,0.0,,,,,,
13,cell_viability__prospective_design__publication_grouped__r03__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,3,3,merf_marginal,Marginal MERF,487,121,60,15,0,121,15,15.346777062312084,21.679190147561165,7.923971321696995,-0.1535868900294126,12.682036509782964,0.0,True,1.0,0.0,63.01547452152996,,
13,cell_viability__prospective_design__publication_grouped__r03__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,3,3,merf_conditional,Conditional MERF,487,121,60,15,0,121,15,15.346777062312086,21.679190147561165,7.923971321696995,-0.1535868900294126,12.68203650978296,0.0,True,1.0,0.0,63.01547452152996,,
14,cell_viability__prospective_design__publication_grouped__r03__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,3,4,tuned_rf_reference,Tuned Random Forest,487,121,60,15,0,121,15,12.974650607651457,16.718470300940833,8.10454391107132,-0.0354605161641949,10.36458161670459,0.0,,,,,,
14,cell_viability__prospective_design__publication_grouped__r03__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,3,4,matched_fixed_rf,Matched fixed Random Forest,487,121,60,15,0,121,15,13.344953851066272,17.04540157521673,7.644931591860972,-0.0763535355022999,10.996821599465068,0.0,,,,,,
14,cell_viability__prospective_design__publication_grouped__r03__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,3,4,merf_marginal,Marginal MERF,487,121,60,15,0,121,15,13.576409525905875,17.239754994858817,7.804590562738598,-0.1010388571619227,11.141514776218829,0.0,True,1.0,0.0,82.02889037776218,,
14,cell_viability__prospective_design__publication_grouped__r03__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,3,4,merf_conditional,Conditional MERF,487,121,60,15,0,121,15,13.576409525905875,17.239754994858817,7.8045905627386,-0.1010388571619227,11.141514776218823,0.0,True,1.0,0.0,82.02889037776218,,
15,cell_viability__prospective_design__publication_grouped__r03__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,3,5,tuned_rf_reference,Tuned Random Forest,486,122,61,14,0,122,14,9.301099978147992,11.595750788530069,-2.4541145680556533,0.0015349753837524,8.03151845162019,0.0,,,,,,
15,cell_viability__prospective_design__publication_grouped__r03__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,3,5,matched_fixed_rf,Matched fixed Random Forest,486,122,61,14,0,122,14,10.370584915995932,12.782147146983244,-4.077492779661899,-0.2132288691400308,9.076693025818866,0.0,,,,,,
15,cell_viability__prospective_design__publication_grouped__r03__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,3,5,merf_marginal,Marginal MERF,486,122,61,14,0,122,14,10.748806406657849,13.268792443684424,-4.531169720163596,-0.3073681838496136,9.132327567935372,0.0,True,1.0,0.0,83.5617657998247,,
15,cell_viability__prospective_design__publication_grouped__r03__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,3,5,merf_conditional,Conditional MERF,486,122,61,14,0,122,14,10.748806406657849,13.268792443684424,-4.531169720163597,-0.3073681838496136,9.132327567935372,0.0,True,1.0,0.0,83.5617657998247,,
16,cell_viability__prospective_design__publication_grouped__r04__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,4,1,tuned_rf_reference,Tuned Random Forest,487,121,60,15,0,121,15,13.93089355165799,18.262602791529744,9.23316598132658,-0.0457906571634461,12.842919936532663,0.0,,,,,,
16,cell_viability__prospective_design__publication_grouped__r04__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,4,1,matched_fixed_rf,Matched fixed Random Forest,487,121,60,15,0,121,15,14.43202496254677,18.64547492781867,9.165028787098326,-0.0900999275483189,13.258772139038816,0.0,,,,,,
16,cell_viability__prospective_design__publication_grouped__r04__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,4,1,merf_marginal,Marginal MERF,487,121,60,15,0,121,15,14.470898278149802,18.878275216207687,9.599326775185611,-0.1174910078001041,13.164472786442568,0.0,True,1.0,0.0,69.60961512768637,,
16,cell_viability__prospective_design__publication_grouped__r04__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,4,1,merf_conditional,Conditional MERF,487,121,60,15,0,121,15,14.470898278149802,18.878275216207687,9.599326775185611,-0.1174910078001041,13.164472786442568,0.0,True,1.0,0.0,69.60961512768637,,
17,cell_viability__prospective_design__publication_grouped__r04__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,4,2,tuned_rf_reference,Tuned Random Forest,487,121,60,15,0,121,15,10.210351844104034,13.240995065043638,4.675875007952712,-0.2949117946824058,10.182481181888267,0.0,,,,,,
17,cell_viability__prospective_design__publication_grouped__r04__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,4,2,matched_fixed_rf,Matched fixed Random Forest,487,121,60,15,0,121,15,11.952052228301152,14.818375453247164,4.895208666857111,-0.6218105748508058,11.114466635766696,0.0,,,,,,
17,cell_viability__prospective_design__publication_grouped__r04__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,4,2,merf_marginal,Marginal MERF,487,121,60,15,0,121,15,11.907697573637808,14.694487340205844,4.946748674866539,-0.5948058400773597,10.9962333719538,0.0,True,1.0,0.0,88.46638246295417,,
17,cell_viability__prospective_design__publication_grouped__r04__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,4,2,merf_conditional,Conditional MERF,487,121,60,15,0,121,15,11.907697573637812,14.694487340205846,4.946748674866539,-0.5948058400773599,10.9962333719538,0.0,True,1.0,0.0,88.46638246295417,,
18,cell_viability__prospective_design__publication_grouped__r04__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,4,3,tuned_rf_reference,Tuned Random Forest,486,122,60,15,0,122,15,10.961868965779995,13.309358533763508,-0.7344918421628747,0.1974420238257035,9.887635954752584,0.0,,,,,,
18,cell_viability__prospective_design__publication_grouped__r04__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,4,3,matched_fixed_rf,Matched fixed Random Forest,486,122,60,15,0,122,15,10.869371112901224,13.30620498438541,-1.1643097721147044,0.1978222985565891,9.7754147185742,0.0,,,,,,
18,cell_viability__prospective_design__publication_grouped__r04__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,4,3,merf_marginal,Marginal MERF,486,122,60,15,0,122,15,10.748038161997092,13.300288051096144,-0.8976569640648298,0.1985355562648453,9.672147378656318,0.0,True,1.0,0.0,81.98804088910758,,
18,cell_viability__prospective_design__publication_grouped__r04__f03,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,4,3,merf_conditional,Conditional MERF,486,122,60,15,0,122,15,10.748038161997092,13.300288051096144,-0.8976569640648302,0.1985355562648451,9.672147378656318,0.0,True,1.0,0.0,81.98804088910758,,
19,cell_viability__prospective_design__publication_grouped__r04__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,4,4,tuned_rf_reference,Tuned Random Forest,486,122,61,14,0,122,14,15.18081287837996,21.34022452491068,-3.619016555589229,-0.23587091323565,12.782720438774186,0.0,,,,,,
19,cell_viability__prospective_design__publication_grouped__r04__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,4,4,matched_fixed_rf,Matched fixed Random Forest,486,122,61,14,0,122,14,14.977519019845966,20.71248890201112,-4.197009034726186,-0.1642325028312117,12.91782140961658,0.0,,,,,,
19,cell_viability__prospective_design__publication_grouped__r04__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,4,4,merf_marginal,Marginal MERF,486,122,61,14,0,122,14,14.984069099808451,20.85320814891585,-3.9295529333040697,-0.1801056744710241,13.00554337699512,0.0,True,1.0,0.0,60.37994837235605,,
19,cell_viability__prospective_design__publication_grouped__r04__f04,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,4,4,merf_conditional,Conditional MERF,486,122,61,14,0,122,14,14.984069099808451,20.85320814891585,-3.929552933304068,-0.1801056744710241,13.00554337699512,0.0,True,1.0,0.0,60.37994837235605,,
20,cell_viability__prospective_design__publication_grouped__r04__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,4,5,tuned_rf_reference,Tuned Random Forest,486,122,59,16,0,122,16,13.664162658414762,17.046050146530504,-1.2767152145577938,0.0905159909233819,13.537578229043254,0.0,,,,,,
20,cell_viability__prospective_design__publication_grouped__r04__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,4,5,matched_fixed_rf,Matched fixed Random Forest,486,122,59,16,0,122,16,14.228495532901231,17.425202183697206,-0.1237174420629148,0.0496070723274055,13.77938363367613,0.0,,,,,,
20,cell_viability__prospective_design__publication_grouped__r04__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,4,5,merf_marginal,Marginal MERF,486,122,59,16,0,122,16,14.252924716474269,17.511534430675404,0.1158513176950572,0.040166399995856,13.88263775556938,0.0,True,1.0,0.0,78.45965637422222,,
20,cell_viability__prospective_design__publication_grouped__r04__f05,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,4,5,merf_conditional,Conditional MERF,486,122,59,16,0,122,16,14.252924716474269,17.5115344306754,0.1158513176950573,0.0401663999958562,13.882637755569377,0.0,True,1.0,0.0,78.45965637422222,,
21,cell_viability__prospective_design__publication_grouped__r05__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,5,1,tuned_rf_reference,Tuned Random Forest,486,122,61,14,0,122,14,13.625853976750312,20.32179473201256,-1.1198983337670316,-0.1413439409083428,10.89532699542804,0.0,,,,,,
21,cell_viability__prospective_design__publication_grouped__r05__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,5,1,matched_fixed_rf,Matched fixed Random Forest,486,122,61,14,0,122,14,13.14859822770997,19.58570790709741,-1.6774500437863191,-0.060158900253266,10.270563693556976,0.0,,,,,,
21,cell_viability__prospective_design__publication_grouped__r05__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,5,1,merf_marginal,Marginal MERF,486,122,61,14,0,122,14,13.225287658335398,19.74885002119047,-1.4260193889636548,-0.0778939649245653,10.508116660822193,0.0,True,1.0,0.0,66.98794883239793,,
21,cell_viability__prospective_design__publication_grouped__r05__f01,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,5,1,merf_conditional,Conditional MERF,486,122,61,14,0,122,14,13.225287658335398,19.74885002119047,-1.426019388963654,-0.0778939649245653,10.508116660822193,0.0,True,1.0,0.0,66.98794883239793,,
22,cell_viability__prospective_design__publication_grouped__r05__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,5,2,tuned_rf_reference,Tuned Random Forest,487,121,60,15,0,121,15,14.696163811138897,18.89429551377349,4.915677708211526,-0.1831412901605376,14.251215449363317,0.0,,,,,,
22,cell_viability__prospective_design__publication_grouped__r05__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,5,2,matched_fixed_rf,Matched fixed Random Forest,487,121,60,15,0,121,15,14.292381439347135,18.450878815857397,4.870830634985473,-0.1282603252676484,13.785916223584342,0.0,,,,,,
22,cell_viability__prospective_design__publication_grouped__r05__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,5,2,merf_marginal,Marginal MERF,487,121,60,15,0,121,15,14.281340207096342,18.47178969008916,5.054500329167876,-0.1308191496180375,13.734495871799227,0.0,True,1.0,0.0,69.5246539794303,,
22,cell_viability__prospective_design__publication_grouped__r05__f02,cell_viability,cell_viability,Cell viability,%,prospective_design,publication_grouped,5,2,merf_conditional,Conditional MERF,487,121,60,15,0,121,15,14.28134020709634,18.47178969008916,5.054500329167875,-0.1308191496180375,13.73449587179923,0.0,True,1.0,0.0,69.5246539794303,,
