global_task_number,task_id,dataset,target_key,target_label,unit,feature_set,validation_design,repeat,outer_fold,model_variant,model_display_name,outer_training_rows,outer_test_rows,outer_training_publications,outer_test_publications,source_overlap_count,prediction_rows,publication_count,mae,rmse,bias,r2,macro_publication_mae,source_seen_fraction,merf_converged,merf_iterations,merf_sigma_between,merf_sigma_residual,merf_final_delta,merf_final_relative_delta
57,filament_diameter__prospective_design__publication_grouped__r02__f02,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,2,2,merf_conditional,Conditional MERF,229,57,43,11,0,57,11,271.7951835618007,342.0003135419381,141.91459297173887,-0.1586132564469278,256.2834778904105,0.0,True,7.0,0.0,13745.911838355303,0.0,0.0
58,filament_diameter__prospective_design__publication_grouped__r02__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,2,3,tuned_rf_reference,Tuned Random Forest,229,57,43,11,0,57,11,386.0957214044204,543.1592161774101,-234.6699936488086,0.0647038820111348,330.94106408252014,0.0,,,,,,
58,filament_diameter__prospective_design__publication_grouped__r02__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,2,3,matched_fixed_rf,Matched fixed Random Forest,229,57,43,11,0,57,11,382.6426739210878,534.9203954300011,-233.43350135299647,0.0928624595881527,327.1765276695293,0.0,,,,,,
58,filament_diameter__prospective_design__publication_grouped__r02__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,2,3,merf_marginal,Marginal MERF,229,57,43,11,0,57,11,354.6734932782,517.9519668360109,-205.18692626224995,0.1495010161507607,303.34578174356807,0.0,False,150.0,14136.246625924692,9528.846071668491,3.828884297352943,0.0105440476746482
58,filament_diameter__prospective_design__publication_grouped__r02__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,2,3,merf_conditional,Conditional MERF,229,57,43,11,0,57,11,354.67349327819994,517.9519668360109,-205.18692626224995,0.1495010161507607,303.34578174356807,0.0,False,150.0,14136.246625924692,9528.846071668491,3.828884297352943,0.0105440476746482
59,filament_diameter__prospective_design__publication_grouped__r02__f04,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,2,4,tuned_rf_reference,Tuned Random Forest,228,58,44,10,0,58,10,163.1857513143416,203.73001732805676,78.88145422123944,0.2398559428516581,183.2210863580144,0.0,,,,,,
59,filament_diameter__prospective_design__publication_grouped__r02__f04,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,2,4,matched_fixed_rf,Matched fixed Random Forest,228,58,44,10,0,58,10,171.43367268157365,207.347248393455,93.37734105561384,0.2126235645560665,183.78518253016472,0.0,,,,,,
59,filament_diameter__prospective_design__publication_grouped__r02__f04,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,2,4,merf_marginal,Marginal MERF,228,58,44,10,0,58,10,217.07009597447876,252.5155903537732,106.75674867424117,-0.167783282153999,231.5332365650892,0.0,False,150.0,39772.55262257831,15436.894320637504,3.563329398906717,0.0079597964397583
59,filament_diameter__prospective_design__publication_grouped__r02__f04,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,2,4,merf_conditional,Conditional MERF,228,58,44,10,0,58,10,217.07009597447876,252.5155903537732,106.7567486742412,-0.167783282153999,231.5332365650892,0.0,False,150.0,39772.55262257831,15436.894320637504,3.563329398906717,0.0079597964397583
60,filament_diameter__prospective_design__publication_grouped__r02__f05,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,2,5,tuned_rf_reference,Tuned Random Forest,229,57,44,10,0,57,10,310.3048885958688,366.9149497012085,-100.16592094353445,-0.029542377602798,351.23214403991153,0.0,,,,,,
60,filament_diameter__prospective_design__publication_grouped__r02__f05,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,2,5,matched_fixed_rf,Matched fixed Random Forest,229,57,44,10,0,57,10,231.0801055731113,328.79325451425257,13.4198268088809,0.1732785397242578,352.69665740135883,0.0,,,,,,
60,filament_diameter__prospective_design__publication_grouped__r02__f05,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,2,5,merf_marginal,Marginal MERF,229,57,44,10,0,57,10,239.97900823755063,330.4623757857868,3.955496058803407,0.1648635197206875,356.2559107030009,0.0,True,7.0,0.0,15599.672181908893,0.0,0.0
60,filament_diameter__prospective_design__publication_grouped__r02__f05,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,2,5,merf_conditional,Conditional MERF,229,57,44,10,0,57,10,239.97900823755063,330.46237578578683,3.955496058803387,0.1648635197206873,356.2559107030009,0.0,True,7.0,0.0,15599.672181908893,0.0,0.0
61,filament_diameter__prospective_design__publication_grouped__r03__f01,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,3,1,tuned_rf_reference,Tuned Random Forest,229,57,44,10,0,57,10,349.6305599068737,405.04430796970064,50.01608825965376,0.210281392859098,386.3760784646517,0.0,,,,,,
61,filament_diameter__prospective_design__publication_grouped__r03__f01,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,3,1,matched_fixed_rf,Matched fixed Random Forest,229,57,44,10,0,57,10,320.5218357696442,383.7248596736056,34.977288045530315,0.2912269826515731,345.62621763695523,0.0,,,,,,
61,filament_diameter__prospective_design__publication_grouped__r03__f01,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,3,1,merf_marginal,Marginal MERF,229,57,44,10,0,57,10,335.8519618192519,401.7632511412895,38.37370877683205,0.2230237864318959,344.69128521038846,0.0,True,7.0,0.0,15624.702767002507,0.0,0.0
61,filament_diameter__prospective_design__publication_grouped__r03__f01,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,3,1,merf_conditional,Conditional MERF,229,57,44,10,0,57,10,335.8519618192519,401.7632511412895,38.37370877683207,0.2230237864318959,344.69128521038846,0.0,True,7.0,0.0,15624.702767002507,0.0,0.0
62,filament_diameter__prospective_design__publication_grouped__r03__f02,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,3,2,tuned_rf_reference,Tuned Random Forest,229,57,43,11,0,57,11,297.7057856464117,362.9174363550935,17.43300542524829,-0.4365034581923039,308.7474466714563,0.0,,,,,,
62,filament_diameter__prospective_design__publication_grouped__r03__f02,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,3,2,matched_fixed_rf,Matched fixed Random Forest,229,57,43,11,0,57,11,295.32338228383907,362.75041956116434,14.831165983501492,-0.4351815873111355,310.3513441747187,0.0,,,,,,
62,filament_diameter__prospective_design__publication_grouped__r03__f02,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,3,2,merf_marginal,Marginal MERF,229,57,43,11,0,57,11,294.2156509847872,358.8155048652199,7.51640495080363,-0.4042143583869213,303.0202757386073,0.0,True,12.0,156.87374384668848,14281.905920113051,0.0,0.0
62,filament_diameter__prospective_design__publication_grouped__r03__f02,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,3,2,merf_conditional,Conditional MERF,229,57,43,11,0,57,11,294.21565098478726,358.8155048652199,7.51640495080367,-0.4042143583869215,303.02027573860727,0.0,True,12.0,156.87374384668848,14281.905920113051,0.0,0.0
63,filament_diameter__prospective_design__publication_grouped__r03__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,3,3,tuned_rf_reference,Tuned Random Forest,229,57,42,12,0,57,12,290.9310029860623,351.46244780688085,-117.85547967066266,0.2644260945714136,244.79324720820657,0.0,,,,,,
63,filament_diameter__prospective_design__publication_grouped__r03__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,3,3,matched_fixed_rf,Matched fixed Random Forest,229,57,42,12,0,57,12,279.61247379492573,338.1883959302387,-105.7187217443538,0.3189392395141909,238.28956308509828,0.0,,,,,,
63,filament_diameter__prospective_design__publication_grouped__r03__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,3,3,merf_marginal,Marginal MERF,229,57,42,12,0,57,12,255.09374817454312,327.82829744419047,-50.8160050576146,0.3600274714911409,222.8656240248293,0.0,False,150.0,65305.71532502271,9924.79566537939,2.6928690399652737,0.0065087989016791
63,filament_diameter__prospective_design__publication_grouped__r03__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,3,3,merf_conditional,Conditional MERF,229,57,42,12,0,57,12,255.09374817454312,327.82829744419047,-50.8160050576146,0.3600274714911409,222.8656240248293,0.0,False,150.0,65305.71532502271,9924.79566537939,2.6928690399652737,0.0065087989016791
64,filament_diameter__prospective_design__publication_grouped__r03__f04,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,3,4,tuned_rf_reference,Tuned Random Forest,228,58,44,10,0,58,10,233.89278023785917,288.55242787671136,147.8456867456688,0.0048178112064071,261.69439384382963,0.0,,,,,,
64,filament_diameter__prospective_design__publication_grouped__r03__f04,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,3,4,matched_fixed_rf,Matched fixed Random Forest,228,58,44,10,0,58,10,233.1205472442116,267.0641546708762,150.7998992864425,0.1475197406013219,255.23859057760825,0.0,,,,,,
64,filament_diameter__prospective_design__publication_grouped__r03__f04,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,3,4,merf_marginal,Marginal MERF,228,58,44,10,0,58,10,222.86500615243136,265.02190862457167,130.20088520978337,0.1605077644313007,244.0237735555118,0.0,True,7.0,0.0,14479.079819371807,0.0,0.0
64,filament_diameter__prospective_design__publication_grouped__r03__f04,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,3,4,merf_conditional,Conditional MERF,228,58,44,10,0,58,10,222.86500615243136,265.0219086245717,130.20088520978334,0.1605077644313006,244.0237735555118,0.0,True,7.0,0.0,14479.079819371807,0.0,0.0
65,filament_diameter__prospective_design__publication_grouped__r03__f05,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,3,5,tuned_rf_reference,Tuned Random Forest,229,57,43,11,0,57,11,351.00207190972395,491.0544448123576,-252.26129906313852,0.0713885476583618,316.84245386432286,0.0,,,,,,
65,filament_diameter__prospective_design__publication_grouped__r03__f05,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,3,5,matched_fixed_rf,Matched fixed Random Forest,229,57,43,11,0,57,11,369.5260393877256,510.92895348105446,-281.9320901742182,-0.0053002041700103,319.42269261544874,0.0,,,,,,
65,filament_diameter__prospective_design__publication_grouped__r03__f05,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,3,5,merf_marginal,Marginal MERF,229,57,43,11,0,57,11,326.9074823553558,464.3981274483821,-209.32707914038104,0.169469353831825,300.9809566321135,0.0,False,150.0,20012.77530419845,9161.981520838282,2.0278216264059665,0.0054485825693683
65,filament_diameter__prospective_design__publication_grouped__r03__f05,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,3,5,merf_conditional,Conditional MERF,229,57,43,11,0,57,11,326.9074823553558,464.3981274483821,-209.32707914038104,0.1694693538318251,300.9809566321135,0.0,False,150.0,20012.77530419845,9161.981520838282,2.0278216264059665,0.0054485825693683
66,filament_diameter__prospective_design__publication_grouped__r04__f01,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,4,1,tuned_rf_reference,Tuned Random Forest,229,57,43,11,0,57,11,299.7180818375869,338.1276569805611,-81.67815183341884,0.311286781237113,294.5540793736706,0.0,,,,,,
66,filament_diameter__prospective_design__publication_grouped__r04__f01,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,4,1,matched_fixed_rf,Matched fixed Random Forest,229,57,43,11,0,57,11,318.1633084061936,356.0240945260949,-102.20705262837208,0.2364529394477269,311.9283957529777,0.0,,,,,,
66,filament_diameter__prospective_design__publication_grouped__r04__f01,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,4,1,merf_marginal,Marginal MERF,229,57,43,11,0,57,11,304.57492899468826,346.076798166372,-91.97992125187112,0.2785238208460426,297.1249502595608,0.0,True,7.0,0.0,14968.522066713163,0.0,0.0
66,filament_diameter__prospective_design__publication_grouped__r04__f01,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,4,1,merf_conditional,Conditional MERF,229,57,43,11,0,57,11,304.5749289946883,346.076798166372,-91.97992125187112,0.2785238208460425,297.1249502595608,0.0,True,7.0,0.0,14968.522066713163,0.0,0.0
67,filament_diameter__prospective_design__publication_grouped__r04__f02,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,4,2,tuned_rf_reference,Tuned Random Forest,229,57,43,11,0,57,11,268.9678996888888,375.8118817893092,-14.65204439832948,-0.0824371374610062,349.89251000388725,0.0,,,,,,
67,filament_diameter__prospective_design__publication_grouped__r04__f02,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,4,2,matched_fixed_rf,Matched fixed Random Forest,229,57,43,11,0,57,11,268.88466372253833,372.06775219322645,-8.811412229329287,-0.060976419354435,345.2306369522063,0.0,,,,,,
67,filament_diameter__prospective_design__publication_grouped__r04__f02,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,4,2,merf_marginal,Marginal MERF,229,57,43,11,0,57,11,278.3213711511927,382.48901196367706,-3.8842266761444177,-0.1212426194069185,351.5156725538014,0.0,True,7.0,0.0,14499.872647284696,0.0,0.0
67,filament_diameter__prospective_design__publication_grouped__r04__f02,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,4,2,merf_conditional,Conditional MERF,229,57,43,11,0,57,11,278.3213711511927,382.48901196367706,-3.884226676144406,-0.1212426194069182,351.51567255380144,0.0,True,7.0,0.0,14499.872647284696,0.0,0.0
68,filament_diameter__prospective_design__publication_grouped__r04__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,4,3,tuned_rf_reference,Tuned Random Forest,229,57,42,12,0,57,12,351.3352782155779,406.88060821838,26.23522559127007,0.2504902074577996,316.7732762085275,0.0,,,,,,
68,filament_diameter__prospective_design__publication_grouped__r04__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,4,3,matched_fixed_rf,Matched fixed Random Forest,229,57,42,12,0,57,12,366.89086610747023,450.5441680711413,15.097943938598554,0.0809945809428805,307.03773929763906,0.0,,,,,,
68,filament_diameter__prospective_design__publication_grouped__r04__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,4,3,merf_marginal,Marginal MERF,229,57,42,12,0,57,12,361.4880469901384,439.3107905658889,-20.552592985323987,0.1262502412687948,321.5629368323633,0.0,False,150.0,75624.0552444268,11138.64256277747,7.280422441815745,0.0183173593332367
68,filament_diameter__prospective_design__publication_grouped__r04__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,4,3,merf_conditional,Conditional MERF,229,57,42,12,0,57,12,361.4880469901384,439.3107905658888,-20.552592985324,0.1262502412687949,321.5629368323633,0.0,False,150.0,75624.0552444268,11138.64256277747,7.280422441815745,0.0183173593332367
69,filament_diameter__prospective_design__publication_grouped__r04__f04,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,4,4,tuned_rf_reference,Tuned Random Forest,229,57,44,10,0,57,10,341.8453199822996,461.80399623182177,-254.1280867446014,-0.0446837726961446,299.6947091387632,0.0,,,,,,
69,filament_diameter__prospective_design__publication_grouped__r04__f04,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,4,4,matched_fixed_rf,Matched fixed Random Forest,229,57,44,10,0,57,10,372.7985789304015,494.4643772048354,-275.5841792542759,-0.1976764040400527,323.6483835547989,0.0,,,,,,
69,filament_diameter__prospective_design__publication_grouped__r04__f04,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,4,4,merf_marginal,Marginal MERF,229,57,44,10,0,57,10,353.0931023465653,474.8337355725158,-262.6700574169048,-0.1044666553082185,304.9613484530942,0.0,True,79.0,6856.56914232306,8665.501782801994,0.0,0.0
69,filament_diameter__prospective_design__publication_grouped__r04__f04,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,4,4,merf_conditional,Conditional MERF,229,57,44,10,0,57,10,353.0931023465653,474.8337355725159,-262.6700574169048,-0.1044666553082185,304.9613484530943,0.0,True,79.0,6856.56914232306,8665.501782801994,0.0,0.0
70,filament_diameter__prospective_design__publication_grouped__r04__f05,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,4,5,tuned_rf_reference,Tuned Random Forest,228,58,44,10,0,58,10,177.3556396067693,206.25466766530064,150.60220937038437,0.021193178375936,228.37527369559143,0.0,,,,,,
70,filament_diameter__prospective_design__publication_grouped__r04__f05,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,4,5,matched_fixed_rf,Matched fixed Random Forest,228,58,44,10,0,58,10,190.2691394456321,215.71364579007965,163.45308134608626,-0.0706429311282528,233.7332398533973,0.0,,,,,,
70,filament_diameter__prospective_design__publication_grouped__r04__f05,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,4,5,merf_marginal,Marginal MERF,228,58,44,10,0,58,10,201.0148851490922,229.6198672675439,173.34652351841436,-0.213132783550227,250.8781911759596,0.0,True,7.0,0.0,15477.012991549544,0.0,0.0
70,filament_diameter__prospective_design__publication_grouped__r04__f05,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,4,5,merf_conditional,Conditional MERF,228,58,44,10,0,58,10,201.0148851490922,229.6198672675439,173.34652351841436,-0.213132783550227,250.8781911759596,0.0,True,7.0,0.0,15477.012991549544,0.0,0.0
71,filament_diameter__prospective_design__publication_grouped__r05__f01,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,5,1,tuned_rf_reference,Tuned Random Forest,229,57,42,12,0,57,12,331.03214310790247,394.1459794536845,206.0883256622071,-0.4460223210036014,267.97971315657827,0.0,,,,,,
71,filament_diameter__prospective_design__publication_grouped__r05__f01,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,5,1,matched_fixed_rf,Matched fixed Random Forest,229,57,42,12,0,57,12,329.02897025054745,392.7236712611873,193.15318397684916,-0.4356049698987936,254.89642167994427,0.0,,,,,,
71,filament_diameter__prospective_design__publication_grouped__r05__f01,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,5,1,merf_marginal,Marginal MERF,229,57,42,12,0,57,12,297.52254535663855,362.25221141269617,203.1947024594521,-0.2214702277081051,229.572461443166,0.0,False,150.0,27579.506456457904,14706.113564259926,3.163291994380188,0.007676069579096
71,filament_diameter__prospective_design__publication_grouped__r05__f01,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,5,1,merf_conditional,Conditional MERF,229,57,42,12,0,57,12,297.52254535663855,362.25221141269617,203.1947024594521,-0.2214702277081051,229.572461443166,0.0,False,150.0,27579.506456457904,14706.113564259926,3.163291994380188,0.007676069579096
72,filament_diameter__prospective_design__publication_grouped__r05__f02,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,5,2,tuned_rf_reference,Tuned Random Forest,228,58,44,10,0,58,10,112.37510742535808,164.1917055872292,-4.502348048780636,0.234158798865204,160.58544267988714,0.0,,,,,,
72,filament_diameter__prospective_design__publication_grouped__r05__f02,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,5,2,matched_fixed_rf,Matched fixed Random Forest,228,58,44,10,0,58,10,144.35040635068987,169.91462144957896,60.2342390034487,0.179841475642786,169.29477027604057,0.0,,,,,,
72,filament_diameter__prospective_design__publication_grouped__r05__f02,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,5,2,merf_marginal,Marginal MERF,228,58,44,10,0,58,10,165.20318471316926,185.10059647140872,86.08579475187433,0.0266883200547176,181.66597698383924,0.0,True,13.0,234.68325502251625,13705.827932401631,0.0,0.0
72,filament_diameter__prospective_design__publication_grouped__r05__f02,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,5,2,merf_conditional,Conditional MERF,228,58,44,10,0,58,10,165.20318471316924,185.1005964714087,86.08579475187432,0.0266883200547178,181.66597698383924,0.0,True,13.0,234.68325502251625,13705.827932401631,0.0,0.0
73,filament_diameter__prospective_design__publication_grouped__r05__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,5,3,tuned_rf_reference,Tuned Random Forest,229,57,44,10,0,57,10,417.1739134657474,520.4299435438469,-247.961649331662,-0.0835353767312621,477.0639240515985,0.0,,,,,,
73,filament_diameter__prospective_design__publication_grouped__r05__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,5,3,matched_fixed_rf,Matched fixed Random Forest,229,57,44,10,0,57,10,410.5787533274331,518.0314553251186,-239.1312741142908,-0.0735710837145919,472.81295633111415,0.0,,,,,,
73,filament_diameter__prospective_design__publication_grouped__r05__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,5,3,merf_marginal,Marginal MERF,229,57,44,10,0,57,10,420.42178109322657,524.8535916775229,-249.35017155326136,-0.1020337367474508,476.1218513313276,0.0,True,7.0,0.0,10376.891931376083,0.0,0.0
73,filament_diameter__prospective_design__publication_grouped__r05__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,5,3,merf_conditional,Conditional MERF,229,57,44,10,0,57,10,420.42178109322657,524.8535916775229,-249.35017155326136,-0.1020337367474508,476.1218513313276,0.0,True,7.0,0.0,10376.891931376083,0.0,0.0
74,filament_diameter__prospective_design__publication_grouped__r05__f04,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,5,4,tuned_rf_reference,Tuned Random Forest,229,57,43,11,0,57,11,267.2415705313967,370.8322844014085,-110.48112120380414,0.2276200550417338,234.81026927818075,0.0,,,,,,
74,filament_diameter__prospective_design__publication_grouped__r05__f04,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,5,4,matched_fixed_rf,Matched fixed Random Forest,229,57,43,11,0,57,11,240.23122105916397,325.0278924172666,-100.48142111800048,0.4066414848386912,211.1020469676793,0.0,,,,,,
74,filament_diameter__prospective_design__publication_grouped__r05__f04,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,5,4,merf_marginal,Marginal MERF,229,57,43,11,0,57,11,234.0453176200078,326.22767978800783,-93.46505505059356,0.4022528276913439,203.08103330571743,0.0,True,7.0,0.0,14095.70204644013,0.0,0.0
74,filament_diameter__prospective_design__publication_grouped__r05__f04,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,5,4,merf_conditional,Conditional MERF,229,57,43,11,0,57,11,234.0453176200078,326.22767978800783,-93.46505505059356,0.4022528276913439,203.08103330571743,0.0,True,7.0,0.0,14095.70204644013,0.0,0.0
75,filament_diameter__prospective_design__publication_grouped__r05__f05,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,5,5,tuned_rf_reference,Tuned Random Forest,229,57,43,11,0,57,11,294.89906146954377,356.1405671320036,-94.80507779162248,0.2003848869081531,277.3489052224094,0.0,,,,,,
75,filament_diameter__prospective_design__publication_grouped__r05__f05,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,5,5,matched_fixed_rf,Matched fixed Random Forest,229,57,43,11,0,57,11,310.8518044081948,376.4020740403674,-108.7274678157966,0.1068135673651021,287.75193919928665,0.0,,,,,,
75,filament_diameter__prospective_design__publication_grouped__r05__f05,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,5,5,merf_marginal,Marginal MERF,229,57,43,11,0,57,11,295.7516757547865,376.064666275856,-79.18493723378546,0.1084141587792832,284.03874812495417,0.0,False,150.0,38425.705591299295,11661.910934221269,3.679105678597198,0.0088256569948357
75,filament_diameter__prospective_design__publication_grouped__r05__f05,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,5,5,merf_conditional,Conditional MERF,229,57,43,11,0,57,11,295.7516757547865,376.064666275856,-79.18493723378546,0.1084141587792832,284.03874812495417,0.0,False,150.0,38425.705591299295,11661.910934221269,3.679105678597198,0.0088256569948357
76,filament_diameter__prospective_design__random_rowwise__r01__f01,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,1,1,tuned_rf_reference,Tuned Random Forest,228,58,51,32,29,58,32,107.79140681312428,179.36147412689962,5.736772946603503,0.8069279493375959,131.53256377487486,0.9482758620689656,,,,,,
76,filament_diameter__prospective_design__random_rowwise__r01__f01,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,1,1,matched_fixed_rf,Matched fixed Random Forest,228,58,51,32,29,58,32,126.62860904855415,202.11623329355643,11.861398553690965,0.7548321762259987,152.80465873189985,0.9482758620689656,,,,,,
76,filament_diameter__prospective_design__random_rowwise__r01__f01,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,1,1,merf_marginal,Marginal MERF,228,58,51,32,29,58,32,129.12463774792764,203.46374362031105,14.03165960260727,0.7515522076088538,155.4869098089153,0.9482758620689656,True,7.0,0.0,17034.34572179229,0.0,0.0
76,filament_diameter__prospective_design__random_rowwise__r01__f01,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,1,1,merf_conditional,Conditional MERF,228,58,51,32,29,58,32,129.12463774792764,203.46374362031105,14.031659602607274,0.7515522076088538,155.48690980891527,0.9482758620689656,True,7.0,0.0,17034.34572179229,0.0,0.0
77,filament_diameter__prospective_design__random_rowwise__r01__f02,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,1,2,tuned_rf_reference,Tuned Random Forest,229,57,51,31,28,57,31,113.74284379661763,185.2398441729071,-7.507543406542042,0.7438161229736988,116.44659556674009,0.9298245614035088,,,,,,
77,filament_diameter__prospective_design__random_rowwise__r01__f02,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,1,2,matched_fixed_rf,Matched fixed Random Forest,229,57,51,31,28,57,31,114.8940945506071,180.23605730337516,-7.18941110553316,0.7574695140210062,119.45952262121136,0.9298245614035088,,,,,,
77,filament_diameter__prospective_design__random_rowwise__r01__f02,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,1,2,merf_marginal,Marginal MERF,229,57,51,31,28,57,31,140.85246451147987,192.3765073774496,-0.3891689735433528,0.7236960767720234,149.14812826947707,0.9298245614035088,False,150.0,25731.06722193841,12584.11219724331,3.6647358710520166,0.0086441325112207
77,filament_diameter__prospective_design__random_rowwise__r01__f02,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,1,2,merf_conditional,Conditional MERF,229,57,51,31,28,57,31,113.0187647210322,181.8165134092952,-10.799971766501011,0.7531974568694144,121.40343745208467,0.9298245614035088,False,150.0,25731.06722193841,12584.11219724331,3.6647358710520166,0.0086441325112207
78,filament_diameter__prospective_design__random_rowwise__r01__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,1,3,tuned_rf_reference,Tuned Random Forest,229,57,53,27,26,57,27,105.11349520592236,177.9896719299961,-11.321336807398234,0.8646118200478115,108.1518219565029,0.9473684210526316,,,,,,
78,filament_diameter__prospective_design__random_rowwise__r01__f03,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,1,3,matched_fixed_rf,Matched fixed Random Forest,229,57,53,27,26,57,27,121.9976392901766,219.19371438520025,-14.050359075805368,0.7946723970520855,129.15799768145635,0.9473684210526316,,,,,,
