dataset,target_key,target_label,unit,feature_set,validation_design,repeat,model_variant,model_display_name,prediction_rows,publication_count,mae,rmse,bias,r2,macro_publication_mae,source_seen_fraction
cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,3,matched_fixed_rf,Matched fixed Random Forest,608,75,8.215505406616877,12.154074449708197,-0.19587491555385175,0.48827207086027025,8.411815132944067,0.9736842105263158
cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,3,merf_conditional,Conditional MERF,608,75,8.16666244686636,12.111670181133176,-0.21166636829541138,0.49183657017351645,8.351948186719664,0.9736842105263158
cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,3,merf_marginal,Marginal MERF,608,75,8.16666244686636,12.111670181133176,-0.21166636829541138,0.49183657017351645,8.351948186719664,0.9736842105263158
cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,3,tuned_rf_reference,Tuned Random Forest,608,75,7.793291040448287,11.943858462273377,-0.005506080460842421,0.50582060597632,7.968161620438979,0.9736842105263158
cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,4,matched_fixed_rf,Matched fixed Random Forest,608,75,8.159744822291708,12.026221051439595,-0.31614315552630734,0.4989815713684367,8.48457124755143,0.9884868421052632
cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,4,merf_conditional,Conditional MERF,608,75,8.146468699689988,12.03278250491736,-0.2979059176755234,0.49843471531200745,8.483814932734735,0.9884868421052632
cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,4,merf_marginal,Marginal MERF,608,75,8.146468699689988,12.03278250491736,-0.29790591767552344,0.49843471531200745,8.483814932734735,0.9884868421052632
cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,4,tuned_rf_reference,Tuned Random Forest,608,75,7.730687277782666,11.751249053059103,-0.24700011273404426,0.5216305931932205,8.059324286688101,0.9884868421052632
cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,5,matched_fixed_rf,Matched fixed Random Forest,608,75,7.823874201024176,11.414287787011423,-0.04914967874037673,0.5486712780228227,7.892515297954296,0.9884868421052632
cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,5,merf_conditional,Conditional MERF,608,75,7.8244124326301465,11.376808022121844,-0.1361160779751631,0.5516303627518653,7.866592038808875,0.9884868421052632
cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,5,merf_marginal,Marginal MERF,608,75,7.824412432630143,11.376808022121844,-0.13611607797516304,0.5516303627518653,7.866592038808875,0.9884868421052632
cell_viability,cell_viability,Cell viability,%,prospective_design,random_rowwise,5,tuned_rf_reference,Tuned Random Forest,608,75,7.3789619969412925,11.04598047485064,-0.01734767873752789,0.5773276110918613,7.461518381445834,0.9884868421052632
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,1,matched_fixed_rf,Matched fixed Random Forest,286,54,299.7622736613436,383.7903400197768,-67.29574603061458,0.1343328884383882,280.3521785209545,0.0
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,1,merf_conditional,Conditional MERF,286,54,319.410708239047,413.364249149537,-26.70985670254522,-0.004219534245221812,313.5222104367536,0.0
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,1,merf_marginal,Marginal MERF,286,54,319.41070823904704,413.364249149537,-26.709856702545217,-0.004219534245221812,313.5222104367536,0.0
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,1,tuned_rf_reference,Tuned Random Forest,286,54,280.1891253721103,371.9368114928453,-79.13986326909034,0.18698011701694384,284.3773494165543,0.0
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,2,matched_fixed_rf,Matched fixed Random Forest,286,54,279.6812840403436,380.84632134470655,-38.842662927118674,0.14756284800385444,286.84376491495794,0.0
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,2,merf_conditional,Conditional MERF,286,54,287.12796172396725,387.1840694593723,-28.61424745462745,0.11895559088228003,293.58998137517756,0.0
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,2,merf_marginal,Marginal MERF,286,54,287.12796172396725,387.1840694593723,-28.614247454627442,0.11895559088228003,293.58998137517756,0.0
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,2,tuned_rf_reference,Tuned Random Forest,286,54,291.79339824462244,387.30234985996907,-64.3539607840929,0.11841721024416374,283.5573770130206,0.0
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,3,matched_fixed_rf,Matched fixed Random Forest,286,54,299.3883371350488,380.60100274461604,-36.75042042339205,0.14866067316929021,292.5118008121973,0.0
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,3,merf_conditional,Conditional MERF,286,54,286.7625679261381,369.4249122785394,-16.296391519731053,0.19792459896497905,281.5842894821274,0.0
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,3,merf_marginal,Marginal MERF,286,54,286.7625679261381,369.4249122785394,-16.296391519731067,0.19792459896497905,281.5842894821274,0.0
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,3,tuned_rf_reference,Tuned Random Forest,286,54,304.385098669206,385.36945764257695,-30.33918956831629,0.12719460322935683,301.8465295458678,0.0
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,4,matched_fixed_rf,Matched fixed Random Forest,286,54,303.0057442879128,389.1950546718291,-40.89331885248108,0.1097797565118277,305.31515676686394,0.0
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,4,merf_conditional,Conditional MERF,286,54,299.35341943760375,383.5615431588436,-40.3980739187269,0.13536471680779227,306.52217572640524,0.0
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,4,merf_marginal,Marginal MERF,286,54,299.35341943760375,383.5615431588436,-40.3980739187269,0.13536471680779227,306.52217572640524,0.0
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,4,tuned_rf_reference,Tuned Random Forest,286,54,287.4581193758068,367.50442156100587,-34.07617527086451,0.20624225383507166,299.4609560370188,0.0
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,5,matched_fixed_rf,Matched fixed Random Forest,286,54,286.50942749623897,373.3209204617061,-38.64360819881323,0.18091778646707124,277.1708921123612,0.0
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,5,merf_conditional,Conditional MERF,286,54,282.17846134045243,370.675029187848,-26.150123087230856,0.19248704176154408,272.0567669667972,0.0
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,5,merf_marginal,Marginal MERF,286,54,282.17846134045243,370.675029187848,-26.150123087230845,0.19248704176154408,272.0567669667972,0.0
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,publication_grouped,5,tuned_rf_reference,Tuned Random Forest,286,54,283.9423688091693,378.2783408321952,-50.17212929625006,0.15901976228899461,281.96298416111637,0.0
filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,random_rowwise,1,matched_fixed_rf,Matched fixed Random Forest,286,54,126.04554324509124,204.71631034961013,10.228477499417378,0.7536981179016013,158.10554711882656,0.9475524475524476
